code,extended_name,rel_city_code,is_airport,state_code,rel_country_code,rel_region_code,city_name
ehl,el bolson/rn/ar,ehl,y,rn,ar,samer,el bolson
ehm,cape newenham/ak/us,ehm,y,ak,us,namer,cape newenham
eht,east hartford/ct/us:rentschler,eht,y,ct,us,namer,east hartford
eia,eia/pg:popondetta,eia,y,,pg,austl,eia
eib,eisenach/de,eib,y,,de,europ,eisenach
eie,eniseysk/ru,eie,y,,ru,euras,eniseysk
eih,einasleigh/ql/au,eih,y,ql,au,austl,einasleigh
eil,fairbanks/ak/us:eielson afb,fai,y,ak,us,namer,fairbanks
ein,eindhoven/nl,ein,y,,nl,europ,eindhoven
eis,beef island/vg,eis,y,,vg,carib,beef island
eiy,ein yahav/il,eiy,y,,il,meast,ein yahav
eja,barrancabermeja/co:variguies,eja,y,,co,samer,barrancabermeja
ejh,wedjh/sa,ejh,y,,sa,meast,wedjh
ejt,mili atoll/mh:enijet airport,ejt,y,,mh,pacif,mili atoll
eka,eureka/ca/us:murray field,acv,y,ca,us,namer,eureka
ekb,ekibastuz/kz,ekb,y,,kz,euras,ekibastuz
ekd,elkedra/nt/au,ekd,y,nt,au,austl,elkedra
eke,ekereku/gy,eke,y,,gy,samer,ekereku
eki,elkhart/in/us:elkhart mnpl,eki,y,in,us,namer,elkhart
ekn,elkins/wv/us,ekn,y,wv,us,namer,elkins
eko,elko/nv/us,eko,y,nv,us,namer,elko
ekt,eskilstuna/se,ekt,y,,se,europ,eskilstuna
ekx,elizabethtown/ky/us,ekx,y,ky,us,namer,elizabethtown
ela,eagle lake/tx/us,ela,y,tx,us,namer,eagle lake
elb,el banco/co:san bernado,elb,y,,co,samer,el banco
elc,elcho island/nt/au,elc,y,nt,au,austl,elcho island
eld,el dorado/ar/us:goodwin field,eld,y,ar,us,namer,el dorado
ele,el real/pa,ele,y,,pa,camer,el real
elf,el fasher/sd,elf,y,,sd,afric,el fasher
elg,el golea/dz,elg,y,,dz,afric,el golea
elh,north eleuthera/bs:intl,elh,y,,bs,carib,north eleuthera
eli,elim/ak/us,eli,y,ak,us,namer,elim
elj,el recreo/co,elj,y,,co,samer,el recreo
elk,elk city/ok/us:municipal,elk,y,ok,us,namer,elk city
ell,ellisras/za,ell,y,,za,afric,ellisras
elm,elmira/ny/us,elm,y,ny,us,namer,elmira
eln,ellensburg/wa/us:bowers field,eln,y,wa,us,namer,ellensburg
elo,eldorado/mi/ar,elo,y,mi,ar,samer,eldorado
elp,el paso/tx/us:el paso intl,elp,y,tx,us,namer,el paso
elq,gassim/sa,elq,y,,sa,meast,gassim
elr,elelim/id,elr,y,,id,seasi,elelim
els,east london/za:east london,els,y,,za,afric,east london
elt,tour sinai city/eg,elt,y,,eg,afric,tour sinai city
elu,el oued/dz:guemar,elu,y,,dz,afric,el oued
elv,elfin cove/ak/us:elfin cove s,elv,y,ak,us,namer,elfin cove
elw,ellamar/ak/us,elw,y,ak,us,namer,ellamar
elx,el tigre/ve,elx,y,,ve,samer,el tigre
cds,childress/tx/us,cds,y,tx,us,namer,childress
cdu,camden/ns/au,cdu,y,ns,au,austl,camden
cdv,cordova/ak/us:mudhole smith,cdv,y,ak,us,namer,cordova
cdw,caldwell/nj/us:caldwell wright,cdw,y,nj,us,namer,caldwell
cdy,cagayan de sulu/ph,cdy,y,,ph,pacif,cagayan de sulu
cdz,cadiz/es,cdz,y,,es,europ,cadiz
cea,wichita/ks/us:cessna aircraft,ict,y,ks,us,namer,wichita
ceb,cebu/ph:mactan intl apt,ceb,y,,ph,pacif,cebu
cec,crescent city/ca/us:mc namara,cec,y,ca,us,namer,crescent city
ced,ceduna/sa/au,ced,y,sa,au,austl,ceduna
cee,cherepovets/ru,cee,y,,ru,euras,cherepovets
cef,chicopee/ma/us:westover metro,sfy,y,ma,us,namer,chicopee
ceg,chester/gb,ceg,y,,gb,europ,chester
ceh,chelinda/mw:chelinda,ceh,y,,mw,afric,chelinda
cei,chiang rai/th,cei,y,,th,seasi,chiang rai
cej,chernigov/ua,cej,y,,ua,euras,chernigov
cek,chelyabinsk/ru,cek,y,,ru,euras,chelyabinsk
cel,cape eleuthera/bs,cel,y,,bs,carib,cape eleuthera
cem,central/ak/us,cem,y,ak,us,namer,central
cen,ciudad obregon/mx,cen,y,,mx,namer,ciudad obregon
ceo,waco kungo/ao,ceo,y,,ao,afric,waco kungo
cep,concepcion/bo,cep,y,,bo,samer,concepcion
ceq,cannes/fr:mandelieu,ceq,y,,fr,europ,cannes
cer,cherbourg/fr:maupertus,cer,y,,fr,europ,cherbourg
ces,cessnock/ns/au,ces,y,ns,au,austl,cessnock
cet,cholet/fr:le pontreau,cet,y,,fr,europ,cholet
ceu,clemson/sc/us:oconee county,ceu,y,sc,us,namer,clemson
cev,connersville/in/us:mettle fld,cev,y,in,us,namer,connersville
cew,crestview/fl/us:bob sikes,cew,y,fl,us,namer,crestview
cex,chena hot springs/ak/us,cex,y,ak,us,namer,chena hot springs
cey,murray/ky/us:calloway county,cey,y,ky,us,namer,murray
cez,cortez/co/us:montezuma county,cez,y,co,us,namer,cortez
cfa,coffee point/ak/us,cfa,y,ak,us,namer,coffee point
cfb,cabo f/rj/br:cabo frio airport,cfb,y,rj,br,samer,cabo frio
cfc,cacador/sc/br,cfc,y,sc,br,samer,cacador
cfd,bryan/tx/us:coulter field,cfd,y,tx,us,namer,bryan
cfe,clermont ferrand/fr:aulnat,cfe,y,,fr,europ,clermont ferrand
cff,cafunfo/ao,cff,y,,ao,afric,cafunfo
cfg,cienfuegos/cu,cfg,y,,cu,carib,cienfuegos
cfh,clifton hills/sa/au,cfh,y,sa,au,austl,clifton hills
cfi,camfield/nt/au,cfi,y,nt,au,austl,camfield
cfk,chlef/dz:abou bakr belkaid,cfk,y,,dz,afric,chlef
cfn,donegal/ie,cfn,y,,ie,europ,donegal
cfo,confreza/mt/br,cfo,y,mt,br,samer,confreza
cfp,carpentaria downs/ql/au,cfp,y,ql,au,austl,carpentaria downs
cfq,creston/bc/ca,cfq,y,bc,ca,namer,creston
cfr,caen/fr:carpiquet,cfr,y,,fr,europ,caen
cfs,coffs harbour/ns/au,cfs,y,ns,au,austl,coffs harbour
cft,clifton/az/us:morenci,cft,y,az,us,namer,clifton
cfu,kerkyra/gr:i kapodistrais,cfu,y,,gr,europ,kerkyra
cfv,coffeyville/ks/us:municipal,cfv,y,ks,us,namer,coffeyville
cga,craig/ak/us:craig spb,cga,y,ak,us,namer,craig
cgb,cuiaba/mt/br:m rondon,cgb,y,mt,br,samer,cuiaba
cgc,cape gloucester/pg,cgc,y,,pg,austl,cape gloucester
cgd,changde/cn,cgd,y,,cn,asia,changde
cge,cambridge/md/us,cge,y,md,us,namer,cambridge
cgf,cleveland/oh/us:cuyahoga,cle,y,oh,us,namer,cleveland
cgg,casiguran/ph,cgg,y,,ph,pacif,casiguran
cgh,sao paulo/sp/br:congonhas,sao,y,sp,br,samer,sao paulo
cgi,cape girardeau/mo/us,cgi,y,mo,us,namer,cape girardeau
cgj,chingola/zm,cgj,y,,zm,afric,chingola
cgk,jakarta/id:soekarno hatta intl,jkt,y,,id,seasi,jakarta
cgm,camiguin/ph:mambajao,cgm,y,,ph,pacif,camiguin
cgn,cologne/de:koeln/bonn,cgn,y,,de,europ,cologne
cgo,zhengzhou/cn,cgo,y,,cn,asia,zhengzhou
cgp,chittagong/bd:patenga,cgp,y,,bd,asia,chittagong
cgq,changchun/cn,cgq,y,,cn,asia,changchun
cgr,campo grande/ms/br:intl,cgr,y,ms,br,samer,campo grande
cgs,college park/md/us,cgs,y,md,us,namer,college park
cgt,chinguitti/mr,cgt,y,,mr,afric,chinguitti
cgu,ciudad guayana/ve,cgu,y,,ve,samer,ciudad guayana
cgv,caiguna/wa/au,cgv,y,wa,au,austl,caiguna
cgx,chicago/il/us:merrill c meigs,chi,y,il,us,namer,chicago
cgy,cagayan de oro/ph:lumbia,cgy,y,,ph,pacif,cagayan de oro
cgz,casa grande/az/us:municipal,cgz,y,az,us,namer,casa grande
cha,chattanooga/tn/us:lovell field,cha,y,tn,us,namer,chattanooga
chb,chilas/pk,chb,y,,pk,asia,chilas
chc,christchurch/nz,chc,y,,nz,austl,christchurch
chd,chandler/az/us:williams afb,chd,y,az,us,namer,chandler
chf,jinhae/kr,chf,y,,kr,asia,jinhae
chg,chaoyang/cn:chaoyang airport,chg,y,,cn,asia,chaoyang
che,caherciveen/ie:reenroe,che,y,,ie,europ,caherciveen
chh,chachapoyas/pe,chh,y,,pe,samer,chachapoyas
chi,chicago/il/us,chi,n,il,us,namer,chicago
chj,chipinge/zw,chj,y,,zw,afric,chipinge
chk,chickasha/ok/us:municipal,chk,y,ok,us,namer,chickasha
chl,challis/id/us,chl,y,id,us,namer,challis
chm,chimbote/pe,chm,y,,pe,samer,chimbote
chn,jeonju/kr,chn,y,,kr,asia,jeonju
cho,charlottesville/va/us:albemarl,cho,y,va,us,namer,charlottesville
chp,circle hot spring/ak/us,chp,y,ak,us,namer,circle hot spring
chq,chania/gr:souda,chq,y,,gr,europ,chania
chr,chateauroux/fr,chr,y,,fr,europ,chateauroux
chs,charleston/sc/us,chs,y,sc,us,namer,charleston
cht,chatham island/nz:karewa,cht,y,,nz,austl,chatham island
chu,chuathbaluk/ak/us,chu,y,ak,us,namer,chuathbaluk
chv,chaves/pt,chv,y,,pt,europ,chaves
chw,jiuquan/cn,chw,y,,cn,asia,jiuquan
chx,changuinola/pa,chx,y,,pa,camer,changuinola
chy,choiseul bay/sb,chy,y,,sb,austl,choiseul bay
chz,chiloquin/or/us:state,chz,y,or,us,namer,chiloquin
cia,rome/it:ciampino,rom,y,,it,europ,rome
cib,catalina/ca/us:apt in the sky,avx,y,ca,us,namer,catalina island
cic,chico/ca/us,cic,y,ca,us,namer,chico
cid,cedar rapids/ia/us,cid,y,ia,us,namer,cedar rapids
cie,collie/wa/au,cie,y,wa,au,austl,collie
cif,chifeng/cn,cif,y,,cn,asia,chifeng
cig,craig/co/us:craig moffat,cig,y,co,us,namer,craig
cih,changzhi/cn,cih,y,,cn,asia,changzhi
cij,cobija/bo:e beltram,cij,y,,bo,samer,cobija
cik,chalkyitsik/ak/us,cik,y,ak,us,namer,chalkyitsik
cil,council/ak/us:melsing creek,cil,y,ak,us,namer,council
cim,cimitarra/co,cim,y,,co,samer,cimitarra
cin,carroll/ia/us,cin,y,ia,us,namer,carroll
cio,concepcion/py:mcal lopez,cio,y,,py,samer,concepcion
cip,chipata/zm,cip,y,,zm,afric,chipata
ciq,chiquimula/gt,ciq,y,,gt,camer,chiquimula
cir,cairo/il/us,cir,y,il,us,namer,cairo
cis,canton island/ki,cis,y,,ki,austl,canton island
cit,shimkent/kz,cit,y,,kz,euras,shimkent
ciu,sault ste marie/mi/us:chippewa,ssm,y,mi,us,namer,sault ste marie
civ,chomley/ak/us,civ,y,ak,us,namer,chomley
ciw,canouan island/vc,ciw,y,,vc,carib,canouan island
cix,chiclayo/pe:cornel ruiz,cix,y,,pe,samer,chiclayo
ciy,comiso/it,ciy,y,,it,europ,comiso
ciz,coari/am/br,ciz,y,am,br,samer,coari
cja,cajamarca/pe,cja,y,,pe,samer,cajamarca
cjb,coimbatore/in:peelamedu,cjb,y,,in,asia,coimbatore
cjc,calama/cl:el loa,cjc,y,,cl,samer,calama
cjd,candilejas/co,cjd,y,,co,samer,candilejas
cjh,chilko lake/bc/ca,cjh,y,bc,ca,namer,chilko lake
cji,ciudad real/es,cji,y,,es,europ,ciudad real
cjj,cheongju/kr:cheongju airport,cjj,y,,kr,asia,cheongju
cjl,chitral/pk,cjl,y,,pk,asia,chitral
cjm,chumphon/th:chumphon airport,cjm,y,,th,seasi,chumphon
cjn,el cajon/ca/us,cjn,y,ca,us,namer,el cajon
cjs,ciudad j/mx:ciudad juarez intl,cjs,y,,mx,namer,ciudad juarez
cjt,comitan/mx:copalar,cjt,y,,mx,namer,comitan
cju,jeju/kr:jeju  apt,cju,y,,kr,asia,jeju
cka,cherokee/ok/us:kegelman af,cka,y,ok,us,namer,cherokee
ckb,clarksburg/wv/us:benedum,ckb,y,wv,us,namer,clarksburg
ckc,cherkassy/ua,ckc,y,,ua,euras,cherkassy
ckd,crooked creek/ak/us,ckd,y,ak,us,namer,crooked creek
cke,clear lake/ca/us,cke,y,ca,us,namer,clear lake
ckg,chongqing/cn,ckg,y,,cn,asia,chongqing
ckh,chokurdah/ru,ckh,y,,ru,euras,chokurdah
cki,croker island/nt/au,cki,y,nt,au,austl,croker island
ckk,cherokee/ar/us,ckk,y,ar,us,namer,cherokee
ckl,chkalov/ru:chkalovskiy airport,ckl,y,,ru,euras,chkalovskiy
ckm,clarksdale/ms/us:fletcher fld,ckm,y,ms,us,namer,clarksdale
ckn,crookston/mn/us:municipal,ckn,y,mn,us,namer,crookston
cko,cornelio procopio/pr/br,cko,y,pr,br,samer,cornelio procopio
ckr,crane island/wa/us,ckr,y,wa,us,namer,crane island
cks,carajas/pa/br,cks,y,pa,br,samer,carajas
ckt,sarakhs/ir,ckt,y,,ir,meast,sarakhs
cku,cordova city/ak/us:city,cdv,y,ak,us,namer,cordova city
ckv,clarksville/tn/us:outlaw fiel,ckv,y,tn,us,namer,clarksville
ckx,chicken/ak/us,ckx,y,ak,us,namer,chicken
cky,conakry/gn,cky,y,,gn,afric,conakry
ckz,canakkale/tr,ckz,y,,tr,euras,canakkale
cla,comilla/bd,cla,y,,bd,asia,comilla
clb,castlebar/ie,clb,y,,ie,europ,castlebar
clc,clearlake/tx/us:metroport,clc,y,tx,us,namer,clearlake
cld,carlsbad/ca/us:carlsbad,san,y,ca,us,namer,carlsbad
cle,cleveland/oh/us:hopkins int,cle,y,oh,us,namer,cleveland
clf,coltishall/gb:off-,clf,n,,gb,europ,coltishall
clg,coalinga/ca/us,clg,y,ca,us,namer,coalinga
clh,coolah/ns/au,clh,y,ns,au,austl,coolah
cli,clintonville/wi/us,cli,y,wi,us,namer,clintonville
clj,cluj/ro:napoca,clj,y,,ro,eeuro,cluj
clk,clinton/ok/us:clinton mnpl,csm,y,ok,us,namer,clinton
cll,college station/tx/us:easterw,cll,y,tx,us,namer,college station
clm,port angeles/wa/us:fairchild,clm,y,wa,us,namer,port angeles
cln,carolina/ma/br,cln,y,ma,br,samer,carolina
clo,cali/co:alfonso b aragon,clo,y,,co,samer,cali
clp,clarks point/ak/us,clp,y,ak,us,namer,clarks point
clq,colima/mx,clq,y,,mx,namer,colima
clr,calipatria/ca/us,clr,y,ca,us,namer,calipatria
cls,chehalis/wa/us:centralia,cls,y,wa,us,namer,chehalis
clt,charlotte/nc/us:douglas,clt,y,nc,us,namer,charlotte
clu,columbus/in/us:columbus mncpl,clu,y,in,us,namer,columbus
clv,caldas novas/go/br,clv,y,go,br,samer,caldas novas
clw,clearwater/fl/us:executive,clw,y,fl,us,namer,clearwater
clx,clorinda/fo/ar,clx,y,fo,ar,samer,clorinda
cly,calvi/fr:ste catherine,cly,y,,fr,europ,calvi
clz,calabozo/ve,clz,y,,ve,samer,calabozo
cma,cunnamulla/ql/au,cma,y,ql,au,austl,cunnamulla
cmb,colombo/lk:bandaranayike intl,cmb,y,,lk,asia,colombo
cmc,camocim/ce/br,cmc,y,ce,br,samer,camocim
cmd,cootamundra/ns/au,cmd,y,ns,au,austl,cootamundra
cme,ciudad del carmen/mx,cme,y,,mx,namer,ciudad del carmen
cmf,chambery/fr,cmf,y,,fr,europ,chambery
cmg,corumba/ms/br:internacional,cmg,y,ms,br,samer,corumba
cmh,columbus/oh/us:port columbus,cmh,y,oh,us,namer,columbus
cmi,champaign/il/us:willard unive,cmi,y,il,us,namer,champaign
cmj,chi mei/tw,cmj,y,,tw,asia,chi mei
cmk,club makokola/mw,cmk,y,,mw,afric,club makokola
cml,camooweal/ql/au,cml,y,ql,au,austl,camooweal
cmm,carmelita/gt,cmm,y,,gt,camer,carmelita
cmn,casablanca/ma:mohammed v,cas,y,,ma,afric,casablanca
cmo,obbia/so,cmo,y,,so,afric,obbia
cmp,santana do aragua/pa/br:campo,cmp,y,pa,br,samer,santana do aragua
cmq,clermont/ql/au,cmq,y,ql,au,austl,clermont
cmr,colmar/fr:colmar houssen,cmr,y,,fr,europ,colmar
cms,scusciuban/so,cms,y,,so,afric,scusciuban
cmt,cameta/pa/br,cmt,y,pa,br,samer,cameta
cmu,kundiawa/pg:chimbu,cmu,y,,pg,austl,kundiawa
cmv,coromandel/nz,cmv,y,,nz,austl,coromandel
cmw,camaguey/cu:ign agramonte intl,cmw,y,,cu,carib,camaguey
cmx,hancock/mi/us:houghton county,cmx,y,mi,us,namer,hancock
cmy,sparta/wi/us:camp mccoy aaf,cmy,y,wi,us,namer,sparta
cmz,caia/mz,cmz,y,,mz,afric,caia
cna,cananea/mx,cna,y,,mx,namer,cananea
cnb,coonamble/ns/au,cnb,y,ns,au,austl,coonamble
cnc,coconut island/ql/au,cnc,y,ql,au,austl,coconut island
cnd,constanta/ro:kogalniceanu,cnd,y,,ro,eeuro,constanta
cne,canon city/co/us,cne,y,co,us,namer,canon city
cnf,belo horiz/mg/br:tancredo,bhz,y,mg,br,samer,belo horiz
cng,cognac/fr:parvaud,cng,y,,fr,europ,cognac
cnh,claremont/nh/us:municipal,cnh,y,nh,us,namer,claremont
cni,changhai/cn,cni,y,,cn,asia,changhai
cnj,cloncurry/ql/au,cnj,y,ql,au,austl,cloncurry
cnk,concordia/ks/us:blosser munic,cnk,y,ks,us,namer,concordia
cnl,sindal/dk,cnl,y,,dk,europ,sindal
cnm,carlsbad/nm/us,cnm,y,nm,us,namer,carlsbad
cnn,chulman/ru,cnn,y,,ru,euras,chulman
cno,chino/ca/us,cno,y,ca,us,namer,chino
cnp,neerlerit inaat/gl,cnp,y,,gl,europ,neerlerit inaat
cnq,corrientes/cr/ar:camba punta,cnq,y,cr,ar,samer,corrientes
cnr,chanaral/cl,cnr,y,,cl,samer,chanaral
cns,cairns/ql/au,cns,y,ql,au,austl,cairns
cnt,charata/ch/ar,cnt,y,ch,ar,samer,charata
cnu,chanute/ks/us:martin johnson,cnu,y,ks,us,namer,chanute
cnv,canavieiras/ba/br,cnv,y,ba,br,samer,canavieiras
cnw,waco/tx/us:james connall,act,y,tx,us,namer,waco
cnx,chiang mai/th:international,cnx,y,,th,seasi,chiang mai
cny,moab/ut/us:canyonlands field,cny,y,ut,us,namer,moab
cnz,cangamba/ao,cnz,y,,ao,afric,cangamba
coa,columbia/ca/us,coa,y,ca,us,namer,columbia
cob,coolibah/nt/au,cob,y,nt,au,austl,coolibah
coc,concordia/er/ar,coc,y,er,ar,samer,concordia
cod,cody/wy/us:yellowstone rgnl,cod,y,wy,us,namer,cody
coe,coeur d'alene/id/us,coe,y,id,us,namer,coeur d'alene
cof,cocoa/fl/us:patrick afb,coi,y,fl,us,namer,cocoa
cog,condoto/co:mandinga,cog,y,,co,samer,condoto
coh,cooch behar/in,coh,y,,in,asia,cooch behar
coi,cocoa/fl/us:merritt island,coi,y,fl,us,namer,cocoa
coj,coonabarabran/ns/au,coj,y,ns,au,austl,coonabarabran
cok,kochi/in:kochi,cok,y,,in,asia,kochi
col,coll island/gb,col,y,,gb,europ,coll island
com,coleman/tx/us,com,y,tx,us,namer,coleman
con,concord/nh/us,con,y,nh,us,namer,concord
coo,cotonou/bj,coo,y,,bj,afric,cotonou
cop,cooperstown/ny/us,cop,y,ny,us,namer,cooperstown
coq,choibalsan/mn,coq,y,,mn,asia,choibalsan
cor,cordoba/cd/ar:pajas blancas,cor,y,cd,ar,samer,cordoba
cos,colorado springs/co/us:mnpl,cos,y,co,us,namer,colorado springs
cot,cotulla/tx/us,cot,y,tx,us,namer,cotulla
cou,columbia/mo/us:columbia rgnl,cou,y,mo,us,namer,columbia
cov,covilha/pt,cov,y,,pt,europ,covilha
cow,coquimbo/cl,cow,y,,cl,samer,coquimbo
cox,congo town/bs,cox,y,,bs,carib,congo town
coy,coolawanyah/wa/au,coy,y,wa,au,austl,coolawanyah
coz,constanza/do,coz,y,,do,carib,constanza
cpa,cape palmas/lr:a tubman,cpa,y,,lr,afric,cape palmas
cpb,capurgana/co,cpb,y,,co,samer,capurgana
cpc,san martin de los ande/ne/ar:c,cpc,y,ne,ar,samer,san martin de los andes
cpd,coober pedy/sa/au,cpd,y,sa,au,austl,coober pedy
cpe,campeche/mx:campeche intl,cpe,y,,mx,namer,campeche
cpf,cepu/id,cpf,y,,id,seasi,cepu
cpg,carmen de patagones/ba/ar,cpg,y,ba,ar,samer,carmen de patagones
cph,copenhagen/dk:copenhagen apt,cph,y,,dk,europ,copenhagen
cpi,cape orford/pg,cpi,y,,pg,austl,cape orford
cpl,chaparral/co,cpl,y,,co,samer,chaparral
cpm,compton/ca/us,cpm,y,ca,us,namer,compton
cpn,cape rodney/pg,cpn,y,,pg,austl,cape rodney
cpo,copiapo/cl:desierto de atacama,cpo,y,,cl,samer,copiapo
cpq,campinas/sp/br:campinas intl,cpq,y,sp,br,samer,campinas
cpr,casper/wy/us,cpr,y,wy,us,namer,casper
cps,st louis/mo/us:bi state park,stl,y,mo,us,namer,st louis
cpt,cape town/za:cape town intl,cpt,y,,za,afric,cape town
cpu,cururupu/ma/br,cpu,y,ma,br,samer,cururupu
cpv,campina grande/pb/br:joao suas,cpv,y,pb,br,samer,campina grande
cpx,culebra/pr,cpx,y,,pr,carib,culebra
cqa,canarana/mt/br:canarana,cqa,y,mt,br,samer,canarana
cqd,shahre-kord/ir,cqd,y,,ir,meast,shahre-kord
cqf,calais/fr,cqf,y,,fr,europ,calais
cqp,cape flattery/ql/au,cqp,y,ql,au,austl,cape flattery
cqs,costa marques/ro/br,cqs,y,ro,br,samer,costa marques
cqt,caquetania/co,cqt,y,,co,samer,caquetania
cra,craiova/ro,cra,y,,ro,eeuro,craiova
crb,collarenebri/ns/au,crb,y,ns,au,austl,collarenebri
crc,cartago/co,crc,y,,co,samer,cartago
crd,comodoro rivadavi/cb/ar,crd,y,cb,ar,samer,comodoro rivadavi
cre,myrtle beach/sc/us:grd strand,myr,y,sc,us,namer,myrtle beach
crf,carnot/cf,crf,y,,cf,afric,carnot
crg,jacksonville/fl/us:craig mncpl,jax,y,fl,us,namer,jacksonville
crh,cherribah/ql/au,crh,y,ql,au,austl,cherribah
cri,crooked island/bs,cri,y,,bs,carib,crooked island
crj,coorabie/sa/au,crj,y,sa,au,austl,coorabie
crk,luzon is/ph:clark field,ncp,y,,ph,pacif,luzon is
crl,brussel/be:charleroi bru south,bru,y,,be,europ,brussels
crm,catarman/ph:national,crm,y,,ph,pacif,catarman
crn,cromarty/gb,crn,y,,gb,europ,cromarty
cro,corcoran/ca/us,cro,y,ca,us,namer,corcoran
crp,corpus christi/tx/us:intl,crp,y,tx,us,namer,corpus christi
crq,caravelas/ba/br,crq,y,ba,br,samer,caravelas
crr,ceres/sf/ar,crr,y,sf,ar,samer,ceres
crs,corsicana/tx/us,crs,y,tx,us,namer,corsicana
crt,crossett/ar/us:municipal,crt,y,ar,us,namer,crossett
cru,carriacou is/gd,cru,y,,gd,carib,carriacou is
crv,crotone/it,crv,y,,it,europ,crotone
crw,charleston/wv/us:yeager,crw,y,wv,us,namer,charleston
crx,corinth/ms/us:roscoe turner,crx,y,ms,us,namer,corinth
cry,carlton hill/wa/au,cry,y,wa,au,austl,carlton hill
crz,turkmen/tm:turkmenabad airport,crz,y,,tm,euras,turkmenabad
csa,colonsay is/gb,csa,y,,gb,europ,colonsay is
csb,caransebes/ro,csb,y,,ro,eeuro,caransebes
csc,canas/cr,csc,y,,cr,camer,canas
csd,cresswell downs/nt/au,csd,y,nt,au,austl,cresswell downs
cse,crested butte/co/us,cse,y,co,us,namer,crested butte
csf,creil/fr,csf,y,,fr,europ,creil
csg,columbus/ga/us,csg,y,ga,us,namer,columbus
csh,solovetsky/ru:solovetsky,csh,y,,ru,euras,solovetsky
csi,casino/ns/au,csi,y,ns,au,austl,casino
csj,cape st jacques/vn,csj,y,,vn,seasi,cape st jacques
csk,cap skirring/sn,csk,y,,sn,afric,cap skirring
csl,san luis/ca/us:o'sullivan aaf,csl,y,ca,us,namer,san luis obispo
csm,clinton/ok/us:sherman,csm,y,ok,us,namer,clinton
csn,carson city/nv/us,csn,y,nv,us,namer,carson city
cso,cochstedt/de,cso,y,,de,europ,cochstedt
csp,cape spencer/ak/us:coast guard,csp,y,ak,us,namer,cape spencer
csq,creston/ia/us:municipal,csq,y,ia,us,namer,creston
csr,casuarito/co,csr,y,,co,samer,casuarito
css,cassilandia/ms/br,css,y,ms,br,samer,cassilandia
cst,castaway/fj,cst,y,,fj,austl,castaway
csu,santa cruz do sul/rs/br,csu,y,rs,br,samer,santa cruz do sul
csv,crossville/tn/us:memorial,csv,y,tn,us,namer,crossville
csw,colorado do oeste/ro/br,csw,y,ro,br,samer,colorado do oeste
csx,changsha/cn:changsha airport,csx,y,,cn,asia,changsha
csy,cheboksary/ru,csy,y,,ru,euras,cheboksary
csz,co/ba/ar:brigadier hector ruiz,csz,y,ba,ar,samer,coronel suarez
cta,catania/it:fontanarossa,cta,y,,it,europ,catania
ctb,cut bank/mt/us,ctb,y,mt,us,namer,cut bank
ctc,catamarca/ca/ar,ctc,y,ca,ar,samer,catamarca
ctd,chitre/pa,ctd,y,,pa,camer,chitre
cte,carti/pa,cte,y,,pa,camer,carti
ctf,coatepeque/gt:coatepeque,ctf,y,,gt,camer,coatepeque
ctg,cartagena/co:rafael nunez,ctg,y,,co,samer,cartagena
cth,coatesville/pa/us:chestercount,cth,y,pa,us,namer,coatesville
cti,cuito cuanavale/ao,cti,y,,ao,afric,cuito cuanavale
ctk,canton/sd/us,ctk,y,sd,us,namer,canton
ctl,charleville/ql/au,ctl,y,ql,au,austl,charleville
ctm,chetumal/mx,ctm,y,,mx,namer,chetumal
ctn,cooktown/ql/au,ctn,y,ql,au,austl,cooktown
cto,calverton/ny/us:peconic river,cto,y,ny,us,namer,calverton
ctp,carutapera/ma/br,ctp,y,ma,br,samer,carutapera
ctq,santa vitoria/rs/br:do palmar,ctq,y,rs,br,samer,santa vitoria
ctr,cattle creek/nt/au,ctr,y,nt,au,austl,cattle creek
cts,sapporo/jp:chitose,spk,y,,jp,asia,sapporo
ctt,le castellet/fr,ctt,y,,fr,europ,le castellet
ctu,chengdu/cn,ctu,y,,cn,asia,chengdu
ctw,cottonwood/az/us,ctw,y,az,us,namer,cottonwood
ctx,cortland/ny/us,ctx,y,ny,us,namer,cortland
cty,cross city/fl/us,cty,y,fl,us,namer,cross city
ctz,clinton/nc/us:sampson county,ctz,y,nc,us,namer,clinton
cua,ciudad constitucion/mx,cua,y,,mx,namer,ciudad constitucion
cub,columbia/sc/us:owens field,cae,y,sc,us,namer,columbia
cuc,cucuta/co:camilo dazo,cuc,y,,co,samer,cucuta
cud,caloundra/ql/au,cud,y,ql,au,austl,caloundra
cue,cuenca/ec,cue,y,,ec,samer,cuenca
cuf,cuneo/it:levaldigi,cuf,y,,it,europ,cuneo
cug,cudal/ns/au,cug,y,ns,au,austl,cudal
cuh,cushing/ok/us:municipal,cuh,y,ok,us,namer,cushing
cui,currillo/co,cui,y,,co,samer,currillo
cuj,culion/ph,cuj,y,,ph,pacif,culion
cuk,caye caulker/bz,cuk,y,,bz,camer,caye caulker
cul,culiacan/mx:fedl de bachiguala,cul,y,,mx,namer,culiacan
cum,cumana/ve,cum,y,,ve,samer,cumana
cun,cancun/mx,cun,y,,mx,namer,cancun
cuo,caruru/co,cuo,y,,co,samer,caruru
cup,carupano/ve,cup,y,,ve,samer,carupano
cuq,coen/ql/au,cuq,y,ql,au,austl,coen
cur,curacao/an:hato apt,cur,y,,an,carib,curacao
cus,columbus/nm/us:municipal,cus,y,nm,us,namer,columbus
cut,cutral/ne/ar,cut,y,ne,ar,samer,cutral
