TZ_GROUP,REL_COUNTRY_CODE,YEAR,DIFFER_GMT,DIFFER_SIGN,DAYLIGHT_SAVINGS,ED,DD,ED_STATUS,DD_STATUS,HEMISPHERE
032,CH,2008,4,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
,CI,2007,0,P,0,,,V,V,N
,CK,2008,40,N,0,,,V,V,S
033,CL,2007,16,N,4,14/10/2007 04:00:00,11/03/2007 03:00:00,V,V,S
033,CL,2008,16,N,4,12/10/2008 04:00:00,09/03/2008 03:00:00,V,V,S
033,CL,2009,16,N,4,01/01/2010,15/03/2009 03:00:00,U,V,S
034,CL,2007,24,N,4,14/10/2007 06:00:00,11/03/2007 05:00:00,V,V,S
034,CL,2008,24,N,4,12/10/2008 06:00:00,09/03/2008 05:00:00,V,V,S
034,CL,2009,24,N,4,01/01/2010,15/03/2009 05:00:00,U,V,S
,CM,2007,4,P,0,,,V,V,N
,CM,2008,4,P,0,,,V,V,N
035,CN,2007,32,P,0,,,V,V,N
035,CN,2008,32,P,0,,,V,V,N
132,CO,2007,20,N,0,,,V,V,N
132,CO,2008,20,N,0,,,V,V,N
038,CU,2007,20,N,4,25/03/2007 05:00:00,28/10/2007 05:00:00,V,V,N
038,CU,2008,20,N,4,30/03/2008 05:00:00,26/10/2008 05:00:00,V,V,N
,CX,2007,28,P,0,,,V,V,S
,CX,2008,28,P,0,,,V,V,S
039,CY,2007,8,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
039,CY,2008,8,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
037,CZ,2007,4,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
037,CZ,2008,4,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
,DJ,2007,12,P,0,,,V,V,N
,DJ,2008,12,P,0,,,V,V,N
041,DK,2007,4,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
041,DK,2008,4,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
,DM,2007,16,N,0,,,V,V,N
,DM,2008,16,N,0,,,V,V,N
174,DO,2007,16,N,0,,,V,V,N
174,DO,2008,16,N,0,,,V,V,N
,DZ,2007,4,P,0,,,V,V,N
,DZ,2008,4,P,0,,,V,V,N
043,EC,2007,24,N,4,,,V,V,N
043,EC,2008,24,N,4,,,V,V,N
124,EE,2007,8,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
124,EE,2008,8,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
044,EG,2007,8,P,4,26/04/2007 22:00:00,06/09/2007 21:00:00,V,V,N
044,EG,2008,8,P,4,24/04/2008 22:00:00,25/09/2008 21:00:00,V,V,N
157,ER,2007,12,P,0,,,V,V,N
157,ER,2008,12,P,0,,,V,V,N
045,ES,2007,4,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
045,ES,2008,4,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
046,ES,2007,0,P,4,25/03/2007 02:00:00,28/10/2007 02:00:00,V,V,N
046,ES,2008,0,P,4,30/03/2008 02:00:00,26/10/2008 02:00:00,V,V,N
,ET,2007,12,P,0,,,V,V,N
,ET,2008,12,P,0,,,V,V,N
047,FI,2007,8,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
047,FI,2008,8,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
169,FJ,2007,48,P,0,,,V,V,S
169,FJ,2008,48,P,0,,,V,V,S
048,FK,2007,16,N,4,02/09/2007 06:00:00,15/04/2007 05:00:00,V,V,S
048,FK,2008,16,N,4,07/09/2008 06:00:00,20/04/2008 05:00:00,V,V,S
049,FM,2007,40,P,0,,,V,V,S
049,FM,2008,40,P,0,,,V,V,S
050,FM,2007,44,P,0,,,V,V,S
050,FM,2008,44,P,0,,,V,V,S
051,FO,2007,0,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
051,FO,2008,0,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
,GA,2007,4,P,0,,,V,V,N
,GA,2008,4,P,0,,,V,V,N
,GD,2007,16,N,0,,,V,V,N
,GD,2008,16,N,0,,,V,V,N
170,GE,2007,16,P,0,,,V,V,N
170,GE,2008,16,P,0,,,V,V,N
,GF,2007,12,N,0,,,V,V,N
,GF,2008,12,N,0,,,V,V,N
,GH,2007,0,P,0,,,V,V,N
,GH,2008,0,P,0,,,V,V,N
054,GI,2007,4,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
055,GL,2007,12,N,4,25/03/2007 01:00:00,27/10/2007 01:00:00,V,V,N
055,GL,2008,12,N,4,30/03/2008 01:00:00,25/10/2008 01:00:00,V,V,N
056,GL,2007,16,N,4,01/04/2007 06:00:00,28/10/2007 05:00:00,V,V,N
056,GL,2008,16,N,4,06/04/2008 06:00:00,26/10/2008 05:00:00,V,V,N
057,GL,2007,4,N,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
057,GL,2008,4,N,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
,GM,2007,0,P,0,,,V,V,N
,GM,2008,0,P,0,,,V,V,N
,GN,2007,0,P,0,,,V,V,N
,GN,2008,0,P,0,,,V,V,N
,GP,2007,16,N,0,,,V,V,N
,GP,2008,16,N,0,,,V,V,N
,GQ,2007,4,P,0,,,V,V,N
,GQ,2008,4,P,0,,,V,V,N
058,GR,2007,8,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
058,GR,2008,8,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
119,GT,2008,24,N,0,,,V,V,N
,GW,2007,0,P,0,,,V,V,N
,YT,2006,12,P,0,,,V,V,S
,YE,2006,12,P,0,,,V,V,N
,ZA,2005,8,P,0,,,V,V,S
,ZA,2006,8,P,0,,,V,V,S
,ZM,2005,8,P,0,,,V,V,S
,ZM,2006,8,P,0,,,V,V,S
,ZW,2005,8,P,0,,,V,V,S
,ZW,2006,8,P,0,,,V,V,S
,ZZ,2005,0,P,0,,,V,V,N
,ZZ,2006,0,P,0,,,V,V,N
,AI,2004,16,N,0,,,V,V,N
002,AL,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
151,AM,2004,16,P,4,28/03/2004,24/10/2004,V,V,N
,AN,2004,16,N,0,,,V,V,N
,AO,2004,4,P,0,,,V,V,S
,AQ,2004,0,P,0,,,V,V,S
003,AR,2004,12,N,0,,,V,V,S
,AS,2004,44,N,0,,,V,V,S
005,AT,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,AW,2004,16,N,0,,,V,V,N
150,AZ,2004,16,P,4,29/03/2004,24/10/2004,V,V,N
154,BA,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,BB,2004,16,N,0,,,V,V,N
,BD,2004,24,P,0,,,V,V,N
012,BE,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,BF,2004,0,P,0,,,V,V,N
013,BG,2004,8,P,4,29/03/2004,25/10/2004,V,V,N
,BH,2004,12,P,0,,,V,V,N
,BI,2004,8,P,0,,,V,V,S
,BJ,2004,4,P,0,,,V,V,N
014,BM,2004,16,N,4,08/03/2004,01/11/2004,V,V,N
,BN,2004,32,P,0,,,V,V,N
,BO,2004,16,N,0,,,V,V,S
021,BS,2004,20,N,4,08/03/2004,01/11/2004,V,V,N
,BT,2004,24,P,0,,,V,V,N
,BW,2004,8,P,0,,,V,V,S
129,BY,2004,8,P,4,29/03/2004,25/10/2004,V,V,N
,BZ,2004,24,N,0,,,V,V,N
022,CA,2004,14,N,4,08/03/2004,01/11/2004,V,V,N
023,CA,2004,16,N,4,08/03/2004,01/11/2004,V,V,N
024,CA,2004,16,N,0,,,V,V,N
025,CA,2004,20,N,4,10/03/2003,03/11/2003,V,V,N
026,CA,2004,20,N,0,,,V,V,N
027,CA,2004,24,N,4,08/03/2004,01/11/2004,V,V,N
028,CA,2004,24,N,0,,,V,V,N
029,CA,2004,28,N,4,08/03/2004,01/11/2004,V,V,N
030,CA,2004,28,N,0,,,V,V,N
031,CA,2004,32,N,4,08/03/2004,01/11/2004,V,V,N
,CC,2004,26,P,0,,,V,V,S
166,CD,2004,4,P,0,,,V,V,N
167,CD,2004,8,P,0,,,V,V,N
,CF,2004,4,P,0,,,V,V,N
,CG,2004,4,P,0,,,V,V,N
032,CH,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,CI,2004,0,P,0,,,V,V,N
,CK,2004,40,N,0,,,V,V,S
,CM,2004,4,P,0,,,V,V,N
035,CN,2004,32,P,0,,,V,V,N
132,CO,2004,20,N,0,,,V,V,N
036,CR,2004,24,N,0,,,V,V,N
038,CU,2004,20,N,4,29/03/2004,25/10/2004,V,V,N
,CV,2004,4,N,0,,,V,V,N
,CX,2004,28,P,0,,,V,V,S
039,CY,2004,8,P,4,29/03/2004,25/10/2004,V,V,N
037,CZ,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
040,DE,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,DJ,2004,12,P,0,,,V,V,N
041,DK,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,DM,2004,16,N,0,,,V,V,N
174,DO,2004,16,N,0,,,V,V,N
,DZ,2004,4,P,0,,,V,V,N
042,EC,2004,20,N,4,,,V,V,N
043,EC,2004,24,N,4,,,V,V,N
124,EE,2004,8,P,4,29/03/2004,25/10/2004,V,V,N
044,EG,2004,8,P,4,23/04/2004,17/09/2004,V,V,N
157,ER,2004,12,P,0,,,V,V,N
045,ES,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
046,ES,2004,0,P,4,29/03/2004,25/10/2004,V,V,N
,ET,2004,12,P,0,,,V,V,N
047,FI,2004,8,P,4,29/03/2004,25/10/2004,V,V,N
169,FJ,2004,48,P,0,,,V,V,S
050,FM,2004,44,P,0,,,V,V,S
051,FO,2004,0,P,4,29/03/2004,25/10/2004,V,V,N
,GA,2004,4,P,0,,,V,V,N
,GD,2004,16,N,0,,,V,V,N
,GF,2004,12,N,0,,,V,V,N
054,GI,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
056,GL,2004,16,N,4,25/04/2004,27/10/2003,V,V,N
057,GL,2004,4,N,4,29/03/2004,25/10/2004,V,V,N
,GM,2004,0,P,0,,,V,V,N
,GN,2004,0,P,0,,,V,V,N
119,GT,2004,24,N,0,,,V,V,N
,GU,2004,40,P,0,,,V,V,N
,GW,2004,0,P,0,,,V,V,N
,HK,2004,32,P,0,,,V,V,N
,HN,2004,24,N,0,,,V,V,N
059,HT,2004,20,N,0,05/04/2004,25/10/2004,V,V,N
060,HU,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
061,ID,2004,28,P,0,,,V,V,S
063,ID,2004,36,P,0,,,V,V,S
064,IE,2004,0,P,4,29/03/2004,25/10/2004,V,V,N
065,IL,2004,8,P,4,03/04/2004,26/09/2004,V,V,N
,IN,2004,22,P,0,,,V,V,N
120,IR,2004,14,P,0,,,V,V,N
,IS,2004,0,P,0,,,V,V,N
067,IT,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,JM,2004,20,N,0,,,V,V,N
068,JO,2004,8,P,4,26/03/2004,29/10/2004,V,V,N
,KE,2004,12,P,0,,,V,V,N
134,KG,2004,24,P,0,,,V,V,N
,KH,2004,28,P,0,,,V,V,N
069,KI,2004,48,P,0,,,V,V,S
070,KI,2004,56,P,0,,,V,V,S
071,KI,2004,52,P,0,,,V,V,S
,KM,2004,12,P,0,,,V,V,S
,KN,2004,16,N,0,,,V,V,N
,KP,2004,36,P,0,,,V,V,N
,KR,2004,36,P,0,,,V,V,N
,KW,2004,12,P,0,,,V,V,N
,KY,2004,20,N,0,,,V,V,N
133,KZ,2004,24,P,0,,,V,V,N
162,KZ,2004,20,P,0,,,V,V,N
164,KZ,2004,24,P,0,,,V,V,N
,LA,2004,28,P,0,,,V,V,N
072,LB,2004,8,P,4,28/03/2004,24/10/2004,V,V,N
,LC,2004,16,N,0,,,V,V,N
091,LI,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
187,LK,2004,22,P,0,,,V,V,N
,LR,2004,0,P,0,,,V,V,N
,LS,2004,8,P,0,,,V,V,S
125,LT,2004,8,P,4,29/03/2004,26/10/2004,V,V,N
073,LU,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
126,LV,2004,8,P,4,29/03/2004,25/10/2004,V,V,N
122,LY,2004,8,P,0,,,V,V,N
,MA,2004,0,P,0,,,V,V,N
074,MC,2004,4,P,4,30/03/2003,26/10/2003,V,V,N
135,MD,2004,8,P,4,29/03/2004,25/10/2004,V,V,N
188,ME,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,MG,2004,12,P,0,,,V,V,S
075,MH,2004,48,P,0,,,V,V,S
076,MH,2004,48,P,0,,,V,V,S
159,MK,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,ML,2004,0,P,0,,,V,V,N
,MM,2004,26,P,0,,,V,V,N
175,MN,2004,32,P,4,27/03/2004,25/09/2004,V,V,N
,MO,2004,32,P,0,,,V,V,N
,MR,2004,0,P,0,,,V,V,N
078,MT,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,MU,2004,16,P,0,,,V,V,N
,MW,2004,8,P,0,,,V,V,S
079,MX,2004,28,N,4,05/04/2004,25/10/2004,V,V,N
080,MX,2004,32,N,4,05/04/2004,25/10/2004,V,V,N
097,MX,2004,28,N,0,,,V,V,N
,MY,2004,32,P,0,,,V,V,N
,YT,2005,12,P,0,,,V,V,S
,MZ,2004,8,P,0,,,V,V,S
165,NC,2004,44,P,0,,,V,V,S
,NE,2004,4,P,0,,,V,V,N
,NG,2004,4,P,0,,,V,V,N
193,NI,2004,24,N,0,,,V,V,N
082,NL,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
083,NO,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,NP,2004,23,P,0,,,V,V,N
,NR,2004,48,P,0,,,V,V,S
,OM,2004,16,P,0,,,V,V,N
,PA,2004,20,N,0,,,V,V,N
155,PE,2004,20,N,0,,,V,V,S
087,PF,2004,40,N,0,,,V,V,S
,PG,2004,40,P,0,,,V,V,S
,PH,2004,32,P,0,,,V,V,N
089,PL,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
090,PM,2004,12,N,4,05/04/2004,25/10/2004,V,V,N
190,PS,2004,8,P,4,26/03/2004,24/09/2004,V,V,N
092,PT,2004,0,P,4,29/03/2004,25/10/2004,V,V,N
,PW,2004,36,P,0,,,V,V,S
,QA,2004,12,P,0,,,V,V,N
,RE,2004,16,P,0,,,V,V,S
189,RS,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
130,RU,2004,12,P,4,28/03/2004,24/10/2004,V,V,N
140,RU,2004,16,P,4,28/03/2004,24/10/2004,V,V,N
141,RU,2004,20,P,4,28/03/2004,24/10/2004,V,V,N
142,RU,2004,24,P,4,28/03/2004,24/10/2004,V,V,N
143,RU,2004,28,P,4,29/03/2003,25/10/2003,V,V,N
,SH,2004,0,P,0,,,V,V,S
144,RU,2004,32,P,4,28/03/2004,24/10/2004,V,V,N
145,RU,2004,36,P,4,28/03/2004,24/10/2004,V,V,N
146,RU,2004,40,P,4,28/03/2004,24/10/2004,V,V,N
147,RU,2004,44,P,4,28/03/2004,24/10/2004,V,V,N
148,RU,2004,48,P,4,28/03/2004,25/10/2003,V,V,N
160,RU,2004,8,P,4,29/03/2004,25/10/2004,V,V,N
,RW,2004,8,P,0,,,V,V,S
,SA,2004,12,P,0,,,V,V,N
,SB,2004,44,P,0,,,V,V,S
,SC,2004,16,P,0,,,V,V,S
172,SD,2004,12,P,0,,,V,V,N
,SD,2004,12,P,0,,,V,V,N
095,SE,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,SG,2004,32,P,0,,,V,V,N
153,SI,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
156,SK,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,SL,2004,0,P,0,,,V,V,N
096,SM,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,SN,2004,0,P,0,,,V,V,N
,SO,2004,12,P,0,,,V,V,N
,SR,2004,12,N,0,,,V,V,N
,ST,2004,0,P,0,,,V,V,N
,SV,2004,24,N,0,,,V,V,N
098,SY,2004,8,P,4,31/03/2004,30/09/2004,V,V,N
,SZ,2004,8,P,0,,,V,V,S
099,TC,2004,20,N,4,05/04/2004,25/10/2004,V,V,N
,TD,2004,4,P,0,,,V,V,N
,TG,2004,0,P,0,,,V,V,N
,TH,2004,28,P,0,,,V,V,N
136,TJ,2004,20,P,0,,,V,V,N
,TL,2004,36,P,0,,,V,V,S
137,TM,2004,20,P,0,,,V,V,N
100,TN,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
173,TO,2004,52,P,0,,,V,V,S
101,TR,2004,8,P,4,29/03/2004,25/10/2004,V,V,N
,TT,2004,16,N,0,,,V,V,N
,TV,2004,48,P,0,,,V,V,N
,TW,2004,32,P,0,,,V,V,N
,TZ,2004,12,P,0,,,V,V,S
127,UA,2004,8,P,4,29/03/2004,25/10/2004,V,V,N
,UG,2004,12,P,0,,,V,V,N
102,UM,2004,40,N,0,,,V,V,S
103,UM,2004,44,N,0,,,V,V,S
104,UM,2004,48,N,0,,,V,V,S
107,US,2004,24,N,4,08/03/2004,01/11/2004,V,V,N
108,US,2004,28,N,4,08/03/2004,01/11/2004,V,V,N
109,US,2004,28,N,0,,,V,V,N
110,US,2004,32,N,4,08/03/2004,01/11/2004,V,V,N
111,US,2004,36,N,4,08/03/2004,01/11/2004,V,V,N
112,US,2004,40,N,4,09/03/2003,02/11/2003,V,V,N
113,US,2004,40,N,0,,,V,V,N
138,UZ,2004,20,P,0,,,V,V,N
,VC,2004,16,N,0,,,V,V,N
,VE,2004,16,N,0,,,V,V,N
,VG,2004,16,N,0,,,V,V,N
,VI,2004,16,N,0,,,V,V,N
,VN,2004,28,P,0,,,V,V,N
115,VU,2004,44,P,0,,,V,V,S
,WF,2004,48,P,0,,,V,V,S
,WS,2004,44,N,0,,,V,V,S
,YE,2004,12,P,0,,,V,V,N
,YT,2004,12,P,0,,,V,V,S
,ZA,2004,8,P,0,,,V,V,S
,ZM,2004,8,P,0,,,V,V,S
,ZW,2004,8,P,0,,,V,V,S
,ZZ,2004,0,P,0,,,V,V,N
052,FR,2004,4,P,4,28/03/2004,31/10/2004,V,V,N
053,GB,2004,0,P,4,28/03/2004,31/10/2004,V,V,N
105,US,2004,20,N,4,04/04/2004,31/10/2004,V,V,N
067,IT,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
169,FJ,2002,48,P,0,,,V,V,S
051,FO,2002,0,P,4,25/03/2002,28/10/2002,V,V,N
,GD,2002,16,N,0,,,V,V,N
,GF,2002,12,N,0,,,V,V,N
,GN,2002,0,P,0,,,V,V,N
119,GT,2002,24,N,0,,,V,V,N
,GW,2002,0,P,0,,,V,V,N
,HK,2002,32,P,0,,,V,V,N
,HN,2002,24,N,0,,,V,V,N
059,HT,2002,20,N,0,01/04/2002,28/10/2002,V,V,N
064,IE,2002,0,P,4,25/03/2002,28/10/2002,V,V,N
120,IR,2002,14,P,0,,,V,V,N
067,IT,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
,KE,2002,12,P,0,,,V,V,N
134,KG,2002,24,P,0,,,V,V,N
,MR,2002,0,P,0,,,V,V,N
,MU,2002,16,P,0,,,V,V,N
,MW,2002,8,P,0,,,V,V,S
079,MX,2002,28,N,4,01/04/2002,28/10/2002,V,V,N
,MY,2002,32,P,0,,,V,V,N
004,NA,2002,4,P,4,02/09/2002,01/04/2002,V,V,S
,NG,2002,4,P,0,,,V,V,N
193,NI,2002,24,N,0,,,V,V,N
083,NO,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
,OM,2002,16,P,0,,,V,V,N
155,PE,2002,20,N,0,,,V,V,S
087,PF,2002,40,N,0,,,V,V,S
,PG,2002,40,P,0,,,V,V,S
,PH,2002,32,P,0,,,V,V,N
089,PL,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
190,PS,2002,8,P,4,29/03/2002,26/09/2002,V,V,N
,RE,2002,16,P,0,,,V,V,S
189,RS,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
001,AD,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
,AE,2002,16,P,0,,,V,V,N
,AF,2002,18,P,0,,,V,V,N
,AG,2002,16,N,0,,,V,V,N
,AI,2002,16,N,0,,,V,V,N
002,AL,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
151,AM,2002,16,P,4,24/03/2002,27/10/2002,V,V,N
,AN,2002,16,N,0,,,V,V,N
,AO,2002,4,P,0,,,V,V,S
,AQ,2002,0,P,0,,,V,V,S
003,AR,2002,12,N,0,,,V,V,S
,AS,2002,44,N,0,,,V,V,S
005,AT,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
006,AU,2002,42,P,2,27/10/2002,24/03/2002,V,V,S
007,AU,2002,40,P,4,26/10/2002,29/03/2003,V,V,S
008,AU,2002,40,P,4,06/10/2002,24/03/2002,V,V,S
009,AU,2002,38,P,4,27/10/2002,24/03/2002,V,V,S
010,AU,2002,38,P,0,,,V,V,S
011,AU,2002,32,P,4,27/10/2002,24/03/2002,V,V,S
131,AU,2002,40,P,0,,,V,V,S
,AW,2002,16,N,0,,,V,V,N
150,AZ,2002,16,P,4,25/03/2002,28/10/2002,V,V,N
154,BA,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
,BB,2002,16,N,0,,,V,V,N
,BD,2002,24,P,0,,,V,V,N
012,BE,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
,BF,2002,0,P,0,,,V,V,N
013,BG,2002,8,P,4,25/03/2002,28/10/2002,V,V,N
,BH,2002,12,P,0,,,V,V,N
,BI,2002,8,P,0,,,V,V,S
,BJ,2002,4,P,0,,,V,V,N
014,BM,2002,16,N,4,11/03/2002,04/11/2002,V,V,N
,BN,2002,32,P,0,,,V,V,N
,BO,2002,16,N,0,,,V,V,S
015,BR,2002,12,N,4,21/10/2002,25/02/2002,V,V,S
016,BR,2002,12,N,0,,,V,V,S
017,BR,2002,16,N,4,21/10/2002,25/02/2002,V,V,S
018,BR,2002,16,N,0,,,V,V,S
019,BR,2002,20,N,0,,,V,V,S
020,BR,2002,8,N,0,,,V,V,S
021,BS,2002,20,N,4,11/03/2002,04/11/2002,V,V,N
,BT,2002,24,P,0,,,V,V,N
,BW,2002,8,P,0,,,V,V,S
129,BY,2002,8,P,4,25/03/2002,28/10/2002,V,V,N
,BZ,2002,24,N,0,,,V,V,N
022,CA,2002,14,N,4,11/03/2002,04/11/2002,V,V,N
023,CA,2002,16,N,4,11/03/2002,04/11/2002,V,V,N
024,CA,2002,16,N,0,,,V,V,N
025,CA,2002,20,N,4,11/03/2002,04/11/2002,V,V,N
026,CA,2002,20,N,0,,,V,V,N
027,CA,2002,24,N,4,11/03/2002,04/11/2002,V,V,N
028,CA,2002,24,N,0,,,V,V,N
029,CA,2002,28,N,4,11/03/2002,04/11/2002,V,V,N
030,CA,2002,28,N,0,,,V,V,N
031,CA,2002,32,N,4,11/03/2002,04/11/2002,V,V,N
,CC,2002,26,P,0,,,V,V,S
166,CD,2002,4,P,0,,,V,V,N
167,CD,2002,8,P,0,,,V,V,N
,CF,2002,4,P,0,,,V,V,N
,CG,2002,4,P,0,,,V,V,N
032,CH,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
,CI,2002,0,P,0,,,V,V,N
,CK,2002,40,N,0,,,V,V,S
033,CL,2002,16,N,4,14/10/2002,11/03/2002,V,V,S
034,CL,2002,24,N,4,14/10/2002,11/03/2002,V,V,S
,CM,2002,4,P,0,,,V,V,N
035,CN,2002,32,P,0,,,V,V,N
132,CO,2002,20,N,0,,,V,V,N
036,CR,2002,24,N,0,,,V,V,N
038,CU,2002,20,N,4,25/03/2002,28/10/2002,V,V,N
,CV,2002,4,N,0,,,V,V,N
,CX,2002,28,P,0,,,V,V,S
039,CY,2002,8,P,4,25/03/2002,28/10/2002,V,V,N
037,CZ,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
040,DE,2002,4,P,4,31/03/2002,27/10/2002,V,V,N
,DJ,2002,12,P,0,,,V,V,N
041,DK,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
,DM,2002,16,N,0,,,V,V,N
174,DO,2002,16,N,0,,,V,V,N
,DZ,2002,4,P,0,,,V,V,N
042,EC,2002,20,N,4,,,V,V,N
043,EC,2002,24,N,4,,,V,V,N
124,EE,2002,8,P,4,25/03/2002,28/10/2002,V,V,N
044,EG,2002,8,P,4,25/04/2002,26/09/2002,V,V,N
157,ER,2002,12,P,0,,,V,V,N
045,ES,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
046,ES,2002,0,P,4,25/03/2002,28/10/2002,V,V,N
,ET,2002,12,P,0,,,V,V,N
047,FI,2002,8,P,4,31/03/2002,27/10/2002,V,V,N
048,FK,2002,16,N,4,02/09/2002,15/04/2002,V,V,S
049,FM,2002,40,P,0,,,V,V,S
050,FM,2002,44,P,0,,,V,V,S
052,FR,2002,4,P,4,31/03/2002,27/10/2002,V,V,N
,GA,2002,4,P,0,,,V,V,N
053,GB,2002,0,P,4,31/03/2002,27/10/2002,V,V,N
170,GE,2002,16,P,0,,,V,V,N
,GH,2002,0,P,0,,,V,V,N
054,GI,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
055,GL,2002,12,N,4,25/03/2002,27/10/2002,V,V,N
056,GL,2002,16,N,4,01/04/2002,28/10/2002,V,V,N
057,GL,2002,4,N,4,25/03/2002,28/10/2002,V,V,N
,GM,2002,0,P,0,,,V,V,N
,GP,2002,16,N,0,,,V,V,N
,GQ,2002,4,P,0,,,V,V,N
058,GR,2002,8,P,4,25/03/2002,28/10/2002,V,V,N
,GU,2002,40,P,0,,,V,V,N
,GY,2002,16,N,0,,,V,V,N
152,HR,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
060,HU,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
061,ID,2002,28,P,0,,,V,V,S
062,ID,2002,32,P,0,,,V,V,S
063,ID,2002,36,P,0,,,V,V,S
065,IL,2002,8,P,4,25/03/2002,15/09/2002,V,V,N
,IN,2002,22,P,0,,,V,V,N
066,IQ,2002,12,P,4,01/04/2002,01/10/2002,V,V,N
,IS,2002,0,P,0,,,V,V,N
,JM,2002,20,N,0,,,V,V,N
068,JO,2002,8,P,4,29/03/2002,25/10/2002,V,V,N
,JP,2002,36,P,0,,,V,V,N
,KH,2002,28,P,0,,,V,V,N
069,KI,2002,48,P,0,,,V,V,S
070,KI,2002,56,P,0,,,V,V,S
071,KI,2002,52,P,0,,,V,V,S
,KM,2002,12,P,0,,,V,V,S
,KN,2002,16,N,0,,,V,V,N
,KP,2002,36,P,0,,,V,V,N
,KR,2002,36,P,0,,,V,V,N
,KW,2002,12,P,0,,,V,V,N
,KY,2002,20,N,0,,,V,V,N
133,KZ,2002,24,P,0,,,V,V,N
162,KZ,2002,20,P,0,,,V,V,N
164,KZ,2002,24,P,0,,,V,V,N
,LA,2002,28,P,0,,,V,V,N
072,LB,2002,8,P,4,24/03/2002,27/10/2002,V,V,N
,LC,2002,16,N,0,,,V,V,N
091,LI,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
187,LK,2002,22,P,0,,,V,V,N
,LR,2002,0,P,0,,,V,V,N
,LS,2002,8,P,0,,,V,V,S
125,LT,2002,8,P,4,25/03/2002,28/10/2002,V,V,N
073,LU,2002,4,P,4,25/03/2002,28/10/2002,V,V,N
