TZ_GROUP,REL_COUNTRY_CODE,YEAR,DIFFER_GMT,DIFFER_SIGN,DAYLIGHT_SAVINGS,ED,DD,ED_STATUS,DD_STATUS,HEMISPHERE
,MO,2003,32,P,0,,,V,V,N
,MQ,2003,16,N,0,,,V,V,N
,MR,2003,0,P,0,,,V,V,N
078,MT,2003,4,P,4,31/03/2003,27/10/2003,V,V,N
,MV,2003,20,P,0,,,V,V,N
,MW,2003,8,P,0,,,V,V,S
080,MX,2003,32,N,4,07/04/2003,27/10/2003,V,V,N
097,MX,2003,28,N,0,,,V,V,N
168,MX,2003,24,N,4,07/04/2003,27/10/2003,V,V,N
,MY,2003,32,P,0,,,V,V,N
,MZ,2003,8,P,0,,,V,V,S
165,NC,2003,44,P,0,,,V,V,S
,NE,2003,4,P,0,,,V,V,N
,NF,2003,46,P,0,,,V,V,S
,NG,2003,4,P,0,,,V,V,N
082,NL,2003,4,P,4,30/03/2003,26/10/2003,V,V,N
,NP,2003,23,P,0,,,V,V,N
,NR,2003,48,P,0,,,V,V,S
084,NZ,2003,48,P,4,05/10/2003,16/03/2003,V,V,S
,OM,2003,16,P,0,,,V,V,N
,PA,2003,20,N,0,,,V,V,N
086,PF,2003,38,N,0,,,V,V,S
087,PF,2003,40,N,0,,,V,V,S
088,PF,2003,36,N,0,,,V,V,S
,PG,2003,40,P,0,,,V,V,S
163,PK,2003,20,P,0,,,V,V,N
089,PL,2003,4,P,4,31/03/2003,27/10/2003,V,V,N
090,PM,2003,12,N,4,07/04/2003,27/10/2003,V,V,N
,PR,2003,16,N,0,,,V,V,N
190,PS,2003,8,P,4,28/03/2003,26/09/2003,V,V,N
092,PT,2003,0,P,4,31/03/2003,27/10/2003,V,V,N
,PW,2003,36,P,0,,,V,V,S
093,PY,2003,16,N,4,20/10/2003,10/03/2003,V,V,S
,QA,2003,12,P,0,,,V,V,N
094,RO,2003,8,P,4,31/03/2003,27/10/2003,V,V,N
189,RS,2003,4,P,4,31/03/2003,27/10/2003,V,V,N
130,RU,2003,12,P,4,30/03/2003,26/10/2003,V,V,N
140,RU,2003,16,P,4,30/03/2003,26/10/2003,V,V,N
141,RU,2003,20,P,4,30/03/2003,26/10/2003,V,V,N
142,RU,2003,24,P,4,30/03/2003,26/10/2003,V,V,N
143,RU,2003,28,P,4,30/03/2003,26/10/2003,V,V,N
144,RU,2003,32,P,4,30/03/2003,26/10/2003,V,V,N
145,RU,2003,36,P,4,30/03/2003,26/10/2003,V,V,N
146,RU,2003,40,P,4,30/03/2003,26/10/2003,V,V,N
147,RU,2003,44,P,4,30/03/2003,26/10/2003,V,V,N
148,RU,2003,48,P,4,30/03/2003,26/10/2003,V,V,N
160,RU,2003,8,P,4,31/03/2003,27/10/2003,V,V,N
,RW,2003,8,P,0,,,V,V,S
,SA,2003,12,P,0,,,V,V,N
,SB,2003,44,P,0,,,V,V,S
,SC,2003,16,P,0,,,V,V,S
172,SD,2003,12,P,0,,,V,V,N
,SD,2003,12,P,0,,,V,V,N
095,SE,2003,4,P,4,31/03/2003,27/10/2003,V,V,N
,SG,2003,32,P,0,,,V,V,N
,SH,2003,0,P,0,,,V,V,S
153,SI,2003,4,P,4,31/03/2003,27/10/2003,V,V,N
156,SK,2003,4,P,4,31/03/2003,27/10/2003,V,V,N
,SL,2003,0,P,0,,,V,V,N
096,SM,2003,4,P,4,31/03/2003,27/10/2003,V,V,N
,SN,2003,0,P,0,,,V,V,N
,SO,2003,12,P,0,,,V,V,N
,SR,2003,12,N,0,,,V,V,N
,ST,2003,0,P,0,,,V,V,N
,SV,2003,24,N,0,,,V,V,N
098,SY,2003,8,P,4,01/04/2003,01/10/2003,V,V,N
,SZ,2003,8,P,0,,,V,V,S
099,TC,2003,20,N,4,07/04/2003,27/10/2003,V,V,N
,TD,2003,4,P,0,,,V,V,N
,TG,2003,0,P,0,,,V,V,N
,TH,2003,28,P,0,,,V,V,N
136,TJ,2003,20,P,0,,,V,V,N
,TL,2003,36,P,0,,,V,V,S
137,TM,2003,20,P,0,,,V,V,N
100,TN,2003,4,P,4,31/03/2003,27/10/2003,V,V,N
173,TO,2003,52,P,0,,,V,V,S
101,TR,2003,8,P,4,31/03/2003,27/10/2003,V,V,N
,TT,2003,16,N,0,,,V,V,N
,TV,2003,48,P,0,,,V,V,N
,TW,2003,32,P,0,,,V,V,N
,TZ,2003,12,P,0,,,V,V,S
127,UA,2003,8,P,4,31/03/2003,27/10/2003,V,V,N
,UG,2003,12,P,0,,,V,V,N
102,UM,2003,40,N,0,,,V,V,S
103,UM,2003,44,N,0,,,V,V,S
104,UM,2003,48,N,0,,,V,V,S
105,US,2003,20,N,4,06/04/2003,26/10/2003,V,V,N
107,US,2003,24,N,4,06/04/2003 08:00:00,26/10/2003 07:00:00,V,V,N
108,US,2003,28,N,4,10/03/2003,03/11/2003,V,V,N
109,US,2003,28,N,0,,,V,V,N
110,US,2003,32,N,4,10/03/2003,03/11/2003,V,V,N
111,US,2003,36,N,4,10/03/2003,03/11/2003,V,V,N
112,US,2003,40,N,4,10/03/2003,03/11/2003,V,V,N
113,US,2003,40,N,0,,,V,V,N
114,UY,2003,12,N,4,06/10/2003,10/03/2003,V,V,S
138,UZ,2003,20,P,0,,,V,V,N
,VC,2003,16,N,0,,,V,V,N
,VE,2003,16,N,0,,,V,V,N
,VG,2003,16,N,0,,,V,V,N
,VI,2003,16,N,0,,,V,V,N
,VN,2003,28,P,0,,,V,V,N
115,VU,2003,44,P,0,,,V,V,S
,WF,2003,48,P,0,,,V,V,S
,WS,2003,44,N,0,,,V,V,S
,YE,2003,12,P,0,,,V,V,N
,YT,2003,12,P,0,,,V,V,S
,ZA,2003,8,P,0,,,V,V,S
,ZM,2003,8,P,0,,,V,V,S
,ZW,2003,8,P,0,,,V,V,S
,ZZ,2003,0,P,0,,,V,V,N
006,AU,2004,42,P,2,01/01/2005,28/03/2004,U,V,S
007,AU,2004,40,P,4,25/10/2004,27/03/2005,U,V,S
008,AU,2004,40,P,4,01/01/2005,28/03/2004,U,V,S
009,AU,2004,38,P,4,01/01/2005,28/03/2004,U,V,S
010,AU,2004,38,P,0,,,V,V,S
011,AU,2004,32,P,4,01/01/2005,28/03/2004,U,V,S
131,AU,2004,40,P,0,,,V,V,S
015,BR,2004,12,N,4,01/01/2005,16/02/2004,U,V,S
016,BR,2004,12,N,0,,,V,V,S
017,BR,2004,16,N,4,01/01/2005,16/02/2004,U,V,S
018,BR,2004,16,N,0,,,V,V,S
019,BR,2004,20,N,0,,,V,V,S
020,BR,2004,8,N,0,,,V,V,S
033,CL,2004,16,N,4,01/01/2005,15/03/2004,U,V,S
034,CL,2004,24,N,4,01/01/2005,15/03/2004,U,V,S
048,FK,2004,16,N,4,01/01/2005,19/04/2004,U,V,S
004,NA,2004,4,P,4,01/01/2005,05/04/2004,U,V,S
084,NZ,2004,48,P,4,01/01/2005,14/03/2004,U,V,S
085,NZ,2004,51,P,4,01/01/2005,14/03/2004,U,V,S
093,PY,2004,16,N,4,01/01/2005,08/03/2004,U,V,S
049,FM,2004,40,P,0,,,V,V,S
170,GE,2004,16,P,0,,,V,V,N
,GH,2004,0,P,0,,,V,V,N
055,GL,2004,12,N,4,29/03/2004,25/10/2004,V,V,N
,GP,2004,16,N,0,,,V,V,N
,GQ,2004,4,P,0,,,V,V,N
058,GR,2004,8,P,4,29/03/2004,25/10/2004,V,V,N
,GY,2004,16,N,0,,,V,V,N
152,HR,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
062,ID,2004,32,P,0,,,V,V,S
066,IQ,2004,12,P,4,01/04/2004,30/10/2004,V,V,N
,JP,2004,36,P,0,,,V,V,N
,MP,2004,40,P,0,,,V,V,N
,MQ,2004,16,N,0,,,V,V,N
,MS,2004,16,N,0,,,V,V,N
,MV,2004,20,P,0,,,V,V,N
168,MX,2004,24,N,4,05/04/2004,25/10/2004,V,V,N
,NF,2004,46,P,0,,,V,V,S
,NU,2004,44,N,0,,,V,V,S
086,PF,2004,38,N,0,,,V,V,S
088,PF,2004,36,N,0,,,V,V,S
163,PK,2004,20,P,0,,,V,V,N
,PR,2004,16,N,0,,,V,V,N
158,PT,2004,4,N,4,29/03/2004,25/10/2004,V,V,N
094,RO,2004,8,P,4,29/03/2004,25/10/2004,V,V,N
114,UY,2004,12,N,4,01/01/2005,08/03/2004,U,V,S
001,AD,2004,4,P,4,29/03/2004,25/10/2004,V,V,N
,AE,2004,16,P,0,,,V,V,N
,AF,2004,18,P,0,,,V,V,N
,AG,2004,16,N,0,,,V,V,N
130,RU,2005,12,P,4,26/03/2005 23:00:00,29/10/2005 23:00:00,V,V,N
130,RU,2006,12,P,4,25/03/2006 23:00:00,28/10/2006 23:00:00,V,V,N
140,RU,2005,16,P,4,26/03/2005 22:00:00,29/10/2005 22:00:00,V,V,N
140,RU,2006,16,P,4,25/03/2006 22:00:00,28/10/2006 22:00:00,V,V,N
141,RU,2005,20,P,4,26/03/2005 21:00:00,29/10/2005 21:00:00,V,V,N
141,RU,2006,20,P,4,25/03/2006 21:00:00,28/10/2006 21:00:00,V,V,N
142,RU,2005,24,P,4,26/03/2005 20:00:00,29/10/2005 20:00:00,V,V,N
142,RU,2006,24,P,4,25/03/2006 20:00:00,28/10/2006 20:00:00,V,V,N
143,RU,2005,28,P,4,26/03/2005 19:00:00,29/10/2005 19:00:00,V,V,N
143,RU,2006,28,P,4,25/03/2006 19:00:00,28/10/2006 19:00:00,V,V,N
144,RU,2005,32,P,4,26/03/2005 18:00:00,29/10/2005 18:00:00,V,V,N
144,RU,2006,32,P,4,25/03/2006 18:00:00,28/10/2006 18:00:00,V,V,N
145,RU,2005,36,P,4,26/03/2005 17:00:00,29/10/2005 17:00:00,V,V,N
145,RU,2006,36,P,4,25/03/2006 17:00:00,28/10/2006 17:00:00,V,V,N
146,RU,2005,40,P,4,26/03/2005 16:00:00,29/10/2005 16:00:00,V,V,N
146,RU,2006,40,P,4,25/03/2006 16:00:00,28/10/2006 16:00:00,V,V,N
147,RU,2005,44,P,4,26/03/2005 15:00:00,29/10/2005 15:00:00,V,V,N
147,RU,2006,44,P,4,25/03/2006 15:00:00,28/10/2006 15:00:00,V,V,N
148,RU,2005,48,P,4,26/03/2005 14:00:00,29/10/2005 14:00:00,V,V,N
148,RU,2006,48,P,4,25/03/2006 14:00:00,28/10/2006 14:00:00,V,V,N
160,RU,2005,8,P,4,27/03/2005,30/10/2005,V,V,N
160,RU,2006,8,P,4,26/03/2006,29/10/2006,V,V,N
,RW,2005,8,P,0,,,V,V,S
,RW,2006,8,P,0,,,V,V,S
,SA,2005,12,P,0,,,V,V,N
,SA,2006,12,P,0,,,V,V,N
,SB,2005,44,P,0,,,V,V,S
,SB,2006,44,P,0,,,V,V,S
,SC,2005,16,P,0,,,V,V,S
,SC,2006,16,P,0,,,V,V,S
172,SD,2005,12,P,0,,,V,V,N
172,SD,2006,12,P,0,,,V,V,N
,SD,2005,12,P,0,,,V,V,N
,SD,2006,12,P,0,,,V,V,N
095,SE,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
095,SE,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,SG,2005,32,P,0,,,V,V,N
,SG,2006,32,P,0,,,V,V,N
,SH,2005,0,P,0,,,V,V,S
,SH,2006,0,P,0,,,V,V,S
153,SI,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
153,SI,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
156,SK,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
156,SK,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,SL,2005,0,P,0,,,V,V,N
,SL,2006,0,P,0,,,V,V,N
096,SM,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
096,SM,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,SN,2005,0,P,0,,,V,V,N
,SN,2006,0,P,0,,,V,V,N
,SO,2005,12,P,0,,,V,V,N
,SO,2006,12,P,0,,,V,V,N
,SR,2005,12,N,0,,,V,V,N
,SR,2006,12,N,0,,,V,V,N
,ST,2005,0,P,0,,,V,V,N
,ST,2006,0,P,0,,,V,V,N
,SV,2005,24,N,0,,,V,V,N
,SV,2006,24,N,0,,,V,V,N
098,SY,2005,8,P,4,31/03/2005 22:00:00,30/09/2005 21:00:00,V,V,N
098,SY,2006,8,P,4,31/03/2006 22:00:00,30/09/2006 21:00:00,V,V,N
,SZ,2005,8,P,0,,,V,V,S
,SZ,2006,8,P,0,,,V,V,S
099,TC,2005,20,N,4,03/04/2005 05:00:00,30/10/2005 04:00:00,V,V,N
099,TC,2006,20,N,4,02/04/2006 05:00:00,29/10/2006 04:00:00,V,V,N
,TD,2005,4,P,0,,,V,V,N
,TD,2006,4,P,0,,,V,V,N
,TG,2005,0,P,0,,,V,V,N
,TG,2006,0,P,0,,,V,V,N
,TH,2005,28,P,0,,,V,V,N
,TH,2006,28,P,0,,,V,V,N
136,TJ,2005,20,P,0,,,V,V,N
136,TJ,2006,20,P,0,,,V,V,N
,TL,2005,36,P,0,,,V,V,S
,TL,2006,36,P,0,,,V,V,S
137,TM,2005,20,P,0,,,V,V,N
137,TM,2006,20,P,0,,,V,V,N
100,TN,2005,4,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
100,TN,2006,4,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
173,TO,2005,52,P,0,,,V,V,S
173,TO,2006,52,P,0,,,V,V,S
101,TR,2005,8,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
101,TR,2006,8,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,TT,2005,16,N,0,,,V,V,N
,TT,2006,16,N,0,,,V,V,N
,TV,2005,48,P,0,,,V,V,N
,TV,2006,48,P,0,,,V,V,N
,TW,2005,32,P,0,,,V,V,N
,TW,2006,32,P,0,,,V,V,N
,TZ,2005,12,P,0,,,V,V,S
,TZ,2006,12,P,0,,,V,V,S
127,UA,2005,8,P,4,27/03/2005 01:00:00,30/10/2005 01:00:00,V,V,N
127,UA,2006,8,P,4,26/03/2006 01:00:00,29/10/2006 01:00:00,V,V,N
,UG,2005,12,P,0,,,V,V,N
,UG,2006,12,P,0,,,V,V,N
102,UM,2005,40,N,0,,,V,V,S
102,UM,2006,40,N,0,,,V,V,S
103,UM,2005,44,N,0,,,V,V,S
103,UM,2006,44,N,0,,,V,V,S
104,UM,2005,48,N,0,,,V,V,S
104,UM,2006,48,N,0,,,V,V,S
105,US,2005,20,N,4,03/04/2005 07:00:00,30/10/2005 06:00:00,V,V,N
105,US,2006,20,N,4,02/04/2006 07:00:00,29/10/2006 06:00:00,V,V,N
107,US,2005,24,N,4,03/04/2005 08:00:00,30/10/2005 07:00:00,V,V,N
107,US,2006,24,N,4,02/04/2006 08:00:00,29/10/2006 07:00:00,V,V,N
108,US,2005,28,N,4,03/04/2005 09:00:00,30/10/2005 08:00:00,V,V,N
108,US,2006,28,N,4,02/04/2006 09:00:00,29/10/2006 08:00:00,V,V,N
109,US,2005,28,N,0,,,V,V,N
109,US,2006,28,N,0,,,V,V,N
110,US,2005,32,N,4,03/04/2005 10:00:00,30/10/2005 09:00:00,V,V,N
110,US,2006,32,N,4,02/04/2006 10:00:00,29/10/2006 09:00:00,V,V,N
111,US,2005,36,N,4,03/04/2005 11:00:00,30/10/2005 10:00:00,V,V,N
111,US,2006,36,N,4,02/04/2006 11:00:00,29/10/2006 10:00:00,V,V,N
112,US,2005,40,N,4,03/04/2005 12:00:00,30/10/2005 11:00:00,V,V,N
112,US,2006,40,N,4,02/04/2006 12:00:00,29/10/2006 11:00:00,V,V,N
113,US,2005,40,N,0,,,V,V,N
113,US,2006,40,N,0,,,V,V,N
114,UY,2005,12,N,4,09/10/2005 05:00:00,13/03/2005 04:00:00,V,V,S
114,UY,2006,12,N,4,08/10/2006 05:00:00,12/03/2006 04:00:00,V,V,S
138,UZ,2005,20,P,0,,,V,V,N
138,UZ,2006,20,P,0,,,V,V,N
,VC,2005,16,N,0,,,V,V,N
,VC,2006,16,N,0,,,V,V,N
,VE,2005,16,N,0,,,V,V,N
,VE,2006,16,N,0,,,V,V,N
,VG,2005,16,N,0,,,V,V,N
,VG,2006,16,N,0,,,V,V,N
,VI,2005,16,N,0,,,V,V,N
,VI,2006,16,N,0,,,V,V,N
,VN,2005,28,P,0,,,V,V,N
,VN,2006,28,P,0,,,V,V,N
115,VU,2005,44,P,0,,,V,V,S
115,VU,2006,44,P,0,,,V,V,S
,WF,2005,48,P,0,,,V,V,S
,WF,2006,48,P,0,,,V,V,S
,WS,2005,44,N,0,,,V,V,S
,WS,2006,44,N,0,,,V,V,S
,YE,2005,12,P,0,,,V,V,N
001,AD,2009,4,P,4,29/03/2009 01:00:00,25/10/2009 01:00:00,V,V,N
,AE,2009,16,P,0,,,V,V,N
,AF,2009,18,P,0,,,V,V,N
,AI,2009,16,N,0,,,V,V,N
002,AL,2009,4,P,4,29/03/2009 01:00:00,25/10/2009 01:00:00,V,V,N
151,AM,2009,16,P,4,28/03/2009 22:00:00,24/10/2009 22:00:00,V,V,N
,AO,2009,4,P,0,,,V,V,S
003,AR,2009,12,N,0,,,V,V,S
,AS,2009,44,N,0,,,V,V,S
007,AU,2007,40,P,4,27/10/2007 16:00:00,24/03/2007 16:00:00,V,V,S
007,AU,2008,40,P,4,25/10/2008 16:00:00,29/03/2008 16:00:00,V,V,S
,AW,2009,16,N,0,,,V,V,N
150,AZ,2009,16,P,4,29/03/2009,24/10/2009,V,V,N
154,BA,2009,4,P,4,29/03/2009 01:00:00,25/10/2009 01:00:00,V,V,N
,BB,2009,16,N,0,,,V,V,N
012,BE,2009,4,P,4,29/03/2009 01:00:00,25/10/2009 01:00:00,V,V,N
,BF,2009,0,P,0,,,V,V,N
,BH,2009,12,P,0,,,V,V,N
,BI,2009,8,P,0,,,V,V,S
,BJ,2009,4,P,0,,,V,V,N
014,BM,2009,16,N,4,08/03/2009 06:00:00,01/11/2009 05:00:00,V,V,N
,BN,2009,32,P,0,,,V,V,N
021,BS,2009,20,N,4,08/03/2009 07:00:00,01/11/2009 06:00:00,V,V,N
,BT,2009,24,P,0,,,V,V,N
129,BY,2009,8,P,4,29/03/2009,25/10/2009,V,V,N
,BZ,2009,24,N,0,,,V,V,N
022,CA,2009,14,N,4,08/03/2009 05:30:00,01/11/2009 04:30:00,V,V,N
024,CA,2009,16,N,0,,,V,V,N
025,CA,2009,20,N,4,09/03/2008 07:00:00,02/11/2008 06:00:00,V,V,N
026,CA,2009,20,N,0,,,V,V,N
027,CA,2009,24,N,4,08/03/2009 08:00:00,01/11/2009 07:00:00,V,V,N
028,CA,2009,24,N,0,,,V,V,N
029,CA,2009,28,N,4,08/03/2009 09:00:00,01/11/2009 08:00:00,V,V,N
031,CA,2009,32,N,4,08/03/2009 10:00:00,01/11/2009 09:00:00,V,V,N
,CC,2009,26,P,0,,,V,V,S
167,CD,2009,8,P,0,,,V,V,N
,CF,2009,4,P,0,,,V,V,N
032,CH,2009,4,P,4,29/03/2009 01:00:00,25/10/2009 01:00:00,V,V,N
,CI,2009,0,P,0,,,V,V,N
,CM,2009,4,P,0,,,V,V,N
035,CN,2009,32,P,0,,,V,V,N
036,CR,2007,24,N,0,,,V,V,N
036,CR,2008,24,N,0,,,V,V,N
038,CU,2009,20,N,4,29/03/2009 05:00:00,25/10/2009 05:00:00,V,V,N
,CV,2009,4,N,0,,,V,V,N
,CX,2009,28,P,0,,,V,V,S
037,CZ,2009,4,P,4,29/03/2009 01:00:00,25/10/2009 01:00:00,V,V,N
040,DE,2007,4,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
040,DE,2008,4,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
040,DE,2009,4,P,4,29/03/2009 01:00:00,25/10/2009 01:00:00,V,V,N
,DJ,2009,12,P,0,,,V,V,N
041,DK,2009,4,P,4,29/03/2009 01:00:00,25/10/2009 01:00:00,V,V,N
174,DO,2009,16,N,0,,,V,V,N
001,AD,2007,4,P,4,25/03/2007 01:00:00,28/10/2007 02:00:00,V,V,N
001,AD,2008,4,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
,AE,2007,16,P,0,,,V,V,N
,AF,2008,18,P,0,,,V,V,N
,AG,2007,16,N,0,,,V,V,N
,AG,2008,16,N,0,,,V,V,N
,AI,2007,16,N,0,,,V,V,N
,AI,2008,16,N,0,,,V,V,N
002,AL,2007,4,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
002,AL,2008,4,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
151,AM,2007,16,P,4,24/03/2007 22:00:00,27/10/2007 22:00:00,V,V,N
151,AM,2008,16,P,4,29/03/2008 22:00:00,25/10/2008 22:00:00,V,V,N
,AN,2007,16,N,0,,,V,V,N
,AN,2008,16,N,0,,,V,V,N
,AO,2007,4,P,0,,,V,V,S
,AO,2008,4,P,0,,,V,V,S
,AQ,2007,0,P,0,,,V,V,S
,AQ,2008,0,P,0,,,V,V,S
003,AR,2007,12,N,0,,,V,V,S
,AS,2008,44,N,0,,,V,V,S
005,AT,2007,4,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
005,AT,2008,4,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
006,AU,2007,42,P,2,27/10/2007 15:30:00,24/03/2007 15:00:00,V,V,S
006,AU,2008,42,P,2,25/10/2008 15:30:00,29/03/2008 15:00:00,V,V,S
006,AU,2009,42,P,2,01/01/2010,28/03/2009 15:00:00,U,V,S
007,AU,2009,40,P,4,01/01/2010,28/03/2009 16:00:00,U,V,S
008,AU,2007,40,P,4,06/10/2007 16:00:00,24/03/2007 16:00:00,V,V,S
008,AU,2008,40,P,4,04/10/2008 16:00:00,29/03/2008 16:00:00,V,V,S
008,AU,2009,40,P,4,01/01/2010,28/03/2009 16:00:00,U,V,S
009,AU,2007,38,P,4,27/10/2007 16:30:00,24/03/2007 16:30:00,V,V,S
009,AU,2008,38,P,4,25/10/2008 16:30:00,29/03/2008 16:30:00,V,V,S
009,AU,2009,38,P,4,01/01/2010,28/03/2009 16:30:00,U,V,S
010,AU,2007,38,P,0,,,V,V,S
010,AU,2008,38,P,0,,,V,V,S
010,AU,2009,38,P,0,,,V,V,S
011,AU,2007,32,P,4,27/10/2007 18:00:00,24/03/2007 18:00:00,V,V,S
011,AU,2008,32,P,4,25/10/2008 18:00:00,29/03/2008 18:00:00,V,V,S
131,AU,2007,40,P,0,,,V,V,S
131,AU,2008,40,P,0,,,V,V,S
131,AU,2009,40,P,0,,,V,V,S
,AW,2007,16,N,0,,,V,V,N
,AW,2008,16,N,0,,,V,V,N
150,AZ,2007,16,P,4,25/03/2007,28/10/2007,V,V,N
150,AZ,2008,16,P,4,30/03/2008,26/10/2008,V,V,N
154,BA,2007,4,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
154,BA,2008,4,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
,BB,2007,16,N,0,,,V,V,N
,BB,2008,16,N,0,,,V,V,N
,BD,2007,24,P,0,,,V,V,N
,BD,2008,24,P,0,,,V,V,N
012,BE,2007,4,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
012,BE,2008,4,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
,BF,2007,0,P,0,,,V,V,N
,BF,2008,0,P,0,,,V,V,N
013,BG,2008,8,P,4,30/03/2008 01:00:00,26/10/2008 01:00:00,V,V,N
,BH,2007,12,P,0,,,V,V,N
,BH,2008,12,P,0,,,V,V,N
,BI,2007,8,P,0,,,V,V,S
,BI,2008,8,P,0,,,V,V,S
,BJ,2007,4,P,0,,,V,V,N
,BJ,2008,4,P,0,,,V,V,N
014,BM,2007,16,N,4,11/03/2007 06:00:00,04/11/2007 05:00:00,V,V,N
014,BM,2008,16,N,4,09/03/2008 06:00:00,02/11/2008 05:00:00,V,V,N
,BN,2007,32,P,0,,,V,V,N
,BN,2008,32,P,0,,,V,V,N
,BO,2007,16,N,0,,,V,V,S
,BO,2008,16,N,0,,,V,V,S
015,BR,2007,12,N,4,14/10/2007 03:00:00,25/02/2007 02:00:00,V,V,S
015,BR,2008,12,N,4,19/10/2008 03:00:00,17/02/2008 02:00:00,V,V,S
015,BR,2009,12,N,4,01/01/2010,15/02/2009 02:00:00,U,V,S
016,BR,2007,12,N,0,,,V,V,S
017,BR,2007,16,N,4,14/10/2007 04:00:00,25/02/2007 03:00:00,V,V,S
017,BR,2008,16,N,4,19/10/2008 04:00:00,17/02/2008 03:00:00,V,V,S
017,BR,2009,16,N,4,01/01/2010,15/02/2009 03:00:00,U,V,S
018,BR,2007,16,N,0,,,V,V,S
018,BR,2008,16,N,0,,,V,V,S
018,BR,2009,16,N,0,,,V,V,S
019,BR,2007,20,N,0,,,V,V,S
019,BR,2008,20,N,0,,,V,V,S
019,BR,2009,20,N,0,,,V,V,S
020,BR,2007,8,N,0,,,V,V,S
020,BR,2008,8,N,0,,,V,V,S
020,BR,2009,8,N,0,,,V,V,S
021,BS,2007,20,N,4,11/03/2007 07:00:00,04/11/2007 06:00:00,V,V,N
021,BS,2008,20,N,4,09/03/2008 07:00:00,02/11/2008 06:00:00,V,V,N
,BT,2007,24,P,0,,,V,V,N
,BT,2008,24,P,0,,,V,V,N
,BW,2007,8,P,0,,,V,V,S
,BW,2008,8,P,0,,,V,V,S
129,BY,2007,8,P,4,25/03/2007,28/10/2007,V,V,N
,BZ,2007,24,N,0,,,V,V,N
,BZ,2008,24,N,0,,,V,V,N
022,CA,2007,14,N,4,11/03/2007 05:30:00,04/11/2007 04:30:00,V,V,N
022,CA,2008,14,N,4,09/03/2008 05:30:00,02/11/2008 04:30:00,V,V,N
023,CA,2007,16,N,4,11/03/2007 06:00:00,04/11/2007 05:00:00,V,V,N
023,CA,2008,16,N,4,09/03/2008 06:00:00,02/11/2008 05:00:00,V,V,N
024,CA,2007,16,N,0,,,V,V,N
024,CA,2008,16,N,0,,,V,V,N
025,CA,2007,20,N,4,11/03/2007 07:00:00,04/11/2007 06:00:00,V,V,N
025,CA,2008,20,N,4,09/03/2008 07:00:00,02/11/2008 06:00:00,V,V,N
026,CA,2007,20,N,0,,,V,V,N
026,CA,2008,20,N,0,,,V,V,N
027,CA,2007,24,N,4,11/03/2007 08:00:00,04/11/2007 07:00:00,V,V,N
027,CA,2008,24,N,4,09/03/2008 08:00:00,02/11/2008 07:00:00,V,V,N
028,CA,2007,24,N,0,,,V,V,N
028,CA,2008,24,N,0,,,V,V,N
029,CA,2007,28,N,4,11/03/2007 09:00:00,04/11/2007 08:00:00,V,V,N
030,CA,2007,28,N,0,,,V,V,N
030,CA,2008,28,N,0,,,V,V,N
031,CA,2007,32,N,4,11/03/2007 10:00:00,04/11/2007 09:00:00,V,V,N
031,CA,2008,32,N,4,09/03/2008 10:00:00,02/11/2008 09:00:00,V,V,N
,CC,2007,26,P,0,,,V,V,S
,CC,2008,26,P,0,,,V,V,S
166,CD,2007,4,P,0,,,V,V,N
166,CD,2008,4,P,0,,,V,V,N
167,CD,2007,8,P,0,,,V,V,N
167,CD,2008,8,P,0,,,V,V,N
,CF,2007,4,P,0,,,V,V,N
,CF,2008,4,P,0,,,V,V,N
,CG,2007,4,P,0,,,V,V,N
,CG,2008,4,P,0,,,V,V,N
032,CH,2007,4,P,4,25/03/2007 01:00:00,28/10/2007 01:00:00,V,V,N
