CODE,TICKETING_NAME,TELETICKETING_NAME,EXTENDED_NAME,REL_CITY_CODE,IS_AIRPORT,STATE_CODE,REL_COUNTRY_CODE,REL_REGION_CODE,REL_CONTINENT_CODE,REL_TIME_ZONE_GRP,LONGITUDE,LATITUDE,NUMERIC_CODE,IS_COMMERCIAL,CITY_NAME
URJ,URAJ,URAJ,URAJ/RU,URJ,Y,,RU,EURAS,ITC2,RU141,64.83,60.12,,Y,URAJ
URM,URIMAN,URIMAN,URIMAN/VE,URM,Y,,VE,SAMER,ITC1,VE,-62.75,5.333,5209,N,URIMAN
URN,URGOON,URGOON,URGOON/AF,URN,Y,,AF,MEAST,ITC3,AF,69.2,34.52,,N,URGOON
URO,ROUEN,ROUEN,ROUEN/FR:BOOS,URO,Y,,FR,EUROP,ITC2,FR052,1.083,49.43,5210,Y,ROUEN
URR,URRAO,URRAO,URRAO/CO,URR,Y,,CO,SAMER,ITC1,CO132,-76.18,6.333,,N,URRAO
URS,KURSK,KURSK,KURSK/RU,URS,Y,,RU,EURAS,ITC2,RU130,36.27,51.75,,Y,KURSK
URT,SURAT THANI,SURAT THANI,SURAT THANI/TH,URT,Y,,TH,SEASI,ITC3,TH,99.33,9.1,,Y,SURAT THANI
URU,UROUBI,UROUBI,UROUBI/PG,URU,Y,,PG,AUSTL,ITC3,PG,148.6,-9.5,,N,UROUBI
URY,GURAYAT,GURAYAT,GURAYAT/SA,URY,Y,,SA,MEAST,ITC2,SA,37.42,31.33,5211,Y,GURAYAT
URZ,URUZGAN,URUZGAN,URUZGAN/AF,URZ,Y,,AF,MEAST,ITC3,AF,66.62,32.9,5212,N,URUZGAN
USC,UNION S CAROLINA,UNION S CAROLIN,UNION S CAROLINA/SC/US:OFF-,USC,Y,SC,US,NAMER,ITC1,US105,-82.2,34.9,,N,UNION S CAROLINA
USH,USHUAIA,USHUAIA,USHUAIA/TF/AR:ISLAS MALVINAS,USH,Y,TF,AR,SAMER,ITC1,AR003,-68.32,-54.82,,Y,USHUAIA
USI,MABARUMA,MABARUMA,MABARUMA/GY,USI,Y,,GY,SAMER,ITC1,GY,-59.8,8.2,5214,N,MABARUMA
USK,USINSK,USINSK,USINSK/RU,USK,Y,,RU,EURAS,ITC2,RU130,57.4,65.95,,Y,USINSK
USL,USELESS LOOP,USELESS LOOP,USELESS LOOP/WA/AU,USL,Y,WA,AU,AUSTL,ITC3,AU011,113.1,-25.97,5215,N,USELESS LOOP
USM,KOH SAMUI,KOH SAMUI,KOH SAMUI/TH,USM,Y,,TH,SEASI,ITC3,TH,100.1,9.55,,Y,KOH SAMUI
USN,ULSAN,ULSAN,ULSAN/KR,USN,Y,,KR,ASIA,ITC3,KR,129.3,35.57,5216,Y,ULSAN
USO,USINO,USINO,USINO/PG,USO,Y,,PG,AUSTL,ITC3,PG,145.4,-5.5,5217,N,USINO
USQ,USAK,USAK,USAK/TR,USQ,Y,,TR,EURAS,ITC2,TR101,29.47,38.68,,Y,USAK
USS,SANCTI SPIRITUS,SANCTI SPIRITUS,SANCTI SPIRITUS/CU,USS,Y,,CU,CARIB,ITC1,CU038,-79.43,21.97,,N,SANCTI SPIRITUS
UST,ST AUGUSTINE,ST AUGUSTINE,ST AUGUSTINE/FL/US,UST,Y,FL,US,NAMER,ITC1,US105,-81.33,29.95,,N,ST AUGUSTINE
USU,BUSUANGA,BUSUANGA,BUSUANGA/PH,USU,Y,,PH,PACIF,ITC3,PH,120.1,12.08,,Y,BUSUANGA
UTA,MUTARE,MUTARE,MUTARE/ZW,UTA,Y,,ZW,AFRIC,ITC2,ZW,32.45,-18.97,,N,MUTARE
UTB,MUTTABURRA,MUTTABURRA,MUTTABURRA/QL/AU,UTB,Y,QL,AU,AUSTL,ITC3,AU131,144.6,-22.75,5219,N,MUTTABURRA
UTC,UTRECHT,UTRECHT,UTRECHT/NL:SOESTERBERG,UTC,Y,,NL,EUROP,ITC2,NL082,5.267,52.12,,N,UTRECHT
UTD,NUTWOOD DOWNS,NUTWOOD DOWNS,NUTWOOD DOWNS/NT/AU,UTD,Y,NT,AU,AUSTL,ITC3,AU010,134.2,-15.83,5220,N,NUTWOOD DOWNS
UTE,BUTTERWORTH,BUTTERWORTH,BUTTERWORTH/ZA,UTE,Y,,ZA,AFRIC,ITC2,ZA,28.07,-32.38,,N,BUTTERWORTH
UTG,QUTHING,QUTHING,QUTHING/LS,UTG,Y,,LS,AFRIC,ITC2,LS,27.6,-30.5,,N,QUTHING
UTH,UDON THANI,UDON THANI,UDON THANI/TH,UTH,Y,,TH,SEASI,ITC3,TH,103.4,14.78,5221,Y,UDON THANI
UTI,KOUVOLA,KOUVOLA,KOUVOLA/FI:UTTI,QVY,Y,,FI,EUROP,ITC2,FI047,26.93,60.9,,N,KOUVOLA
UTK,UTIRIK ISLAND,UTIRIK ISLAND,UTIRIK ISLAND/MH,UTK,Y,,MH,PACIF,ITC3,MH075,169.9,11.23,,Y,UTIRIK ISLAND
UTL,TORREMOLINOS,TORREMOLINOS,TORREMOLINOS/ES,UTL,Y,,ES,EUROP,ITC2,ES045,-4.5,36.62,,N,TORREMOLINOS
UTM,TUNICA,TUNICA,TUNICA/MS/US:TUNICA MUNICIPAL,UTM,Y,MS,US,NAMER,ITC1,US107,-90.35,34.68,,N,TUNICA
UTN,UPINGTON,UPINGTON,UPINGTON/ZA:MUNICIPAL,UTN,Y,,ZA,AFRIC,ITC2,ZA,21.27,-28.42,5222,Y,UPINGTON
UTO,UTOPIA CREEK,UTOPIA CREEK,UTOPIA CREEK/AK/US:INDIAN MNT,UTO,Y,AK,US,NAMER,ITC1,US111,-153.9,65.98,5223,N,UTOPIA CREEK
UTP,UTAPAO,UTAPAO,UTAPAO/TH,UTP,Y,,TH,SEASI,ITC3,TH,100.3,14.63,5224,Y,UTAPAO
UTR,UTTARADIT,UTTARADIT,UTTARADIT/TH,UTR,Y,,TH,SEASI,ITC3,TH,100.2,17.67,5225,N,UTTARADIT
UTT,UMTATA,UMTATA,UMTATA/ZA,UTT,Y,,ZA,AFRIC,ITC2,ZA,28.78,-31.58,5226,Y,UMTATA
UTU,USTUPO,USTUPO,USTUPO/PA,UTU,Y,,PA,CAMER,ITC1,PA,-78.6,9.417,,N,USTUPO
UTW,QUEENSTOWN,QUEENSTOWN,QUEENSTOWN/ZA,UTW,Y,,ZA,AFRIC,ITC2,ZA,26.88,-31.92,5227,N,QUEENSTOWN
UUA,BUGULMA,BUGULMA,BUGULMA/RU,UUA,Y,,RU,EURAS,ITC2,RU140,52.82,54.62,,N,BUGULMA
UUD,ULAN UDE,ULAN UDE,ULAN UDE/RU,UUD,Y,,RU,EURAS,ITC2,RU144,107.5,51.83,,Y,ULAN UDE
UUK,KUPARUK,KUPARUK,KUPARUK/AK/US,UUK,Y,AK,US,NAMER,ITC1,US111,-148.9,70.42,,N,KUPARUK
UUN,BARUUN URT,BARUUN URT,BARUUN URT/MN,UUN,Y,,MN,ASIA,ITC3,MN175,113.2,46.67,,N,BARUUN URT
UUS,YUZHNO SAKHALINSK,YUZHNO SAKHALIN,YUZHNO SAKHALINSK/RU,UUS,Y,,RU,EURAS,ITC2,RU146,142.7,46.88,5883,Y,YUZHNO SAKHALINSK
UUU,MANUMU,MANUMU,MANUMU/PG,UUU,Y,,PG,AUSTL,ITC3,PG,147.6,-8.083,5229,N,MANUMU
UVA,UVALDE,UVALDE,UVALDE/TX/US:GARNER FLD,UVA,Y,TX,US,NAMER,ITC1,US107,-99.73,29.2,5230,N,UVALDE
UVE,OUVEA,OUVEA,OUVEA/NC,UVE,Y,,NC,AUSTL,ITC3,NC165,166.7,-20.5,5231,Y,OUVEA
UVF,ST LUCIA UVF,ST LUCIA UVF,ST LUCIA/LC:HEWANORRA,SLU,Y,,LC,CARIB,ITC1,LC,-60.95,13.75,5232,Y,ST LUCIA
UVL,KHARGA,KHARGA,KHARGA/EG:KHARGA,UVL,Y,,EG,AFRIC,ITC2,EG044,30.57,25.45,5233,N,KHARGA
UVO,UVOL,UVOL,UVOL/PG,UVO,Y,,PG,AUSTL,ITC3,PG,151.8,-5.417,5234,N,UVOL
UWA,WARE,WARE,WARE/MA/US,UWA,Y,MA,US,NAMER,ITC1,US105,-72.23,42.25,,N,WARE
UWE,WIESBADEN RAIL,WIESBADEN RAIL,WIESBADEN/DE:WIESBADEN RAIL,UWE,Y,,DE,EUROP,ITC2,DE040,8.25,50.08,,Y,WIESBADEN
UWP,WUPPERTAL RAIL,WUPPERTAL RAIL,WUPPERTAL/DE:WUPPERTAL RAIL,UWP,Y,,DE,EUROP,ITC2,DE040,7.183,51.27,,Y,WUPPERTAL
UYL,NYALA,NYALA,NYALA/SD,UYL,Y,,SD,AFRIC,ITC2,SD172,24.9,12.07,5235,Y,NYALA
UYN,YULIN,YULIN,YULIN/CN,UYN,Y,,CN,ASIA,ITC3,CN035,109.5,38.33,5236,Y,YULIN
UZC,UZICE,UZICE,UZICE/RS:PONIKVE,UZC,Y,,RS,EUROP,ITC2,RS189,19.7,43.88,,N,UZICE
UZH,UNAYZAH,UNAYZAH,UNAYZAH/SA,UZH,Y,,SA,MEAST,ITC2,SA,43.93,26.1,,N,UNAYZAH
UZU,CURUZU CUATIA,CURUZU CUATIA,CURUZU CUATIA/CR/AR,UZU,Y,CR,AR,SAMER,ITC1,AR003,-58.02,-29.78,5237,N,CURUZU CUATIA
VAA,VAASA,VAASA,VAASA/FI,VAA,Y,,FI,EUROP,ITC2,FI047,21.77,63.05,5238,Y,VAASA
VAB,YAVARATE,YAVARATE,YAVARATE/CO,VAB,Y,,CO,SAMER,ITC1,CO132,-70.75,1.117,,N,YAVARATE
VAC,VARRELBUSCH,VARRELBUSCH,VARRELBUSCH/DE,VAC,Y,,DE,EUROP,ITC2,DE040,8.05,52.92,,N,VARRELBUSCH
VAD,VALDOSTA AFB,VALDOSTA AFB,VALDOSTA/GA/US:MOODY AFB,VLD,Y,GA,US,NAMER,ITC1,US105,-83.19,30.97,,N,VALDOSTA
VAF,VALENCE,VALENCE,VALENCE/FR:CHABEUIL,VAF,Y,,FR,EUROP,ITC2,FR052,4.967,44.92,5240,N,VALENCE
VAG,VARGINHA,VARGINHA,VARGINHA/MG/BR:MAJ BRIG,VAG,Y,MG,BR,SAMER,ITC1,BR015,-45.43,-21.55,5241,N,VARGINHA
VAH,VALLEGRANDE,VALLEGRANDE,VALLEGRANDE/BO,VAH,Y,,BO,SAMER,ITC1,BO,-64.1,-18.48,,N,VALLEGRANDE
VAI,VANIMO,VANIMO,VANIMO/PG,VAI,Y,,PG,AUSTL,ITC3,PG,141.3,-2.683,5242,Y,VANIMO
VAK,CHEVAK,CHEVAK,CHEVAK/AK/US,VAK,Y,AK,US,NAMER,ITC1,US111,-165.6,61.52,5243,Y,CHEVAK
VAL,VALENCA,VALENCA,VALENCA/BA/BR,VAL,Y,BA,BR,SAMER,ITC1,BR016,-39.07,-13.37,,N,VALENCA
VAN,VAN,VAN,VAN/TR,VAN,Y,,TR,EURAS,ITC2,TR101,43.32,38.45,5244,Y,VAN
VAO,SUAVANAO,SUAVANAO,SUAVANAO/SB:SUAVANAO AIRSTRIP,VAO,Y,,SB,AUSTL,ITC3,SB,158.7,-7.567,,Y,SUAVANAO
VAP,VALPARAISO,VALPARAISO,VALPARAISO/CL,VAP,Y,,CL,SAMER,ITC1,CL033,-71.42,-33.05,5245,N,VALPARAISO
VAR,VARNA,VARNA,VARNA/BG,VAR,Y,,BG,EEURO,ITC2,BG013,27.82,43.22,5246,Y,VARNA
VAS,SIVAS,SIVAS,SIVAS/TR,VAS,Y,,TR,EURAS,ITC2,TR101,37.02,39.77,5247,Y,SIVAS
VAT,VATOMANDRY,VATOMANDRY,VATOMANDRY/MG,VAT,Y,,MG,AFRIC,ITC2,MG,48.83,-19.28,5248,N,VATOMANDRY
VAU,VATUKOULA,VATUKOULA,VATUKOULA/FJ,VAU,Y,,FJ,AUSTL,ITC3,FJ169,177.8,-17.5,5249,N,VATUKOULA
VAV,VAVA'U,VAVA'U,VAVA'U/TO:LUPEPAU'U,VAV,Y,,TO,AUSTL,ITC3,TO173,-174,-18.6,5250,Y,VAVA'U
VAW,VARDOE,VARDOE,VARDOE/NO,VAW,Y,,NO,EUROP,ITC2,NO083,31.03,70.35,,Y,VARDOE
VAZ,VAL D'ISERE,VAL D'ISERE,VAL D'ISERE/FR,VAZ,Y,,FR,EUROP,ITC2,FR052,7.5,44.33,5252,N,VAL D'ISERE
VBG,LOMPOC AFB,LOMPOC AFB,LOMPOC/CA/US:VANDENBERG AFB,LPC,Y,CA,US,NAMER,ITC1,US110,-120.6,34.73,,N,LOMPOC
VBS,VERONA BRESCIA,VERONA BRESCIA,BRESCIA/IT:BRESCIA MONTECHIARI,VRN,Y,,IT,EUROP,ITC2,IT067,1.025,45.53,,N,BRESCIA
VBV,VANUABALAVU,VANUABALAVU,VANUABALAVU/FJ,VBV,Y,,FJ,AUSTL,ITC3,FJ169,179.1,-16.67,5253,Y,VANUABALAVU
VBY,VISBY,VISBY,VISBY/SE,VBY,Y,,SE,EUROP,ITC2,SE095,18.35,57.67,5254,Y,VISBY
VCA,CAN THO,CAN THO,CAN THO/VN,VCA,Y,,VN,SEASI,ITC3,VN,105.8,10.05,5255,N,CAN THO
VCB,VIEW COVE,VIEW COVE,VIEW COVE/AK/US,VCB,Y,AK,US,NAMER,ITC1,US111,-133,55.07,,N,VIEW COVE
VCC,LIMBE,LIMBE,LIMBE/CM,VCC,Y,,CM,AFRIC,ITC2,CM,9.2,4.017,,N,LIMBE
VCD,VICTORIA RIVER DO,VICTORIA RIVER,VICTORIA RIVER DO/NT/AU,VCD,Y,NT,AU,AUSTL,ITC3,AU010,131,-16.42,,N,VICTORIA RIVER DO
VCE,VENICE MARCO POLO,VENICE MARCO PO,VENICE/IT:MARCO POLO,VCE,Y,,IT,EUROP,ITC2,IT067,12.38,45.43,5257,Y,VENICE
VCF,VALCHETA,VALCHETA,VALCHETA/RN/AR,VCF,Y,RN,AR,SAMER,ITC1,AR003,-66.15,-40.7,,N,VALCHETA
VCH,VICHADERO,VICHADERO,VICHADERO/UY,VCH,Y,,UY,SAMER,ITC1,UY114,-54.6,-31.75,5258,N,VICHADERO
VCL,TAMKY CHULAI,TAMKY CHULAI,TAMKY/VN:CHULAI,TMK,Y,,VN,SEASI,ITC3,VN,108.7,15.42,,Y,TAMKY
VCP,SAO PAULO VCP,SAO PAULO VCP,SAO PAULO/SP/BR:VIRACOPOS,SAO,Y,SP,BR,SAMER,ITC1,BR015,-47.13,-23,5259,Y,SAO PAULO
VCR,CARORA,CARORA,CARORA/VE,VCR,Y,,VE,SAMER,ITC1,VE,-70.08,10.18,5260,N,CARORA
VCS,CON DAO,CON DAO,CON DAO/VN:COONG,VCS,Y,,VN,SEASI,ITC3,VN,106.6,10.37,,Y,CON DAO
VCT,VICTORIA,VICTORIA,VICTORIA/TX/US:COUNTY FOSTER,VCT,Y,TX,US,NAMER,ITC1,US107,-96.92,28.85,5261,Y,VICTORIA
VCV,VICTORVILLE,VICTORVILLE,VICTORVILLE/CA/US:GEORGE AFB,VCV,Y,CA,US,NAMER,ITC1,US110,-117.4,34.6,,N,VICTORVILLE
VDA,OVDA,OVDA,ELAT/IL:OVDA,ETH,Y,,IL,MEAST,ITC2,IL065,34.48,31,,Y,ELAT
VDB,FAGERNES,FAGERNES,FAGERNES/NO:VALDRES,VDB,Y,,NO,EUROP,ITC2,NO083,9.333,61.08,,Y,FAGERNES
VDC,VITORIA DA CNQUIS,VITORIA DA CNQU,VITORIA DA CONQUISTA/BA/BR,VDC,Y,BA,BR,SAMER,ITC1,BR016,-40.87,-14.88,,Y,VITORIA DA CONQUISTA
VDD,VIENNA DANUBEPIER,VIENNA DANUBEPI,VIENNA/AT:DANUBEPIER HOV,VIE,Y,,AT,EUROP,ITC2,AT005,16.53,48.13,,N,VIENNA
VDE,VALVERDE,VALVERDE,VALVERDE/ES:HIERRO,VDE,Y,,ES,EUROP,ITC2,ES046,-17.88,27.82,5263,Y,VALVERDE
VDI,VIDALIA,VIDALIA,VIDALIA/GA/US:MUNICIPAL,VDI,Y,GA,US,NAMER,ITC1,US105,-82.4,32.22,,N,VIDALIA
VDM,VIEDMA,VIEDMA,VIEDMA/RN/AR,VDM,Y,RN,AR,SAMER,ITC1,AR003,-63.02,-40.85,5264,Y,VIEDMA
VDP,VALLE DE PASCUA,VALLE DE PASCUA,VALLE DE PASCUA/VE,VDP,Y,,VE,SAMER,ITC1,VE,-66.02,9.217,5265,N,VALLE DE PASCUA
VDR,VILLA DOLORES,VILLA DOLORES,VILLA DOLORES/CD/AR,VDR,Y,CD,AR,SAMER,ITC1,AR003,-65.15,-31.95,5266,N,VILLA DOLORES
VDS,VADSO,VADSO,VADSO/NO,VDS,Y,,NO,EUROP,ITC2,NO083,29.75,70.07,5267,Y,VADSO
VDU,REFUGIO VDU,REFUGIO VDU,REFUGIO/TX/US:TOM O'CONNOR,RFG,Y,TX,US,NAMER,ITC1,US107,-97.21,28.28,,N,REFUGIO
VDZ,VALDEZ,VALDEZ,VALDEZ/AK/US:MUNICIPAL,VDZ,Y,AK,US,NAMER,ITC1,US111,-146.2,61.13,5268,Y,VALDEZ
VEE,VENETIE,VENETIE,VENETIE/AK/US,VEE,Y,AK,US,NAMER,ITC1,US111,-146.4,67.02,5269,Y,VENETIE
VEG,MAIKWAK,MAIKWAK,MAIKWAK/GY,VEG,Y,,GY,SAMER,ITC1,GY,-59.28,5.55,5270,N,MAIKWAK
VEJ,VEJLE,VEJLE,VEJLE/DK,VEJ,Y,,DK,EUROP,ITC2,DK041,9.333,55.75,,N,VEJLE
VEL,VERNAL,VERNAL,VERNAL/UT/US,VEL,Y,UT,US,NAMER,ITC1,US108,-109.5,40.45,5271,Y,VERNAL
VER,VERACRUZ,VERACRUZ,VERACRUZ/MX:HERIBERTO JARA,VER,Y,,MX,NAMER,ITC1,MX168,-96.2,19.13,5272,Y,VERACRUZ
VEV,BARAKOMA,BARAKOMA,BARAKOMA/SB,VEV,Y,,SB,AUSTL,ITC3,SB,156.7,-7.833,5273,N,BARAKOMA
VEX,TIOGA,TIOGA,TIOGA/ND/US:MUNICIPAL,VEX,Y,ND,US,NAMER,ITC1,US107,-102.9,48.38,,N,TIOGA
VEY,VESTMANNAEYJAR,VESTMANNAEYJAR,VESTMANNAEYJAR/IS,VEY,Y,,IS,EUROP,ITC2,IS,-20.27,63.42,5274,Y,VESTMANNAEYJAR
VFA,VICTORIA FALLS,VICTORIA FALLS,VICTORIA FALLS/ZW,VFA,Y,,ZW,AFRIC,ITC2,ZW,25.85,-18.1,5275,Y,VICTORIA FALLS
VGA,VIJAYAWADA,VIJAYAWADA,VIJAYAWADA/IN,VGA,Y,,IN,ASIA,ITC3,IN,80.8,16.52,5276,Y,VIJAYAWADA
VGD,VOLOGDA,VOLOGDA,VOLOGDA/RU,VGD,Y,,RU,EURAS,ITC2,RU130,39.95,59.28,,N,VOLOGDA
VGG,VANGRIENG,VANGRIENG,VANGRIENG/LA,VGG,Y,,LA,SEASI,ITC3,LA,102.6,17.97,,N,VANGRIENG
VGO,VIGO,VIGO,VIGO/ES,VGO,Y,,ES,EUROP,ITC2,ES045,-8.617,42.22,5278,Y,VIGO
VGS,GENERAL VILLEGAS,GENERAL VILLEGA,GENERAL VILLEGAS/BA/AR,VGS,Y,BA,AR,SAMER,ITC1,AR003,-63.02,-35.03,,N,GENERAL VILLEGAS
VGT,LAS VEGAS VGT,LAS VEGAS VGT,LAS VEGAS/NV/US:NORTH AIR TERM,LAS,Y,NV,US,NAMER,ITC1,US110,-115.2,36.22,,N,LAS VEGAS
VGZ,VILLAGARZON,VILLAGARZON,VILLAGARZON/CO,VGZ,Y,,CO,SAMER,ITC1,CO132,-76.72,1.067,,Y,VILLAGARZON
VHC,SAURIMO,SAURIMO,SAURIMO/AO,VHC,Y,,AO,AFRIC,ITC2,AO,20.55,-9.75,5280,Y,SAURIMO
VHM,VILHELMINA,VILHELMINA,VILHELMINA/SE,VHM,Y,,SE,EUROP,ITC2,SE095,16.65,64.62,5281,Y,VILHELMINA
VHN,VAN HORN,VAN HORN,VAN HORN/TX/US:CULBERSON CNTY,VHN,Y,TX,US,NAMER,ITC1,US107,-104.8,31.03,,N,VAN HORN
VHY,VICHY,VICHY,VICHY/FR:CHARMEIL,VHY,Y,,FR,EUROP,ITC2,FR052,3.4,46.17,5283,N,VICHY
VHZ,VAHITAHI,VAHITAHI,VAHITAHI/PF,VHZ,Y,,PF,PACIF,ITC3,PF087,-138.8,-18.58,,Y,VAHITAHI
VIA,VIDEIRA,VIDEIRA,VIDEIRA/SC/BR,VIA,Y,SC,BR,SAMER,ITC1,BR015,-51.13,-27,,N,VIDEIRA
VIB,VILLA CONSTITUCIO,VILLA CONSTITUC,VILLA CONSTITUCION/MX,VIB,Y,,MX,NAMER,ITC1,MX079,-111.7,25.05,,N,VILLA CONSTITUCION
VIC,VICENZA,VICENZA,VICENZA/IT,VIC,Y,,IT,EUROP,ITC2,IT067,11.52,45.57,5286,N,VICENZA
VID,VIDIN,VIDIN,VIDIN/BG,VID,Y,,BG,EEURO,ITC2,BG013,22.82,43.98,5287,N,VIDIN
VIE,VIENNA SCHWECHAT,VIENNA SCHWECHA,VIENNA/AT:VIENNA INTL,VIE,Y,,AT,EUROP,ITC2,AT005,16.53,48.13,,Y,VIENNA
VIF,VIESTE,VIESTE,VIESTE/IT:VIESTE,VIF,Y,,IT,EUROP,ITC2,IT067,16.18,41.89,,N,VIESTE
VIG,EL VIGIA,EL VIGIA,EL VIGIA/VE,VIG,Y,,VE,SAMER,ITC1,VE,-71.65,8.633,,Y,EL VIGIA
VIH,VICHY,VICHY,VICHY/MO/US:ROLLA NATIONAL,VIH,Y,MO,US,NAMER,ITC1,US107,-90.83,38.32,,N,VICHY
VII,VINH CITY,VINH CITY,VINH CITY/VN:VINH CITY,VII,Y,,VN,SEASI,ITC3,VN,105.6,18.7,,Y,VINH CITY
VIJ,VIRGIN GORDA,VIRGIN GORDA,VIRGIN GORDA/VG,VIJ,Y,,VG,CARIB,ITC1,VG,-64.5,18.5,5289,Y,VIRGIN GORDA
VIK,KAVIK,KAVIK,KAVIK/AK/US:AIRSTRIP,VIK,Y,AK,US,NAMER,ITC1,US111,-161,66.75,,N,KAVIK
VIL,DAKHLA,DAKHLA,DAKHLA/MA,VIL,Y,,MA,AFRIC,ITC2,MA,-15.92,23.73,5290,Y,DAKHLA
VIN,VINNICA,VINNICA,VINNICA/UA,VIN,Y,,UA,EURAS,ITC2,UA127,28.48,49.23,,N,VINNICA
VIQ,VIQUEQUE,VIQUEQUE,VIQUEQUE/TL,VIQ,Y,,TL,ASIA,ITC3,TL,126.4,-8.883,5291,N,VIQUEQUE
VIR,DURBAN VIRGINIA,DURBAN VIRGINIA,DURBAN/ZA:VIRGINIA,DUR,Y,,ZA,AFRIC,ITC2,ZA,30.93,-29.92,,N,DURBAN
VIS,VISALIA,VISALIA,VISALIA/CA/US,VIS,Y,CA,US,NAMER,ITC1,US110,-119.4,36.32,5292,Y,VISALIA
VIT,VITORIA,VITORIA,VITORIA/ES,VIT,Y,,ES,EUROP,ITC2,ES045,-2.667,42.85,5293,Y,VITORIA
VIU,VIRU HARBOUR,VIRU HARBOUR,VIRU/SB:VIRU HARBOUR,VIU,Y,,SB,AUSTL,ITC3,SB,157.7,-8.5,,N,VIRU
VIV,VIVIGANI,VIVIGANI,VIVIGANI/PG,VIV,Y,,PG,AUSTL,ITC3,PG,150.3,-9.3,5294,N,VIVIGANI
VIX,VITORIA,VITORIA,VITORIA/ES/BR:EURICO SALES,VIX,Y,ES,BR,SAMER,ITC1,BR015,-40.25,-20.3,5295,Y,VITORIA
VIY,VILLACOUBLAY,VILLACOUBLAY,PARIS/FR:VILLACOUBLAY,PAR,Y,,FR,EUROP,ITC2,FR052,2.192,48.77,,N,PARIS
VIZ,VIZAG,VIZAG,VIZAG/IN,VIZ,Y,,IN,ASIA,ITC3,IN,,,,N,VIZAG
VJB,XAI XAI,XAI XAI,XAI XAI/MZ,VJB,Y,,MZ,AFRIC,ITC2,MZ,33.62,-25.03,5296,N,XAI XAI
VJI,ABINGDON,ABINGDON,ABINGDON/VA/US:VIRGINIA HIGHLA,VJI,Y,VA,US,NAMER,ITC1,US105,-82.03,36.68,,N,ABINGDON
VJQ,GURUE,GURUE,GURUE/MZ,VJQ,Y,,MZ,AFRIC,ITC2,MZ,37.02,-15.5,,N,GURUE
VKB,MERANO,MERANO,MERANO ITALY/IT,VKB,Y,,IT,EUROP,ITC2,IT067,11.17,46.68,,N,MERANO ITALY
VKG,RACH GIA,RACH GIA,RACH GIA/VN,VKG,Y,,VN,SEASI,ITC3,VN,105.1,9.983,5298,Y,RACH GIA
VKO,MOSCOW VNUKOVO,MOSCOW VNUKOVO,MOSCOW/RU:VNUKOVO INTL,MOW,Y,,RU,EURAS,ITC2,RU130,37.27,55.58,5299,Y,MOSCOW
VKS,VICKSBURG,VICKSBURG,VICKSBURG/MS/US,VKS,Y,MS,US,NAMER,ITC1,US107,-90.93,32.23,,N,VICKSBURG
VKT,VORKUTA,VORKUTA,VORKUTA/RU,VKT,Y,,RU,EURAS,ITC2,RU130,63.98,67.48,,Y,VORKUTA
VKW,WEST KAVIK,WEST KAVIK,WEST KAVIK/AK/US,VKW,Y,AK,US,NAMER,ITC1,US111,-146.9,69.67,,N,WEST KAVIK
VLA,VANDALIA,VANDALIA,VANDALIA/IL/US,VLA,Y,IL,US,NAMER,ITC1,US107,-89.08,38.95,,N,VANDALIA
VLC,VALENCIA,VALENCIA,VALENCIA/ES,VLC,Y,,ES,EUROP,ITC2,ES045,-0.4667,39.48,5300,Y,VALENCIA
VLD,VALDOSTA REGIONAL,VALDOSTA REGION,VALDOSTA/GA/US:REGIONAL,VLD,Y,GA,US,NAMER,ITC1,US105,-83.28,30.78,5301,Y,VALDOSTA
VLE,VALLE,VALLE,VALLE/AZ/US:J T ROBIDOUX,VLE,Y,AZ,US,NAMER,ITC1,US109,-112.2,35.65,,N,VALLE
VLF,NEWCASTLE UNDER L,NEWCASTLE UNDER,NEWCASTLE UNDER LYME/GB,VLF,Y,,GB,EUROP,ITC2,GB053,-2.233,53,,N,NEWCASTLE UNDER LYME
VLG,VILLA GESELL,VILLA GESELL,VILLA GESELL/BA/AR,VLG,Y,BA,AR,SAMER,ITC1,AR003,-57.58,-38.02,5302,N,VILLA GESELL
VLI,PORT VILA,PORT VILA,PORT VILA/VU:BAUERFIELD,VLI,Y,,VU,AUSTL,ITC3,VU115,168.2,-17.67,5303,Y,PORT VILA
VLK,VOLGODONSK,VOLGODONSK,VOLGODONSK/RU,VLK,Y,,RU,EURAS,ITC2,RU130,42.08,47.68,,N,VOLGODONSK
VLL,VALLADOLID,VALLADOLID,VALLADOLID/ES,VLL,Y,,ES,EUROP,ITC2,ES045,-4.717,41.65,5304,Y,VALLADOLID
VLM,VILLAMONTES,VILLAMONTES,VILLAMONTES/BO,VLM,Y,,BO,SAMER,ITC1,BO,-63.5,-21.25,,N,VILLAMONTES
VLN,VALENCIA,VALENCIA,VALENCIA/VE,VLN,Y,,VE,SAMER,ITC1,VE,-68.03,10.15,5305,Y,VALENCIA
VLO,VALLEJO,VALLEJO,VALLEJO/CA/US:STOLPORT,VLO,Y,CA,US,NAMER,ITC1,US110,-122.2,38.12,5306,N,VALLEJO
VLP,VILA RICA,VILA RICA,VILA RICA/MT/BR:MNCPL,VLP,Y,MT,BR,SAMER,ITC1,BR018,-61.03,-3.667,,N,VILA RICA
VLR,VALLENAR,VALLENAR,VALLENAR/CL,VLR,Y,,CL,SAMER,ITC1,CL033,-70.77,-28.6,5307,N,VALLENAR
