CODE,TICKETING_NAME,TELETICKETING_NAME,EXTENDED_NAME,REL_CITY_CODE,IS_AIRPORT,STATE_CODE,REL_COUNTRY_CODE,REL_REGION_CODE,REL_CONTINENT_CODE,REL_TIME_ZONE_GRP,LONGITUDE,LATITUDE,NUMERIC_CODE,IS_COMMERCIAL,CITY_NAME
VLS,VALESDIR,VALESDIR,VALESDIR/VU,VLS,Y,,VU,AUSTL,ITC3,VU115,168.2,-16.8,5308,Y,VALESDIR
VLU,VELIKIYE LUKI,VELIKIYE LUKI,VELIKIYE LUKI/RU,VLU,Y,,RU,EURAS,ITC2,RU130,30.62,56.38,,N,VELIKIYE LUKI
VLV,VALERA,VALERA,VALERA/VE:CARVAJAL,VLV,Y,,VE,SAMER,ITC1,VE,-70.62,9.35,5310,Y,VALERA
VME,VILLA MERCEDES,VILLA MERCEDES,VILLA MERCEDES/SL/AR,VME,Y,SL,AR,SAMER,ITC1,AR003,-65.42,-33.63,5311,N,VILLA MERCEDES
VMI,VALLEMI,VALLEMI,VALLEMI/PY:VALLEMI,VMI,Y,,PY,SAMER,ITC1,PY093,-58,-22.25,,N,VALLEMI
VMU,BAIMURU,BAIMURU,BAIMURU/PG,VMU,Y,,PG,AUSTL,ITC3,PG,144.8,-7.5,5312,Y,BAIMURU
VNA,SARAVANE,SARAVANE,SARAVANE/LA,VNA,Y,,LA,SEASI,ITC3,LA,106.4,15.72,,N,SARAVANE
VNC,VENICE,VENICE,VENICE/FL/US,VNC,Y,FL,US,NAMER,ITC1,US105,-82.43,27.07,5313,N,VENICE
VND,VANGAINDRANO,VANGAINDRANO,VANGAINDRANO/MG,VND,Y,,MG,AFRIC,ITC2,MG,47.57,-23.35,,N,VANGAINDRANO
VNE,VANNES,VANNES,VANNES/FR:MEUCON,VNE,Y,,FR,EUROP,ITC2,FR052,-2.767,47.65,5314,N,VANNES
VNG,VIENGXAY,VIENGXAY,VIENGXAY/LA,VNG,Y,,LA,SEASI,ITC3,LA,102.5,18.93,,N,VIENGXAY
VNO,VILNIUS,VILNIUS,VILNIUS/LT,VNO,Y,,LT,EEURO,ITC2,LT125,25.28,54.63,5315,Y,VILNIUS
VNR,VANROOK,VANROOK,VANROOK/QL/AU,VNR,Y,QL,AU,AUSTL,ITC3,AU131,141.9,-16.87,5316,N,VANROOK
VNS,VARANASI,VARANASI,VARANASI/IN,VNS,Y,,IN,ASIA,ITC3,IN,82.87,25.45,5317,Y,VARANASI
VNX,VILANCULOS,VILANCULOS,VILANCULOS/MZ,VNX,Y,,MZ,AFRIC,ITC2,MZ,35.3,-22.03,5318,Y,VILANCULOS
VNY,LOS ANGELES VNY,LOS ANGELES VNY,LOS ANGELES/CA/US:VAN NUYS,LAX,Y,CA,US,NAMER,ITC1,US110,-118.5,34.2,5319,N,LOS ANGELES
VOG,VOLGOGRAD,VOLGOGRAD,VOLGOGRAD/RU,VOG,Y,,RU,EURAS,ITC2,RU130,44.5,48.75,5320,Y,VOLGOGRAD
VOH,VOHEMAR,VOHEMAR,VOHEMAR/MG,VOH,Y,,MG,AFRIC,ITC2,MG,50,-13.37,5321,N,VOHEMAR
VOI,VOINJAMA,VOINJAMA,VOINJAMA/LR,VOI,Y,,LR,AFRIC,ITC2,LR,-9.75,8.417,5322,N,VOINJAMA
VOK,CAMP DOUGLAS,CAMP DOUGLAS,CAMP DOUGLAS/WI/US:VOLK FIELD,VOK,Y,WI,US,NAMER,ITC1,US107,-90.27,43.92,,N,CAMP DOUGLAS
VOL,VOLOS,VOLOS,VOLOS/GR:NEA ANCHIALOS,VOL,Y,,GR,EUROP,ITC2,GR058,22.83,39.33,5323,Y,VOLOS
VOT,VOTUPORANGA,VOTUPORANGA,VOTUPORANGA/SP/BR,VOT,Y,SP,BR,SAMER,ITC1,BR015,-49.98,-20.4,,N,VOTUPORANGA
VOZ,VORONEZH,VORONEZH,VORONEZH/RU,VOZ,Y,,RU,EURAS,ITC2,RU130,39.22,51.67,,Y,VORONEZH
VPE,ONGIVA,ONGIVA,ONGIVA/AO,VPE,Y,,AO,AFRIC,ITC2,AO,15.6,-17.05,5324,Y,ONGIVA
VPS,VALPARAISO F WALT,VALPARAISO F WA,VALPARAI/FL/US:FT WALTON BEACH,VPS,Y,FL,US,NAMER,ITC1,US107,-86.52,30.47,,Y,VALPARAISO
VPN,VOPNAFJORDUR,VOPNAFJORDUR,VOPNAFJORDUR/IS,VPN,Y,,IS,EUROP,ITC2,IS,-14.82,65.75,5325,Y,VOPNAFJORDUR
VPY,CHIMOIO,CHIMOIO,CHIMOIO/MZ,VPY,Y,,MZ,AFRIC,ITC2,MZ,33.38,-19,,Y,CHIMOIO
VPZ,VALPARAISO,VALPARAISO,VALPARAISO/IN/US:PORTER COUNTY,VPZ,Y,IN,US,NAMER,ITC1,US105,-86.98,41.45,5328,N,VALPARAISO
VQS,VIEQUES,VIEQUES,VIEQUES/PR,VQS,Y,,PR,CARIB,ITC1,PR,-65.4,18.13,5329,Y,VIEQUES
VRA,VARADERO,VARADERO,VARADERO/CU:JUAN GUALBERTO G,VRA,Y,,CU,CARIB,ITC1,CU038,-81.3,23.13,5330,Y,VARADERO
VRB,VERO BEACH,VERO BEACH,VERO BEACH/FL/US:MUNICIPAL,VRB,Y,FL,US,NAMER,ITC1,US105,-80.42,27.65,5331,N,VERO BEACH
VRC,VIRAC,VIRAC,VIRAC/PH,VRC,Y,,PH,PACIF,ITC3,PH,124.2,13.58,5332,Y,VIRAC
VRE,VREDENDAL,VREDENDAL,VREDENDAL/ZA,VRE,Y,,ZA,AFRIC,ITC2,ZA,18.58,-31.68,5333,N,VREDENDAL
VRK,VARKAUS,VARKAUS,VARKAUS/FI,VRK,Y,,FI,EUROP,ITC2,FI047,27.93,62.3,5334,Y,VARKAUS
VRL,VILA REAL,VILA REAL,VILA REAL/PT,VRL,Y,,PT,EUROP,ITC2,PT092,-7.75,41.3,5335,N,VILA REAL
VRN,VERONA,VERONA,VERONA/IT,VRN,Y,,IT,EUROP,ITC2,IT067,10.93,45.47,5336,Y,VERONA
VRO,MATANZAS,MATANZAS,MATANZAS/CU:KAWAMA AIRPORT,VRO,Y,,CU,CARIB,ITC1,CU038,-81.3,23.13,,N,MATANZAS
VRS,VERSAILLES,VERSAILLES,VERSAILLES/MO/US,VRS,Y,MO,US,NAMER,ITC1,US107,-92.82,38.43,5337,N,VERSAILLES
VRU,VRYBURG,VRYBURG,VRYBURG/ZA,VRU,Y,,ZA,AFRIC,ITC2,ZA,24.73,-26.98,5338,N,VRYBURG
VRY,VAEROY,VAEROY,VAEROY/NO:STOLPORT,VRY,Y,,NO,EUROP,ITC2,NO083,12.68,67.67,5339,Y,VAEROY
VSA,VILLAHERMOSA,VILLAHERMOSA,VILLAHERMOSA/MX:CAP C PEREZ,VSA,Y,,MX,NAMER,ITC1,MX168,-92.98,18,5340,Y,VILLAHERMOSA
VSE,VISEU,VISEU,VISEU/PT,VSE,Y,,PT,EUROP,ITC2,PT092,-7.917,40.65,5341,N,VISEU
VSF,SPRINGFIELD,SPRINGFIELD,SPRINGFIELD/VT/US:STATE,VSF,Y,VT,US,NAMER,ITC1,US105,-72.52,43.33,5342,N,SPRINGFIELD
VSG,LUGANSK,LUGANSK,LUGANSK/UA,VSG,Y,,UA,EURAS,ITC2,UA127,39.33,48.57,,Y,LUGANSK
VSK,KENNEWICK,KENNEWICK,KENNEWICK/WA/US:VISTA FIELD,VSK,Y,WA,US,NAMER,ITC1,US110,-119.2,46.22,,N,KENNEWICK
VSO,PHUOCLONG,PHUOCLONG,PHUOCLONG/VN,VSO,Y,,VN,SEASI,ITC3,VN,105.5,9.433,5343,N,PHUOCLONG
VST,VASTERAS HASSLO,VASTERAS HASSLO,STOCKHOLM/SE:VASTERAS HASSLO,STO,Y,,SE,EUROP,ITC2,SE095,16.63,59.58,,Y,STOCKHOLM
VTA,VICTORIA,VICTORIA,VICTORIA/HN,VTA,Y,,HN,CAMER,ITC1,HN,-87.25,14.93,5345,N,VICTORIA
VTB,VITEBSK,VITEBSK,VITEBSK/BY,VTB,Y,,BY,EURAS,ITC2,BY129,30.37,55.13,,N,VITEBSK
VTE,VIENTIANE,VIENTIANE,VIENTIANE/LA:WATTAY,VTE,Y,,LA,SEASI,ITC3,LA,102.6,17.98,5346,Y,VIENTIANE
VTF,VATULELE,VATULELE,VATULELE/FJ,VTF,Y,,FJ,AUSTL,ITC3,FJ169,177.6,-18.55,,N,VATULELE
VTG,VUNG TAU,VUNG TAU,VUNG TAU/VN,VTG,Y,,VN,SEASI,ITC3,VN,107.1,10.37,,N,VUNG TAU
VTL,VITTEL,VITTEL,VITTEL/FR,VTL,Y,,FR,EUROP,ITC2,FR052,5.95,48.2,,N,VITTEL
VTN,VALENTINE,VALENTINE,VALENTINE/NE/US:MILLER FIELD,VTN,Y,NE,US,NAMER,ITC1,US107,-100.6,42.85,5347,N,VALENTINE
VTU,LAS TUNAS,LAS TUNAS,LAS TUNAS/CU,VTU,Y,,CU,CARIB,ITC1,CU038,-76.93,20.98,5348,Y,LAS TUNAS
VTZ,VISHAKHAPATNAM,VISHAKHAPATNAM,VISHAKHAPATNAM/IN,VTZ,Y,,IN,ASIA,ITC3,IN,83.22,17.72,5349,Y,VISHAKHAPATNAM
VUP,VALLEDUPAR,VALLEDUPAR,VALLEDU/CO:ALFONSO L MICHELSEN,VUP,Y,,CO,SAMER,ITC1,CO132,-73.25,10.43,5350,Y,VALLEDUPAR
VUS,VELIKIJ USTYUG,VELIKIJ USTYUG,VELIKIJ USTYUG/RU,VUS,Y,,RU,EURAS,ITC2,RU130,46.32,60.77,,N,VELIKIJ USTYUG
VUU,MVUU CAMP,MVUU CAMP,BLANTYRE/MW:MVUU CAMP,BLZ,Y,,MW,AFRIC,ITC2,MW,35.3,-14.83,,N,BLANTYRE
VVB,MAHANORO,MAHANORO,MAHANORO/MG,VVB,Y,,MG,AFRIC,ITC2,MG,48.8,-19.83,5351,N,MAHANORO
VVC,VILLAVICENCIO,VILLAVICENCIO,VILLAVICENCIO/CO:LA VANGUARDIA,VVC,Y,,CO,SAMER,ITC1,CO132,-73.55,4.083,5352,Y,VILLAVICENCIO
VVE,CITY NAME TEST TH,CITY NAME TEST,CITY N/FR:CITY NAME TEST THREE,VVE,Y,,FR,EUROP,ITC2,FR052,7.233,43.37,,N,CITY NAME TEST THREE
VVI,SANTA CRUZ VVI,SANTA CRUZ VVI,SANTA CRUZ/BO:VIRU VIRU INTL,SRZ,Y,,BO,SAMER,ITC1,BO,-63.13,-17.63,,Y,SANTA CRUZ
VVK,VASTERVIK,VASTERVIK,VASTERVIK/SE,VVK,Y,,SE,EUROP,ITC2,SE095,16.63,57.75,5353,N,VASTERVIK
VVO,VLADIVOSTOK,VLADIVOSTOK,VLADIVOSTOK/RU,VVO,Y,,RU,EURAS,ITC2,RU146,131.7,43.22,5354,Y,VLADIVOSTOK
VVZ,ILLIZI,ILLIZI,ILLIZI/DZ,VVZ,Y,,DZ,AFRIC,ITC2,DZ,8.467,26.48,,Y,ILLIZI
VWY,NILGRIS INDIA,NILGRIS INDIA,NILGRIS INDIA/IN,VWY,Y,,IN,ASIA,ITC3,IN,77.13,28.58,,N,NILGRIS INDIA
VXC,LICHINGA,LICHINGA,LICHINGA/MZ,VXC,Y,,MZ,AFRIC,ITC2,MZ,35.25,-13.28,5355,Y,LICHINGA
VXE,SAO VICENTE,SAO VICENTE,SAO VICENTE/CV:SAN PEDRO,VXE,Y,,CV,AFRIC,ITC2,CV,-24.97,16.85,5356,Y,SAO VICENTE
VXO,VAXJO,VAXJO,VAXJO/SE,VXO,Y,,SE,EUROP,ITC2,SE095,14.95,56.68,5357,Y,VAXJO
VYD,VRYHEID,VRYHEID,VRYHEID/ZA,VYD,Y,,ZA,AFRIC,ITC2,ZA,30.8,-27.78,5358,N,VRYHEID
VYS,PERU,PERU,PERU/IL/US:ILLINOIS VALLEY REG,VYS,Y,IL,US,NAMER,ITC1,US107,-89.13,41.35,,N,PERU
WAA,WALES,WALES,WALES/AK/US,WAA,Y,AK,US,NAMER,ITC1,US111,-168.1,65.67,5359,Y,WALES
WAB,WABAG,WABAG,WABAG/PG,WAB,Y,,PG,AUSTL,ITC3,PG,143.7,-5.483,5360,N,WABAG
WAC,WACA,WACA,WACA/ET,WAC,Y,,ET,AFRIC,ITC2,ET,37.17,7.167,5361,N,WACA
WAD,ANDRIAMENA,ANDRIAMENA,ANDRIAMENA/MG,WAD,Y,,MG,AFRIC,ITC2,MG,47.52,-17.45,5362,N,ANDRIAMENA
WAE,WADI AD DAWASIR,WADI AD DAWASIR,WADI AD DAWASIR/SA,WAE,Y,,SA,MEAST,ITC2,SA,45.17,20.5,,Y,WADI AD DAWASIR
WAF,WANA,WANA,WANA/PK,WAF,Y,,PK,ASIA,ITC3,PK163,69.57,32.28,,N,WANA
WAG,WANGANUI,WANGANUI,WANGANUI/NZ,WAG,Y,,NZ,AUSTL,ITC3,NZ084,175,-39.97,5363,Y,WANGANUI
WAH,WAHPETON,WAHPETON,WAHPETON/ND/US,WAH,Y,ND,US,NAMER,ITC1,US107,-96.6,46.27,5364,N,WAHPETON
WAI,ANTSOHIHY,ANTSOHIHY,ANTSOHIHY/MG,WAI,Y,,MG,AFRIC,ITC2,MG,47.95,-14.92,5365,N,ANTSOHIHY
WAJ,WAWOI FALLS,WAWOI FALLS,WAWOI FALLS/PG,WAJ,Y,,PG,AUSTL,ITC3,PG,142.7,-6.95,,N,WAWOI FALLS
WAK,ANKAZOABO,ANKAZOABO,ANKAZOABO/MG,WAK,Y,,MG,AFRIC,ITC2,MG,44.53,-22.3,5367,N,ANKAZOABO
WAL,CHINCOTEAGUE,CHINCOTEAGUE,CHINCOTEAGUE/VA/US:WALLOPS FLT,WAL,Y,VA,US,NAMER,ITC1,US105,-75.38,37.93,,N,CHINCOTEAGUE
WAM,AMBATONDRAZAKA,AMBATONDRAZAKA,AMBATONDRAZAKA/MG,WAM,Y,,MG,AFRIC,ITC2,MG,48.43,-17.8,5368,N,AMBATONDRAZAKA
WAN,WAVERNEY,WAVERNEY,WAVERNEY/QL/AU,WAN,Y,QL,AU,AUSTL,ITC3,AU131,141.9,-25.37,5369,N,WAVERNEY
WAO,WABO,WABO,WABO/PG,WAO,Y,,PG,AUSTL,ITC3,PG,145,-7.667,5370,N,WABO
WAP,ALTO PALENA,ALTO PALENA,ALTO PALENA/CL,WAP,Y,,CL,SAMER,ITC1,CL033,-71.82,-43.63,5371,N,ALTO PALENA
WAQ,ANTSALOVA,ANTSALOVA,ANTSALOVA/MG,WAQ,Y,,MG,AFRIC,ITC2,MG,44.62,-18.7,5372,N,ANTSALOVA
WAR,WARIS,WARIS,WARIS/ID,WAR,Y,,ID,SEASI,ITC3,ID063,141,-3.233,5373,N,WARIS
WAS,WASHINGTON,WASHINGTON,WASHINGTON/DC/US,WAS,N,DC,US,NAMER,ITC1,US105,-76.67,39.17,,N,WASHINGTON
WAT,WATERFORD,WATERFORD,WATERFORD/IE,WAT,Y,,IE,EUROP,ITC2,IE064,-7.083,52.18,,Y,WATERFORD
WAU,WAUCHOPE,WAUCHOPE,WAUCHOPE/NS/AU,WAU,Y,NS,AU,AUSTL,ITC3,AU007,152.7,-31.45,,N,WAUCHOPE
WAV,WAVE HILL,WAVE HILL,WAVE HILL/NT/AU:KALKGURUNG,WAV,Y,NT,AU,AUSTL,ITC3,AU010,130.9,-17.65,5374,N,WAVE HILL
WAW,WARSAW,WARSAW,WARSAW/PL:F.CHOPIN,WAW,Y,,PL,EEURO,ITC2,PL089,20.97,52.17,5375,Y,WARSAW
WAX,ZWARA,ZWARA,ZWARA/LY,WAX,Y,,LY,AFRIC,ITC2,LY122,1.347,3.433,,N,ZWARA
WAY,WAYNESBURG,WAYNESBURG,WAYNESBURG/PA/US:GREEN COUNTY,WAY,Y,PA,US,NAMER,ITC1,US105,-77.6,39.75,,N,WAYNESBURG
WAZ,WARWICK,WARWICK,WARWICK/QL/AU,WAZ,Y,QL,AU,AUSTL,ITC3,AU131,152,-28.15,5376,N,WARWICK
WBA,WAHAI MALUKU,WAHAI MALUKU,WAHAI MALUKU/ID,WBA,Y,,ID,SEASI,ITC3,ID063,129.5,-2.817,,N,WAHAI MALUKU
WBB,STEBBINS,STEBBINS,STEBBINS/AK/US,WBB,Y,AK,US,NAMER,ITC1,US111,-162.3,63.5,5377,Y,STEBBINS
WBC,WAPOLU,WAPOLU,WAPOLU/PG,WBC,Y,,PG,AUSTL,ITC3,PG,150.4,-9.317,,N,WAPOLU
WBD,BEFANDRIANA,BEFANDRIANA,BEFANDRIANA/MG,WBD,Y,,MG,AFRIC,ITC2,MG,48.48,-15.2,5378,N,BEFANDRIANA
WBE,BEALANANA,BEALANANA,BEALANANA/MG,WBE,Y,,MG,AFRIC,ITC2,MG,48.7,-14.53,5379,N,BEALANANA
WBG,SCHLESWIG JAGEL,SCHLESWIG JAGEL,SCHLESWIG JAGEL/DE,WBG,Y,,DE,EUROP,ITC2,DE040,9.517,54.45,,N,SCHLESWIG JAGEL
WBI,BOULDER BROKER IN,BOULDER BROKER,BOULDER/CO/US:BROKER INN,WBU,Y,CO,US,NAMER,ITC1,US108,-105.3,40.03,,N,BOULDER
WBJ,WON JU,WON JU,WON JU/KR,WBJ,Y,,KR,ASIA,ITC3,KR,128,37.44,,N,WON JU
WBK,WEST BRANCH,WEST BRANCH,WEST BRANCH/MI/US:COMMUNITY,WBK,Y,MI,US,NAMER,ITC1,US105,-84.18,44.24,,N,WEST BRANCH
WBM,WAPENAMANDA,WAPENAMANDA,WAPENAMANDA/PG,WBM,Y,,PG,AUSTL,ITC3,PG,143.7,-5.567,5380,Y,WAPENAMANDA
WBN,WOBURN,WOBURN,WOBURN/MA/US:CUMMINGS PARK,WBN,Y,MA,US,NAMER,ITC1,US105,-71.15,42.47,,N,WOBURN
WBO,BEROROHA,BEROROHA,BEROROHA/MG,WBO,Y,,MG,AFRIC,ITC2,MG,45.13,-21.6,5381,N,BEROROHA
WBQ,BEAVER,BEAVER,BEAVER/AK/US,WBQ,Y,AK,US,NAMER,ITC1,US111,-147.4,66.35,5382,Y,BEAVER
WBR,BIG RAPIDS,BIG RAPIDS,BIG RAPIDS/MI/US,WBR,Y,MI,US,NAMER,ITC1,US105,-85.5,43.72,5383,N,BIG RAPIDS
WBU,BOULDER MUNICIPAL,BOULDER MUNICIP,BOULDER/CO/US:MUNICIPAL,WBU,Y,CO,US,NAMER,ITC1,US108,-105.2,40.03,5384,N,BOULDER
WBW,WLKS BR SCRTN WYO,WLKS BR SCRTN W,WILKES BARRE/PA/US:WYOMING VAL,AVP,Y,PA,US,NAMER,ITC1,US105,-75.72,41.33,,N,WILKES BARRE
WCA,CASTRO,CASTRO,CASTRO/CL:GAMBOA,WCA,Y,,CL,SAMER,ITC1,CL033,-73.75,-42.5,5385,N,CASTRO
WCH,CHAITEN,CHAITEN,CHAITEN/CL,WCH,Y,,CL,SAMER,ITC1,CL033,-72.72,-42.93,5386,N,CHAITEN
WCR,CHANDALAR,CHANDALAR,CHANDALAR/AK/US,WCR,Y,AK,US,NAMER,ITC1,US111,-148.5,67.5,5387,N,CHANDALAR
WDA,WADI AIN,WADI AIN,WADI AIN/YE,WDA,Y,,YE,MEAST,ITC2,YE,45.55,14.87,5388,N,WADI AIN
WDB,DEEP BAY,DEEP BAY,DEEP BAY/AK/US,WDB,Y,AK,US,NAMER,ITC1,US111,-131.8,55.45,,N,DEEP BAY
WDG,ENID WOODRING MUN,ENID WOODRING M,ENID/OK/US:WOODRING MNCPL,WDG,Y,OK,US,NAMER,ITC1,US107,-97.78,36.38,5389,N,ENID
WDH,WINDHOEK INT,WINDHOEK INT,WINDHOEK/NA:HOSEA KUTAKO INT'L,WDH,Y,,NA,AFRIC,ITC2,NA004,17.47,-22.47,,Y,WINDHOEK
WDI,WONDAI,WONDAI,WONDAI/QL/AU,WDI,Y,QL,AU,AUSTL,ITC3,AU131,151.9,-26.32,,N,WONDAI
WDN,WALDRON ISLAND,WALDRON ISLAND,WALDRON ISLAND/WA/US,WDN,Y,WA,US,NAMER,ITC1,US110,-122.3,47.6,,N,WALDRON ISLAND
WDR,WINDER,WINDER,WINDER/GA/US,WDR,Y,GA,US,NAMER,ITC1,US105,-83.67,33.98,5391,N,WINDER
WDY,KODIAK FSS,KODIAK FSS,KODIAK/AK/US:KODIAK FSS,ADQ,Y,AK,US,NAMER,ITC1,US111,-152.4,57.8,,N,KODIAK
WEA,WEATHERFORD,WEATHERFORD,WEATHERFORD/TX/US:PARKER CNTY,WEA,Y,TX,US,NAMER,ITC1,US107,-97.78,32.75,,N,WEATHERFORD
WED,WEDAU,WEDAU,WEDAU/PG,WED,Y,,PG,AUSTL,ITC3,PG,150.1,-10.1,5392,N,WEDAU
WEF,WEIFANG,WEIFANG,WEIFANG/CN,WEF,Y,,CN,ASIA,ITC3,CN035,119.2,36.75,,Y,WEIFANG
WEH,WEIHAI,WEIHAI,WEIHAI/CN,WEH,Y,,CN,ASIA,ITC3,CN035,122.1,37.5,,Y,WEIHAI
WEI,WEIPA,WEIPA,WEIPA/QL/AU,WEI,Y,QL,AU,AUSTL,ITC3,AU131,141.9,-12.68,5393,Y,WEIPA
WEL,WELKOM,WELKOM,WELKOM/ZA,WEL,Y,,ZA,AFRIC,ITC2,ZA,26.75,-28,5394,N,WELKOM
WEM,WEST MALLING,WEST MALLING,WEST MALLING/GB,WEM,Y,,GB,EUROP,ITC2,GB053,0.4167,51.3,,N,WEST MALLING
WEP,WEAM,WEAM,WEAM/PG,WEP,Y,,PG,AUSTL,ITC3,PG,141.1,-8.667,5395,N,WEAM
WES,WEASUA,WEASUA,WEASUA/LR,WES,Y,,LR,AFRIC,ITC2,LR,-10.48,7.283,5396,N,WEASUA
WET,WAGETHE,WAGETHE,WAGETHE/ID,WET,Y,,ID,SEASI,ITC3,ID063,136.3,-4.05,5397,N,WAGETHE
WEW,WEE WAA,WEE WAA,WEE WAA/NS/AU,WEW,Y,NS,AU,AUSTL,ITC3,AU007,149.4,-30.23,5398,N,WEE WAA
WEX,WEXFORD,WEXFORD,WEXFORD/IE:CASTLEBRIDGE,WEX,Y,,IE,EUROP,ITC2,IE064,-6.45,52.33,,N,WEXFORD
WFB,KETCHIKAN WFB,KETCHIKAN WFB,KETCHIKAN/AK/US:WATERFRONT SPB,KTN,Y,AK,US,NAMER,ITC1,US111,-131.7,55.37,,N,KETCHIKAN
WFD,WOODFORD,WOODFORD,WOODFORD/GB:WOODFORD,WFD,Y,,GB,EUROP,ITC2,GB053,-2.149,53.34,,N,WOODFORD
WFI,FIANARANTSOA,FIANARANTSOA,FIANARANTSOA/MG,WFI,Y,,MG,AFRIC,ITC2,MG,47.1,-21.45,5399,N,FIANARANTSOA
WFK,FRENCHVILLE,FRENCHVILLE,FRENCHVILLE/ME/US,WFK,Y,ME,US,NAMER,ITC1,US105,-68.38,47.35,,N,FRENCHVILLE
WGA,WAGGA WAGGA,WAGGA WAGGA,WAGGA WAGGA/NS/AU:FORREST HILL,WGA,Y,NS,AU,AUSTL,ITC3,AU007,147.5,-35.17,5401,Y,WAGGA WAGGA
WGB,BAHAWALNAGAR,BAHAWALNAGAR,BAHAWALNAGAR/PK,WGB,Y,,PK,ASIA,ITC3,PK163,73.25,30,,N,BAHAWALNAGAR
WGC,WARANGAL,WARANGAL,WARANGAL/IN,WGC,Y,,IN,ASIA,ITC3,IN,79.6,17.92,,N,WARANGAL
WGE,WALGETT,WALGETT,WALGETT/NS/AU,WGE,Y,NS,AU,AUSTL,ITC3,AU007,148.1,-30.03,5402,Y,WALGETT
WGF,MANAMA,MANAMA,MANAMA/BH:MANAMA,WGF,Y,,BH,MEAST,ITC2,BH,50.5,26.2,,N,MANAMA
WGL,ISLE BALTRA,ISLE BALTRA,ISLE BALTRA/EC:OFF-,WGL,N,,EC,SAMER,ITC1,EC042,,,,N,ISLE BALTRA
WGN,WAITANGI,WAITANGI,WAITANGI/NZ,WGN,Y,,NZ,AUSTL,ITC3,NZ084,174,-35.17,5403,N,WAITANGI
WGO,WINCHESTER,WINCHESTER,WINCHESTER/VA/US:MUNICIPAL,WGO,Y,VA,US,NAMER,ITC1,US105,-78.17,39.18,5404,N,WINCHESTER
WGP,WAINGAPU,WAINGAPU,WAINGAPU/ID,WGP,Y,,ID,SEASI,ITC3,ID062,120.3,-9.667,5405,Y,WAINGAPU
WGT,WANGARATTA,WANGARATTA,WANGARATTA/VI/AU,WGT,Y,VI,AU,AUSTL,ITC3,AU007,146.3,-36.37,5406,N,WANGARATTA
WGU,WAGAU,WAGAU,WAGAU/PG,WGU,Y,,PG,AUSTL,ITC3,PG,146.8,-6.8,,N,WAGAU
WGY,WAGNY,WAGNY,WAGNY/GA,WGY,Y,,GA,AFRIC,ITC2,GA,10.43,0.5167,5407,N,WAGNY
WGZ,MANLY,MANLY,MANLY/NS/AU:MANLY,WGZ,Y,NS,AU,AUSTL,ITC3,AU007,151.3,-33.8,,N,MANLY
WHD,HYDER,HYDER,HYDER/AK/US:SPB,WHD,Y,AK,US,NAMER,ITC1,US111,-130.1,55.92,,N,HYDER
WHF,WADI HALFA,WADI HALFA,WADI HALFA/SD,WHF,Y,,SD,AFRIC,ITC2,SD172,31.28,21.77,,N,WADI HALFA
WHH,BOULDER HILTONS H,BOULDER HILTONS,BOULDER/CO/US:HILTON HAR H,WBU,Y,CO,US,NAMER,ITC1,US108,-105.9,37.43,,N,BOULDER
WHK,WHAKATANE,WHAKATANE,WHAKATANE/NZ,WHK,Y,,NZ,AUSTL,ITC3,NZ084,176.9,-37.93,5408,Y,WHAKATANE
WHL,WELSHPOOL,WELSHPOOL,WELSHPOOL/VI/AU,WHL,Y,VI,AU,AUSTL,ITC3,AU007,146.5,-38.68,,N,WELSHPOOL
WHO,FRANZ JOSEF,FRANZ JOSEF,FRANZ JOSEF/NZ,WHO,Y,,NZ,AUSTL,ITC3,NZ084,170,-43.3,5409,N,FRANZ JOSEF
WHP,LOS ANGELES WHP,LOS ANGELES WHP,LOS ANGELES/CA/US:WHITEMAN,LAX,Y,CA,US,NAMER,ITC1,US110,-118.4,34.26,,N,LOS ANGELES
WHS,WHALSAY,WHALSAY,WHALSAY/GB,WHS,Y,,GB,EUROP,ITC2,GB053,-0.9833,60.37,5411,N,WHALSAY
WHT,WHARTON,WHARTON,WHARTON/TX/US,WHT,Y,TX,US,NAMER,ITC1,US107,-96.1,29.32,5412,N,WHARTON
WHU,WUHU,WUHU,WUHU/CN,WHU,Y,,CN,ASIA,ITC3,CN035,118.4,31.37,,N,WUHU
WIB,WILBARGER COUNTY,WILBARGER COUNT,WILBARGER/TX/US:COUNTY,WIB,Y,TX,US,NAMER,ITC1,US107,-99.28,34.23,,N,WILBARGER
WIC,WICK,WICK,WICK/GB,WIC,Y,,GB,EUROP,ITC2,GB053,-3.083,58.45,5413,Y,WICK
WID,WILDENRATH,WILDENRATH,WILDENRATH/DE,WID,Y,,DE,EUROP,ITC2,DE040,6.217,51.1,,N,WILDENRATH
WIE,WIESBADEN AFB,WIESBADEN AFB,WIESBADEN/DE:AIR BASE,UWE,Y,,DE,EUROP,ITC2,DE040,8.25,50.08,,N,WIESBADEN
WIK,SURFDALE,SURFDALE,SURFDALE/NZ,WIK,Y,,NZ,AUSTL,ITC3,NZ084,175.1,-36.83,5414,N,SURFDALE
WIL,NAIROBI WILSON,NAIROBI WILSON,NAIROBI/KE:WILSON,NBO,Y,,KE,AFRIC,ITC2,KE,36.8,-1.317,5415,Y,NAIROBI
WIN,WINTON,WINTON,WINTON/QL/AU,WIN,Y,QL,AU,AUSTL,ITC3,AU131,143.1,-22.35,5416,Y,WINTON
