"id" "airport" "pg"
"120" "AMM" 0.00117021904946115
"1020" "GRR" 0.0011676732257288
"2009" "NCL" 0.00116500341115476
"417" "BUF" 0.00116078271564052
"756" "DSM" 0.00115469487928652
"360" "BOI" 0.00115176168866009
"2745" "SYR" 0.00115126643813707
"275" "BGO" 0.00114115697349017
"635" "CUN" 0.00114013138427434
"357" "BOD" 0.00113913424586008
"2657" "SOF" 0.00113882600938391
"286" "BHM" 0.00113828543698378
"2465" "ROC" 0.00113533677110202
"2316" "PPT" 0.0011351361971271
"2598" "SJC" 0.00113058334675661
"42" "ADD" 0.00112976065840166
"2935" "TUS" 0.00112820021315199
"926" "FUK" 0.00112809638917668
"1081" "HFD" 0.00112652199908867
"1026" "GSO" 0.00112331645347566
"481" "CCS" 0.0011206807993423
"2518" "SAV" 0.00111775478947186
"1151" "HSV" 0.00111663252611233
"593" "COS" 0.00111640058995334
"2280" "PMI" 0.00111111549734004
"1544" "KWI" 0.00110960126094043
"2931" "TUN" 0.00110599307565357
"2520" "SBA" 0.00110245876117884
"932" "FYV" 0.00110195741839003
"3088" "VRN" 0.00109978631466879
"893" "FMY" 0.00109942279592185
"1632" "LIT" 0.00109680793254251
"262" "BEY" 0.00109557165417174
"1060" "HAR" 0.00109290883591717
"1027" "GSP" 0.00109085872143563
"2138" "ONT" 0.0010868050334362
"29" "ACC" 0.00107944044709749
"729" "DMM" 0.00107555073076497
"259" "BET" 0.00107347228114401
"2608" "SJU" 0.00106440808600258
"1187" "ICT" 0.0010563986465735
"1611" "LEX" 0.00105518713327001
"3067" "VLC" 0.0010505891168236
"1171" "HYD" 0.00103990039575552
"952" "GDL" 0.00103350885561143
"104" "ALB" 0.00103063012397849
"1516" "KTM" 0.00103009715259457
"457" "CAE" 0.00102714594756339
"1924" "MSN" 0.00102239018971091
"1496" "KRT" 0.00102037097612913
"818" "ELP" 0.00101917008081887
"107" "ALG" 0.00101906390521533
"2298" "PNS" 0.00101468720508964
"2068" "NTE" 0.00101207600547567
"466" "CAS" 0.00100512954089197
"390" "BRS" 0.00100341278448098
"2196" "PBI" 0.00100011160618681
"2440" "RIX" 0.000994681804820112
"1999" "NAS" 0.000992411015367505
"2352" "PVD" 0.000992301379367203
"1024" "GRZ" 0.000989003697274166
"534" "CID" 0.000986063778996544
"745" "DPS" 0.000985818797162051
"582" "CNS" 0.000985491419330834
"1058" "HAN" 0.000983822310306206
"959" "GEG" 0.0009833446058237
"2303" "POM" 0.000982717552436126
"1853" "MLI" 0.000982576265387553
"2569" "SGF" 0.000980280621134413
"1918" "MRY" 0.00097948954848678
"1635" "LJU" 0.000979142814659584
"103" "ALA" 0.000970232598762996
"1664" "LNZ" 0.000969658473605933
"3325" "YQB" 0.00096768238521309
"1489" "KRK" 0.000965224385454153
"3074" "VNO" 0.000965127304813214
"2142" "OPO" 0.000964921506880714
"1002" "GOA" 0.00096399400513986
"105" "ALC" 0.000958448483857305
"2358" "PWM" 0.000954277152991498
"615" "CRW" 0.000952254485025195
"2326" "PSA" 0.000949005348313657
"2464" "ROA" 0.000948096744275214
"195" "AVL" 0.000948095064366788
"1289" "JAN" 0.000943651424717729
"2300" "POA" 0.000943465296527544
"1108" "HKT" 0.000939991458572939
"1974" "MYR" 0.000938313262113833
"1883" "MOB" 0.000936584105273251
"628" "CTU" 0.000932769097359645
"2105" "OGG" 0.000928618070756457
"3410" "YYJ" 0.000928224228458326
"2825" "TIP" 0.000924840294232119
"1780" "MDE" 0.000922203221576622
"1562" "LAD" 0.00092082427629198
"930" "FWA" 0.000920185449217119
"2331" "PSP" 0.000918548395350711
"482" "CCU" 0.000913487775677937
"1015" "GRB" 0.000913340524920967
"411" "BTV" 0.000912284977510129
"848" "EUG" 0.000908940630302273
"1940" "MTY" 0.000908448469774359
"3081" "VPS" 0.000908421874638764
"1997" "NAP" 0.000900992718353644
"2346" "PUS" 0.000900100404799656
"3336" "YQT" 0.000898275830317557
"14" "ABE" 0.000896998559803091
"2522" "SBN" 0.000895566610117616
"916" "FSD" 0.000892585680879398
"407" "BTR" 0.000891502518656535
"461" "CAK" 0.000888112947559208
"1014" "GPT" 0.000885406849204974
"953" "GDN" 0.000884641778025471
"3265" "YHZ" 0.000883971707741177
"1802" "MFR" 0.000883429524667879
"394" "BSB" 0.000881781457878836
"784" "EBB" 0.000879259188432236
"2849" "TLH" 0.000874913075101779
"1575" "LBA" 0.000874225022536323
"2428" "RGN" 0.000872570714304928
"2749" "SZG" 0.000868615576223525
"2587" "SHV" 0.000868046881386895
"2938" "TVC" 0.000866182602233718
"1817" "MHT" 0.000865546121345631
"1614" "LFT" 0.000864546972833871
"2243" "PIA" 0.000863556672101318
"672" "DAM" 0.000862579030030884
"2977" "UIO" 0.000855319198157521
"3053" "VGO" 0.000855155745126165
"1898" "MPL" 0.000850686803176303
"2394" "RAP" 0.000849329363074262
"526" "CHO" 0.000847790215996692
"520" "CHA" 0.000847292655166894
"180" "ATW" 0.000845155300788782
"2668" "SPK" 0.000843741779405472
"892" "FMO" 0.000843647946713713
"1807" "MGM" 0.000840697390414931
"1495" "KRS" 0.000840671981080344
"854" "EVV" 0.000838555226543374
"1585" "LCA" 0.000837895506917979
"605" "CPT" 0.000833115661689455
"868" "FAY" 0.000831819419021696
"300" "BIL" 0.00083087062581515
"1951" "MVD" 0.000829220526166833
"2599" "SJD" 0.000828035685827693
"1418" "KHI" 0.000825205668067583
"2356" "PVR" 0.000821229001278778
"2149" "ORK" 0.000819332474364327
"339" "BMI" 0.000818893482224664
"1033" "GUA" 0.000817589985958029
"218" "BAK" 0.000817150224153526
"70" "AGS" 0.000815236559455441
"1225" "INN" 0.000811348814853702
"865" "FAR" 0.000810377894724192
"2898" "TRD" 0.000806390524679095
"1063" "HAV" 0.000803989034305181
"673" "DAR" 0.000802031866212498
"2327" "PSC" 0.000801748142850786
"2850" "TLL" 0.000800863152112971
"1773" "MCT" 0.000800687706868082
"2083" "NWI" 0.000800039616757249
"503" "CFE" 0.000797883057170857
"1925" "MSO" 0.000797816618405046
"130" "ANK" 0.000796922088487817
"1210" "ILM" 0.000796480746103499
"3392" "YXE" 0.000791454161817303
"3181" "XMN" 0.000791246395264703
"670" "DAC" 0.000790966884674196
"450" "BZN" 0.000790941009520362
"58" "AEX" 0.000785711280543175
"1859" "MLU" 0.000782360948570507
"1087" "HGH" 0.000781864117556814
"24" "ABV" 0.000781721835847123
"2901" "TRI" 0.000781394392246028
"860" "EYW" 0.000778846899461602
"197" "AVP" 0.000777839843909266
"900" "FNT" 0.000776943442476211
"2591" "SIA" 0.000776337747088864
"2615" "SKG" 0.000775941842800732
"258" "BES" 0.000773749217205343
"1099" "HIR" 0.000772618433142194
"1208" "ILE" 0.000770604608564243
"296" "BHZ" 0.000765040313945172
"1473" "KOA" 0.000760111347379327
"1754" "MAO" 0.000758887725120899
"3069" "VLI" 0.000757929665522268
"2031" "NKG" 0.000756736093565632
"553" "CKG" 0.000756098277487046
"192" "AUW" 0.000755822314402669
"1747" "MAF" 0.000753216998603773
"2512" "SAL" 0.000751137962657971
"1848" "MLA" 0.000750167379632183
"2115" "OKA" 0.000748437355672905
"2093" "OAK" 0.00074464890983825
"2549" "SDQ" 0.000743689848843708
"1659" "LNK" 0.000740794260597327
"719" "DLA" 0.000739993122373959
"1627" "LIH" 0.000738321997983353
"1286" "JAC" 0.000736904648382855
"2409" "RDM" 0.000735669949206139
"1459" "KMG" 0.000735567709522281
"613" "CRP" 0.000728942443635798
"2308" "POZ" 0.000728922581882625
"1001" "GNV" 0.000728828079843914
"2237" "PHF" 0.000728490355377874
"1762" "MBJ" 0.000728289159247556
"870" "FCA" 0.000726568959181387
"319" "BKI" 0.000726318629993962
"2725" "SVQ" 0.000724744571116086
"2527" "SCE" 0.000722817850668616
"983" "GJT" 0.000720343771930743
"3148" "WUH" 0.00071758149084373
"1164" "HUY" 0.000716932137504063
"2906" "TRS" 0.00071675588050305
"583" "CNX" 0.00071125437983969
"3400" "YXU" 0.000710513209990788
"47" "ADL" 0.000709060499701201
"1576" "LBB" 0.000708133025230005
"422" "BUR" 0.000706667478416988
"645" "CWB" 0.000706547852406109
"1046" "GYE" 0.000706542579923064
"1337" "JNU" 0.000706469757633657
"1798" "MFE" 0.000706188777409498
"3335" "YQR" 0.00070587980971025
"521" "CHC" 0.000703447557295827
"214" "AZO" 0.000703349078316281
"116" "AMA" 0.000702342016093125
"569" "CMB" 0.000702327509514241
"1764" "MBS" 0.000698181416352376
"2174" "OVD" 0.000697750223639118
"877" "FIH" 0.000696939627077872
"274" "BGM" 0.000696831542126849
"1675" "LPL" 0.000695934436639869
"718" "DKR" 0.000693682468240285
"1284" "IZM" 0.000692412299730107
"1995" "NAN" 0.000691630558514099
"3" "AAL" 0.000691208657028714
"1566" "LAN" 0.000690470588664073
"647" "CWL" 0.000689871637984441
"2092" "OAJ" 0.000686136366720461
"2052" "NOU" 0.000685547214444907
"2291" "PNH" 0.000685423840786709
"873" "FDH" 0.000685355573291039
"622" "CTA" 0.000683958153769026
"1866" "MME" 0.000683195796138244
"855" "EWN" 0.000682664176492371
"265" "BFL" 0.000682222535607147
"1671" "LPA" 0.000680220730909695
"329" "BLI" 0.000680203606474369
"2216" "PEN" 0.000679188198976635
"2342" "PUF" 0.000675476201009226
"3125" "WLG" 0.000674335724644116
"2681" "SRQ" 0.000674154029880739
"1691" "LSE" 0.000670011176892392
"2579" "SHE" 0.000669431536501309
"720" "DLC" 0.000667921476299264
"1140" "HPN" 0.000666229365325783
"1141" "HRB" 0.000663247505729459
"2129" "OME" 0.00066244628533982
"2482" "RST" 0.000659508031698563
"619" "CSL" 0.000659178758501941
"886" "FLO" 0.000658622599561873
"669" "DAB" 0.000658067682005533
"3141" "WRO" 0.000656937342656763
"2708" "SUB" 0.000656425690843991
"305" "BIS" 0.000656289873263145
"1517" "KTN" 0.000655193194233756
"383" "BRI" 0.000653934286704244
"138" "AOI" 0.000652491096088514
"1186" "IBZ" 0.000651739870747565
"2416" "REK" 0.000650586630254398
"722" "DLH" 0.000648193362266036
"38" "ACV" 0.000646905167963566
"817" "ELM" 0.000644850176833824
"2224" "PFN" 0.000639373067001267
"1804" "MGA" 0.000637637694243108
"2282" "PMO" 0.000637461864456626
"2952" "TYR" 0.000636978118540543
"2762" "TAO" 0.000636232094456941
"1849" "MLB" 0.000636164387065416
"617" "CSG" 0.000635329294383315
"211" "AYT" 0.000634983794495277
"2344" "PUJ" 0.000634228288571034
"682" "DBV" 0.000633528982117231
"2911" "TSE" 0.000632683725212687
"573" "CMI" 0.000630682286072365
"1258" "ITH" 0.000627490701344165
"117" "AMD" 0.000627371158627618
"491" "CEB" 0.000626075043985556
"1035" "GUM" 0.000625969015144716
"2673" "SPU" 0.000623283578754262
"1249" "ISB" 0.000623001001975932
"1927" "MSQ" 0.000621118338323721
"315" "BJX" 0.000619839037669601
"36" "ACT" 0.000617781491146091
"3287" "YLW" 0.000617731676540401
"1417" "KHH" 0.000615846398550287
"1812" "MHD" 0.000615835474484242
"702" "DHN" 0.000615159289407026
"2408" "RDD" 0.000610400526623121
"835" "ERI" 0.000609768716284396
"2751" "SZX" 0.000606292183545946
"183" "AUA" 0.000606010542833759
"1587" "LCG" 0.000604690995029635
"1031" "GTF" 0.000604681925486863
"562" "CLL" 0.000604276247557678
"763" "DUR" 0.000604147568326608
"2817" "TIA" 0.000603523582964651
"162" "ASE" 0.000601321951156789
"1890" "MOT" 0.000601013223971836
"905" "FOR" 0.000599949094521748
"2463" "RNS" 0.000599818427845236
"3368" "YUM" 0.000599652258055122
"1733" "LYH" 0.000599185969041593
"3068" "VLD" 0.000597035333228143
"3417" "YZF" 0.000595166822335399
"1588" "LCH" 0.000594173552943935
"564" "CLO" 0.000593140892635101
"3414" "YYT" 0.000590580920239845
"2878" "TNR" 0.00058849768536243
"620" "CSX" 0.000584009524195515
"2686" "SSA" 0.000583337200311602
"2984" "ULN" 0.000582920239359601
"2884" "TOL" 0.000582185118074921
"2731" "SWF" 0.000582068944993774
"1885" "MOD" 0.000580412747525843
"917" "FSM" 0.000580366284638288
"2533" "SCQ" 0.000579020673971237
"2511" "SAH" 0.000578660068856165
"1623" "LHE" 0.000575480519720703
"1682" "LRD" 0.00057357600475157
"2667" "SPI" 0.000573014993769209
"1584" "LBV" 0.000572999134114497
"26" "ABY" 0.000572986417689438
"2515" "SAP" 0.000571793814066377
"1092" "HHH" 0.000571736501150222
"906" "FPO" 0.000570760601021074
"590" "COO" 0.000570124496007754
"1023" "GRX" 0.000569378765319911
"2737" "SXM" 0.000566115506806184
"28" "ACA" 0.000565615073707011
"901" "FOC" 0.000565232720414251
"387" "BRO" 0.000563630537623201
"3278" "YKM" 0.000559698331829606
"592" "COR" 0.000559399044520284
"1520" "KTW" 0.000556405314693724
"1934" "MTJ" 0.000555389940974936
"1260" "ITO" 0.000555366743332389
"2649" "SNN" 0.00055509219106487
"7" "AAR" 0.000554903879011561
"1452" "KLU" 0.000554818248225253
"2784" "TCI" 0.000554371828355926
"853" "EVN" 0.000553712364125041
"2273" "PLS" 0.000549874687642893
"1573" "LAW" 0.000548624428340099
"1430" "KIN" 0.0005480759573037
"15" "ABI" 0.000548056418956837
"3186" "XRY" 0.000547085951362582
"533" "CIC" 0.000546423362752173
"2704" "STT" 0.000545272558048027
"864" "FAO" 0.000545226046054983
"588" "COK" 0.000545008181550306
"1786" "MDZ" 0.000543729979285155
"1188" "IDA" 0.000542622116131275
"2102" "ODS" 0.000541998523525657
"1399" "KEP" 0.000541370633769191
"242" "BDA" 0.00054054975580853
"1630" "LIR" 0.000540121117760961
"1616" "LGB" 0.000535046510305248
"2672" "SPS" 0.000534918168455638
"2690" "SSI" 0.000534914805890184
"276" "BGR" 0.000532486476786443
"1434" "KIV" 0.00053174785781107
"781" "EAT" 0.000531213072172521
"949" "GCM" 0.000530556819780137
"453" "BZV" 0.000530189944965779
"1796" "MES" 0.000530157702579616
"1463" "KMQ" 0.000524364951293292
"2963" "UBS" 0.000524279662042677
"1915" "MRU" 0.000523730428064357
"1146" "HRL" 0.000522491528513487
"2607" "SJT" 0.000522282123809749
"2728" "SVX" 0.00052206665636258
"1850" "MLE" 0.000521674990225803
"1674" "LPI" 0.000520098106055287
"2168" "OTZ" 0.000518419340654613
"447" "BZE" 0.000518209093156284
"1907" "MQT" 0.000517676029799331
"3049" "VER" 0.000516751928453495
"2914" "TSR" 0.000516412488969784
"2709" "SUF" 0.000515635853986147
"48" "ADQ" 0.000514035956588117
"2016" "NDJ" 0.000513754566824461
"2596" "SIP" 0.000513187395726694
"1111" "HLN" 0.000513053168454688
"3395" "YXL" 0.000511087369830106
"2602" "SJJ" 0.000508060994574103
"967" "GFK" 0.000507947624156563
"2166" "OTH" 0.000505638781367568
"750" "DRO" 0.000505603072879423
"41" "ADA" 0.000505097845990266
"2764" "TAS" 0.000504195472744456
"2094" "OAX" 0.000504067414132747
"753" "DRW" 0.000503052839588377
"55" "AES" 0.000501717869212011
"2688" "SSG" 0.00050069780393712
"2452" "RMI" 0.000499437646668722
"1096" "HIJ" 0.000497414884430989
"2419" "REP" 0.000495789177245486
"372" "BPT" 0.00049320320042242
"3332" "YQM" 0.000489369400569512
"2524" "SBY" 0.00048906597393408
"1923" "MSL" 0.000486364941332571
"559" "CLD" 0.000485917575545623
"604" "CPR" 0.000484756305329536
"1387" "KCH" 0.000482172193803738
"2473" "ROV" 0.000481971196019225
"2169" "OUA" 0.000481456491054251
"1721" "LWO" 0.000480712430995992
"2669" "SPN" 0.000480025284262718
"2998" "URC" 0.000478975845909886
"515" "CGO" 0.000478698884859896
"2545" "SDJ" 0.000478457087543259
"2908" "TRV" 0.00047740743340983
"2277" "PLZ" 0.000477315929170817
"2186" "PAP" 0.000475947990772569
"1722" "LWS" 0.000475391899622093
"2578" "SHD" 0.000474661105067694
"1133" "HOQ" 0.000474422754343647
"2269" "PLN" 0.000474394759693821
"2385" "QYG" 0.000473975220362616
"1819" "MID" 0.000473508333560107
"2810" "TGU" 0.000471670771374358
"2306" "POS" 0.000471101585191635
"16" "ABJ" 0.000470927584968117
"2646" "SMX" 0.000469674586304452
"1542" "KWE" 0.000468977757067536
"473" "CBR" 0.000468043769580123
"2183" "PAD" 0.000467807660996977
"3201" "YAO" 0.000467617161918566
"636" "CUR" 0.000467396200610036
"1500" "KSC" 0.00046450234809311
"1792" "MEI" 0.000464287600071299
"2026" "NIM" 0.000463498687321904
"322" "BKO" 0.000462568020755029
"1255" "ISP" 0.000462537323310773
"458" "CAG" 0.00046222612630238
"2715" "SUX" 0.000462113529859815
"1494" "KRR" 0.000460469333807465
"33" "ACK" 0.000459873990414874
"3348" "YSB" 0.00045961838630471
"2776" "TBS" 0.000459418802869911
"2845" "TKU" 0.000459198389342249
"517" "CGQ" 0.000459193612801602
"2632" "SLP" 0.000458373759764904
"381" "BRD" 0.000458053600352653
"3090" "VSA" 0.000456610129980963
"2296" "PNQ" 0.000455954683564054
"885" "FLN" 0.000455680924574726
"586" "COD" 0.000454143070693663
"54" "AER" 0.000454122200566047
"3137" "WNZ" 0.000453830965551023
"1654" "LMT" 0.000453721589706217
"3111" "WDH" 0.000453670680954099
"2886" "TOS" 0.000451254650579295
"2933" "TUP" 0.000450292894568165
"799" "EGE" 0.000449651779618724
"3413" "YYR" 0.000448633916244217
"3064" "VIX" 0.000447203183472816
"2947" "TXK" 0.000447187779346742
"1615" "LFW" 0.000445500841494878
"310" "BJI" 0.000444980393009812
"1839" "MKG" 0.000443846278065053
"1078" "HER" 0.000443091065001277
"3247" "YGK" 0.000442753882136017
"114" "ALW" 0.000441029082428153
"2748" "SYZ" 0.000440356450143209
"2431" "RHI" 0.000440042382942785
"664" "CZM" 0.000438250822181225
"2415" "REG" 0.000437824541863105
"2432" "RHO" 0.000436844867425561
"111" "ALO" 0.000436603073864833
"1663" "LNY" 0.000434223567376232
"2233" "PGV" 0.00043422214211483
"2703" "STS" 0.000434207734051529
"637" "CUU" 0.000433181534556151
"1642" "LLA" 0.000431754909158563
"3364" "YTS" 0.000431422418596964
"724" "DLM" 0.000430572107687319
"1168" "HVN" 0.000430550961513364
"1224" "INL" 0.000429115410141961
"21" "ABR" 0.000429082763800343
"2058" "NQT" 0.000428703317723423
"1079" "HET" 0.000426471844030309
"2256" "PKB" 0.000424025794062698
"492" "CEC" 0.00042399062105239
"2897" "TRC" 0.000423515715733067
"2660" "SON" 0.000422746732141045
"2685" "SRZ" 0.000422177822607424
"2839" "TKJ" 0.000421902157233423
"1775" "MCW" 0.000419846135922525
"2044" "NNR" 0.000419748515177189
"2707" "STX" 0.000419005144612585
"1547" "KWL" 0.000418097829455171
"2247" "PIR" 0.000415677234978689
"133" "ANU" 0.000414964585177662
"1760" "MBA" 0.000414623452283106
"2279" "PMC" 0.000413819776685099
"2289" "PNA" 0.000413578999200229
"3200" "YAM" 0.000413561369538641
"2510" "SAF" 0.000412861235344333
"1354" "JST" 0.000412545939055184
"2304" "POP" 0.000411998111490717
"169" "ASU" 0.000411145550249547
"3352" "YSJ" 0.000409753448102039
"2474" "ROW" 0.00040859622142459
"440" "BXN" 0.000408496975640666
"2863" "TMP" 0.000408334082875045
"1709" "LUN" 0.000407758815549662
"2916" "TSV" 0.000407477311234637
"2397" "RBA" 0.000407153184890316
"1899" "MPM" 0.000406530487006142
"1619" "LGK" 0.000406064904246324
"737" "DOK" 0.000404806785145938
"576" "CMX" 0.000404196215708885
"1094" "HIB" 0.000404190593398676
"1815" "MHK" 0.000403382692342662
"2185" "PAH" 0.000402118760229981
"782" "EAU" 0.000401606628621979
"1410" "KGL" 0.000400252281750773
"913" "FRU" 0.000400182293215829
"1523" "KUF" 0.000399681700313152
"971" "GGT" 0.000399155256921149
"1056" "HAK" 0.000398654852383505
"1493" "KRP" 0.000398169940263688
"2272" "PLQ" 0.000398077405173279
"624" "CTG" 0.000397972875469706
"2619" "SKP" 0.000397839362899825
"946" "GCC" 0.000396862979712899
"2531" "SCN" 0.000395460753236743
"681" "DBQ" 0.000395452100165693
"2484" "RTB" 0.000394966287810361
"3239" "YFC" 0.000394443383790237
"1749" "MAH" 0.000392960642567633
"1605" "LEI" 0.000392799845012037
"2991" "UME" 0.000392413110621783
"1238" "IPT" 0.00039236688251689
"1672" "LPB" 0.000392049260007311
"518" "CGR" 0.000392011893871814
"2833" "TJM" 0.000391757402546126
"2746" "SYX" 0.000390049404981754
"3236" "YEV" 0.00038925418429636
"2324" "PRN" 0.000388056100407796
"1840" "MKK" 0.000387893124483884
"1835" "MJV" 0.000387778911241683
"2761" "TAM" 0.000386812387745715
"273" "BGI" 0.000386717405411532
"1783" "MDL" 0.000386387858831943
"1048" "GYN" 0.000385397504104856
"304" "BIR" 0.000385160794249113
"1316" "JIB" 0.000384261825955508
"2414" "REC" 0.000383743968615333
"1313" "JHM" 0.00038319239503884
"1062" "HAU" 0.000383004724159127
"365" "BOO" 0.000382647091409252
"2493" "RUN" 0.000382424011810461
"2392" "RAK" 0.000382361684444935
"3097" "VVO" 0.000382014379237867
"3092" "VTE" 0.000381626667522107
"223" "BAV" 0.000380231244902271
"1131" "HOM" 0.000380079732625318
"386" "BRN" 0.000379983885871678
"1855" "MLM" 0.000379859192599241
"364" "BON" 0.000379314106277088
"3360" "YTH" 0.000379202067141644
"3007" "USM" 0.000378599210993216
"1350" "JRO" 0.000377089209482198
