Export data from the tables of Geonames:
alternateName	alternateName	geonameid	name	latitude	longitude	country	fcode	population	timezone	alternatenames
PIS	LFBI	6299372	Poitiers-Biard	46.5877400	0.3066700	FR	AIRP	0	Europe/Paris	LFBI,PIS
MCU	LFBK	6299373	Montluçon-Guéret	46.2226400	2.3639600	FR	AIRP	0	Europe/Paris	LFBK,MCU
LIG	LFBL	6299374	Limoges-Bellegarde	45.8627800	1.1794400	FR	AIRP	0	Europe/Paris	LFBL,LIG
NIT	LFBN	6299376	Niort-Souché	46.3113000	-0.4015000	FR	AIRP	0	Europe/Paris	LFBN,NIT
PUF	LFBP	6299377	Pau Pyrénées Airport	43.3800000	-0.4186100	FR	AIRP	0	Europe/Paris	Aeroport Pau-Pyrenees,Aeroporto di Pau-Pyrenees,Aeroporto di Pau-Pyrénées,Aeropuerto de Pau-Pirineos,Aéroport Pau-Pyrénées,Bandar Udara Pau Pyrenees,Bandar Udara Pau Pyrénées,Flughafen Pau-Pyrenaeen,Flughafen Pau-Pyrenäen,LFBP,PUF,Pau - Pyrenees,Pau - Pyrénées,Pau Pyrenees Airport,Pau Pyrénées Airport
LDE	LFBT	6299378	Tarbes-Lourdes-Pyrénées Airport	43.1786800	-0.0064400	FR	AIRP	0	Europe/Paris	Aeroport de Tarbes-Lourdes-Pyrenees,Aeroporto di Tarbes-Lourdes-Pyrenees,Aeroporto di Tarbes-Lourdes-Pyrénées,Aéroport de Tarbes-Lourdes-Pyrénées,Bandar Udara Tarbes-Lourdes-Pyrenees,Bandar Udara Tarbes-Lourdes-Pyrénées,Flughafen Lourdes,LDE,LFBT,Lapangan Terbang Lourdes-Pyrenees,Port lotniczy Lourdes,Tarbes-Lourdes-Pyrenees,Tarbes-Lourdes-Pyrenees Airport,Tarbes-Lourdes-Pyrénées,Tarbes-Lourdes-Pyrénées Airport
PGX	LFBX	6299380	Périgueux-Bassillac	45.1980600	0.8155600	FR	AIRP	0	Europe/Paris	LFBX,PGX
XDA	LFBY	6299381	Dax-Seyresse	43.6896000	-1.0666600	FR	AIRP	0	Europe/Paris	LFBY,XDA
BIQ	LFBZ	6299382	Biarritz-Bayonne-Anglet	43.4684200	-1.5233200	FR	AIRP	0	Europe/Paris	BIQ,LFBZ
LBI	LFCI	6299384	Albi-Le Sequestre	43.9138900	2.1130600	FR	AIRP	0	Europe/Paris	LBI,LFCI
RDZ	LFCR	6299385	Rodez-Marcillac Airport	44.4078700	2.4826700	FR	AIRP	0	Europe/Paris	Aeroport de Rodez-Marcillac,Aeroporto di Rodez-Marcillac,Aeropuerto de Rodez-Marcillac,Aéroport de Rodez-Marcillac,Bandar Udara Rodez-Marcillac,Flughafen Rodez-Marcillac,LFCR,RDZ,Rodez-Marcillac,Rodez-Marcillac Airport
DLE	LFGJ	6299388	Dole-Tavaux	47.0390100	5.4272500	FR	AIRP	0	Europe/Paris	DLE,LFGJ
LPY	LFHP	6299389	Le Puy-Loudes	45.0806900	3.7628900	FR	AIRP	0	Europe/Paris	LFHP,LPY
ETZ	LFJL	6299391	Metz-Nancy-Lorraine Airport	48.9825500	6.2413200	FR	AIRP	0	Europe/Paris	ETZ,LFJL,Metz-Nancy-Lorraine,Metz-Nancy-Lorraine Airport
BIA	LFKB	6299392	Bastia-Poretta	42.5526600	9.4837300	FR	AIRP	0	Europe/Paris	BIA,LFKB
CLY	LFKC	6299393	Calvi - Sainte-Catherine	42.5307500	8.7931900	FR	AIRP	0	Europe/Paris	CLY,LFKC
FSC	LFKF	6299394	Figari - Sud-Corse	41.5005600	9.0977800	FR	AIRP	0	Europe/Paris	FSC,LFKF
AJA	LFKJ	6299395	Ajaccio-Napoléon-Bonaparte	41.9236400	8.8029200	FR	AIRP	0	Europe/Paris	AJA,Campo Dell'Oro,LFKJ
AUF	LFLA	6299397	Auxerre-Branches	47.8501900	3.4971100	FR	AIRP	0	Europe/Paris	AUF,LFLA
CMF	LFLB	6299398	Chambéry - Aix-les-Bains	45.6380500	5.8802200	FR	AIRP	0	Europe/Paris	CMF,Chambery-Savoie aeroport,Chambéry-Savoie aéroport,LFLB
CFE	LFLC	6299399	Clermont-Ferrand - Auvergne	45.7866600	3.1691700	FR	AIRP	0	Europe/Paris	CFE,LFLC
BOU	LFLD	6299400	Bourges Airport	47.0580600	2.3702800	FR	AIRP	0	Europe/Paris	Aeroport de Bourges,Aéroport de Bourges,BOU,Bourges,Bourges Airport,LFLD
LYS	LFLL	6299401	Lyon-Saint-Exupéry	45.7263900	5.0908300	FR	AIRP	0	Europe/Paris	LFLL,LYS,Lyon - Satolas
QNX	LFLM	6299402	Mâcon-Charnay	46.2951000	4.7957700	FR	AIRP	0	Europe/Paris	LFLM,QNX
SYT	LFLN	6299403	Saint-Yan Airport	46.4125400	4.0132600	FR	AIRP	0	Europe/Paris	Aeroport de Saint-Yan,Aéroport de Saint-Yan,LFLN,SYT,Saint-Yan,Saint-Yan Airport
XMK	LFLQ	6299404	Montélimar-Ancône	44.5810800	4.7387600	FR	AIRP	0	Europe/Paris	LFLQ,XMK
GNB	LFLS	6299405	Grenoble-Isère Airport	45.3629400	5.3293800	FR	AIRP	0	Europe/Paris	GNB,Grenoble - Saint-Geoirs,Grenoble-Isere,Grenoble-Isere Airport,Grenoble-Isère,Grenoble-Isère Airport,LFLS
VHY	LFLV	6299406	Vichy-Charmeil	46.1696900	3.4037400	FR	AIRP	0	Europe/Paris	LFLV,VHY
AUR	LFLW	6299407	Aurillac	44.8913900	2.4219400	FR	AIRP	0	Europe/Paris	AUR,LFLW
CHR	LFLX	6299408	Châteauroux-Déols	46.8621900	1.7306700	FR	AIRP	0	Europe/Paris	CHR,Chateauroux - Centre,Châteauroux - Centre,LFLX
LYN	LFLY	6299409	Lyon-Bron Airport	45.7271700	4.9442800	FR	AIRP	0	Europe/Paris	Aeroport de Lyon-Bron,Aéroport de Lyon-Bron,LFLY,LYN,Lyon-Bron,Lyon-Bron Airport
QXB	LFMA	6299410	Aix-Les Milles	43.5055500	5.3677800	FR	AIRP	0	Europe/Paris	Aix-en-Provence,LFMA,QXB
CEQ	LFMD	6299412	Cannes-Mandelieu	43.5420500	6.9534800	FR	AIRP	0	Europe/Paris	CEQ,LFMD
EBU	LFMH	6299414	Saint-Etienne - Bouthéon	45.5405500	4.2963900	FR	AIRP	0	Europe/Paris	EBU,LFMH
IFR	LFMI	6299415	Istres-le-Tubé	43.5227400	4.9238400	FR	AIRP	0	Europe/Paris	BA125,IFR,LFMI
CCF	LFMK	6299416	Carcassonne-Salvaza	43.2159800	2.3063200	FR	AIRP	0	Europe/Paris	CCF,Carcassonne en Pays Cathare,LFMK
MRS	LFML	6299417	Marseille Provence Airport	43.4355600	5.2136100	FR	AIRP	0	Europe/Paris	LFML,MRS,Marseille / Marignane,Marseille Provence Airport,Marseille-Provence
NCE	LFMN	6299418	Nice - Côte d'Azur	43.6608600	7.2054000	FR	AIRP	0	Europe/Paris	Aeroport de Nice Cote d'Azur,Aéroport de Nice Côte d'Azur,Cote d'Azur International Airport,Côte d'Azur International Airport,Flughafen Nizza,LFMN,NCE,Niza Aeropuerto
PGF	LFMP	6299420	Perpignan-Rivesaltes	42.7404400	2.8706700	FR	AIRP	0	Europe/Paris	LFMP,PGF
MPL	LFMT	6299421	Montpellier-Méditerranée	43.5761900	3.9630100	FR	AIRP	0	Europe/Paris	LFMT,MPL
BZR	LFMU	6299422	Béziers-Vias	43.3235200	3.3539000	FR	AIRP	0	Europe/Paris	BZR,LFMU
MEN	LFNB	6299425	Mende-Brenoux	44.5021100	3.5328200	FR	AIRP	0	Europe/Paris	LFNB,MEN
BVA	LFOB	6299427	Beauvais-Tillé	49.4544400	2.1127800	FR	AIRP	0	Europe/Paris	BVA,LFOB
XAN	LFOF	6299430	Alençon-Valframbert	48.4466300	0.1083200	FR	AIRP	0	Europe/Paris	LFOF,XAN
LEH	LFOH	6299431	Le Havre-Octeville	49.5338900	0.0880600	FR	AIRP	0	Europe/Paris	LEH,LFOH
XAB	LFOI	6299432	Abbeville	50.1434900	1.8318900	FR	AIRP	0	Europe/Paris	Abbeville - Buigny - Saint Maclou,LFOI,XAB
XCR	LFOK	6299434	Châlons-Vatry	48.7761100	4.1844400	FR	AIRP	0	Europe/Paris	Chalons-Vatry,LFOK,XCR
URO	LFOP	6299435	Rouen Airport	49.3841700	1.1748000	FR	AIRP	0	Europe/Paris	LFOP,Rouen Airport,Rouen-Vallee de Seine,Rouen-Vallée de Seine,URO
QTJ	LFOR	6299436	Chartres-Champhol	48.4569400	1.5201700	FR	AIRP	0	Europe/Paris	LFOR,QTJ
TUF	LFOT	6299438	Tours-Val de Loire	47.4322200	0.7276100	FR	AIRP	0	Europe/Paris	BA705,LFOT,TUF
TNF	LFPN	6299442	Toussus-le-Noble Airport	48.7519200	2.1061900	FR	AIRP	0	Europe/Paris	Aeroport de Toussus-le-Noble,Aéroport de Toussus-le-Noble,LFPN,Lapangan Terbang Toussus-le-Noble,TNF,Toussus-le-Noble,Toussus-le-Noble Airport
QYR	LFQB	6299444	Troyes-Barberey	48.3221400	4.0167000	FR	AIRP	0	Europe/Paris	LFQB,QYR
NVS	LFQG	6299445	Nevers-Fourchambault	47.0026200	3.1133300	FR	AIRP	0	Europe/Paris	LFQG,NVS
XCB	LFQI	6299447	Cambrai-Epinoy	50.2218100	3.1542400	FR	AIRP	0	Europe/Paris	BA103,Cambrai - Niergnies,LFQI,XCB
LIL	LFQQ	6299448	Lille-Lesquin	50.5619400	3.0894400	FR	AIRP	0	Europe/Paris	LFQQ,LIL
XCZ	LFQV	6299449	Charleville-Mézières	49.7839400	4.6470800	FR	AIRP	0	Europe/Paris	LFQV,XCZ
BES	LFRB	6299451	Brest-Bretagne	48.4479100	-4.4185400	FR	AIRP	0	Europe/Paris	BES,LFRB
CER	LFRC	6299452	Cherbourg-Maupertus	49.6501100	-1.4702800	FR	AIRP	0	Europe/Paris	CER,LFRC
DNR	LFRD	6299453	Dinard - Pleurtuit - Saint-Malo	48.5876800	-2.0799600	FR	AIRP	0	Europe/Paris	DNR,LFRD
EDM	LFRI	6299454	La Roche-sur-Yon - Les Ajoncs	46.7019400	-1.3786200	FR	AIRP	0	Europe/Paris	EDM,LFRI,Rene Couzinet,René Couzinet
CFR	LFRK	6299456	Caen-Carpiquet	49.1733300	-0.4500000	FR	AIRP	0	Europe/Paris	CFR,LFRK
LME	LFRM	6299458	Le Mans-Arnage	47.9486100	0.2016700	FR	AIRP	0	Europe/Paris	LFRM,LME
LAI	LFRO	6299459	Lannion	48.7543800	-3.4716600	FR	AIRP	0	Europe/Paris	LAI,LFRO,Lannion - Cote de Granit,Lannion - Côte de Granit,Lannion - Servel
UIP	LFRQ	6299460	Quimper-Pluguffan	47.9749800	-4.1677900	FR	AIRP	0	Europe/Paris	LFRQ,Quimper - Cornouaille,UIP
NTE	LFRS	6299461	Nantes Atlantique Airport	47.1531900	-1.6107200	FR	AIRP	0	Europe/Paris	Aeroport Nantes Atlantique,Aeroporto di Nantes-Atlantique,Aeropuerto de Nantes Atlantique,Aéroport Nantes Atlantique,Bandar Udara Nantes-Atlantique,Flughafen Nantes,LFRS,Luchthaven Nantes Atlantique,NTE,Nantes Atlantique Airport,Nantes-Atlantique,Port lotniczy Nantes
SBK	LFRT	6299462	Saint-Brieuc-Armor	48.5377800	-2.8544400	FR	AIRP	0	Europe/Paris	LFRT,SBK
MXN	LFRU	6299463	Morlaix-Ploujean	48.6032200	-3.8157800	FR	AIRP	0	Europe/Paris	LFRU,MXN
SNR	LFRZ	6299464	Saint-Nazaire - Montoir	47.3121900	-2.1491800	FR	AIRP	0	Europe/Paris	LFRZ,SNR
QBQ	LFSA	6299465	Besançon-Thise	47.2053100	6.0804200	FR	AIRP	0	Europe/Paris	LFSA,QBQ
MLH	LFSB	6299466	Bâle-Mulhouse	47.5895800	7.5299100	FR	AIRP	0	Europe/Paris	BSL,Basel-Muelhausen,Basel-Mulhouse,Basel-Mülhausen,Basilea-Mulhouse,EAP,EuroAirport Basel-Mulhouse-Freiburg,LFSB,MLH
BSL	LFSB	6299466	Bâle-Mulhouse	47.5895800	7.5299100	FR	AIRP	0	Europe/Paris	BSL,Basel-Muelhausen,Basel-Mulhouse,Basel-Mülhausen,Basilea-Mulhouse,EAP,EuroAirport Basel-Mulhouse-Freiburg,LFSB,MLH
EAP	LFSB	6299466	Bâle-Mulhouse	47.5895800	7.5299100	FR	AIRP	0	Europe/Paris	BSL,Basel-Muelhausen,Basel-Mulhouse,Basel-Mülhausen,Basilea-Mulhouse,EAP,EuroAirport Basel-Mulhouse-Freiburg,LFSB,MLH
DIJ	LFSD	6299468	Dijon-Longvic	47.2688900	5.0900000	FR	AIRP	0	Europe/Paris	BA102,DIJ,Dijon-Bourgogne,LFSD
ENC	LFSN	6299471	Nancy-Essey Airport	48.6920700	6.2304600	FR	AIRP	0	Europe/Paris	ENC,LFSN,Nancy-Essey,Nancy-Essey Airport
RHE	LFSR	6299474	Reims-Champagne	49.3100000	4.0500000	FR	AIRP	0	Europe/Paris	BA112,LFSR,RHE,Reims - Prunay
SXB	LFST	6299475	Strasbourg Airport	48.5383200	7.6282300	FR	AIRP	0	Europe/Paris	LFST,SXB,Strasbourg Airport,Strasbourg-Entzheim
TLN	LFTH	6299477	Hyères - Le Palyvestre	43.0973400	6.1460300	FR	AIRP	0	Europe/Paris	LFTH,TLN,Toulon - Hyeres - Le Palyvestre,Toulon - Hyères - Le Palyvestre
FSP	LFVP	6299479	Saint-Pierre	46.7629000	-56.1730900	PM	AIRP	0	America/Miquelon	FSP,LFVP,Saint-Pierre Airport
PYR	LGAD	6299482	Andravida Airport	37.9207100	21.2925800	GR	AIRP	0	Europe/Athens	LGAD,PYR
AXD	LGAL	6299483	Alexandroupoli Airport	40.8558700	25.9562600	GR	AIRP	0	Europe/Athens	AXD,LGAL
ATH	LGAV	6299484	Athens Eleftherios Venizelos International Airport	37.9363600	23.9444700	GR	AIRP	0	Europe/Athens	ATH,Flughafen Athen-Eleftherios Venizelos,LGAV
VOL	LGBL	6299485	Anchialos Airport	39.2196200	22.7943400	GR	AIRP	0	Europe/Athens	LGBL,VOL
JKH	LGHI	6299487	Chios Airport	38.3431800	26.1405700	GR	AIRP	0	Europe/Athens	JKH,LGHI
HER	LGIR	6299488	Heraklion Airport	35.3397200	25.1803000	GR	AIRP	0	Europe/Athens	HER,Heraklion International Airport Nikos Kazantzakis,LGIR,Κρατικός Αερολιμένας Ηρακλείου »Νίκος Καζαντζάκης«
KSO	LGKA	6299489	Kastoria Airport	40.4462900	21.2821900	GR	AIRP	0	Europe/Athens	KSO,LGKA
KIT	LGKC	6299490	Kithira Airport	36.2742600	23.0169800	GR	AIRP	0	Europe/Athens	KIT,LGKC
EFL	LGKF	6299491	Kefalhnia Airport	38.1200700	20.5004800	GR	AIRP	0	Europe/Athens	EFL,LGKF
KLX	LGKL	6299492	Kalamata Airport	37.0683200	22.0255200	GR	AIRP	0	Europe/Athens	KLX,LGKL
KGS	LGKO	6299493	Kos Airport	36.7933400	27.0916700	GR	AIRP	0	Europe/Athens	KGS,LGKO
AOK	LGKP	6299494	Karpathos Airport	35.4214100	27.1460100	GR	AIRP	0	Europe/Athens	AOK,LGKP
CFU	LGKR	6299495	Kerkyra Airport	39.6019400	19.9116700	GR	AIRP	0	Europe/Athens	CFU,LGKR
KVA	LGKV	6299496	Chrysoupoli Airport	40.9133100	24.6192200	GR	AIRP	0	Europe/Athens	KVA,LGKV
KZI	LGKZ	6299497	Kozani Airport	40.2861100	21.8408300	GR	AIRP	0	Europe/Athens	KZI,LGKZ
LXS	LGLM	6299498	Limnos Airport	39.9170700	25.2363100	GR	AIRP	0	Europe/Athens	LGLM,LXS
LRA	LGLR	6299499	Larissa Airport	39.6502500	22.4655000	GR	AIRP	0	Europe/Athens	LGLR,LRA
JMK	LGMK	6299500	Mikonos Island, Mikonos Airport	37.4351300	25.3481000	GR	AIRP	0	Europe/Athens	JMK,LGMK
MJT	LGMT	6299501	Mytilini Airport	39.0566700	26.5983300	GR	AIRP	0	Europe/Athens	LGMT,MJT
JNX	LGNX	6299502	Cyclades Islands, Naxos Airport	37.0797200	25.3669400	GR	AIRP	0	Europe/Athens	JNX,LGNX
PAS	LGPA	6299503	Paros Community Airport	37.0111100	25.1255600	GR	AIRP	0	Europe/Athens	LGPA,PAS
PVK	LGPZ	6299504	Aktion Airport	38.9254700	20.7653100	GR	AIRP	0	Europe/Athens	LGPZ,PVK
GPA	LGRX	6299506	Araxos Airport	38.1511100	21.4255600	GR	AIRP	0	Europe/Athens	GPA,LGRX
CHQ	LGSA	6299507	Souda Airport	35.5317500	24.1496800	GR	AIRP	0	Europe/Athens	CHQ,LGSA
JSI	LGSK	6299508	Skiathos Island	39.1771000	23.5036800	GR	AIRP	0	Europe/Athens	JSI,LGSK
SMI	LGSM	6299509	Samos Airport	37.6900000	26.9116700	GR	AIRP	0	Europe/Athens	LGSM,SMI
JSY	LGSO	6299510	Syros Airport	37.4227900	24.9509400	GR	AIRP	0	Europe/Athens	JSY,LGSO
JTR	LGSR	6299511	Santorini Airport	36.3991700	25.4793300	GR	AIRP	0	Europe/Athens	JTR,LGSR,Santorini Thira Airport
SKG	LGTS	6299514	Thessaloniki Airport	40.5197200	22.9709500	GR	AIRP	0	Europe/Athens	International Airport Thessaloniki Macedonia,KRATIKOS AEROLIMENAS THESSALONIKES MAKEDONIA,Kratikos Aerodoimeus Thesallonikis Makedonia,Kratikós Aerodóiméus Thesalloníkis Makedonia,LGTS,SKG,ΚΡΑΤΙΚΟΣ ΑΕΡΟΛΙΜΕΝΑΣ ΘΕΣΣΑΛΟΝΙΚΗΣ ΜΑΚΕΔΟΝΙΑ
ZTH	LGZA	6299516	Zakinthos Airport	37.7508500	20.8842500	GR	AIRP	0	Europe/Athens	LGZA,ZTH
BUD	LHBP	6299519	Budapest / Ferihegy	47.4369300	19.2555900	HU	AIRP	0	Europe/Budapest	BUD,LHBP
DEB	LHDC	6299520	Debrecen	47.4889200	21.6153300	HU	AIRP	0	Europe/Budapest	DEB,LHDC
PEV	LHPP	6299526	Pecs / Pogany	45.9909300	18.2409800	HU	AIRP	0	Europe/Budapest	LHPP,PEV
CRV	LIBC	6299534	Crotone	38.9972200	17.0801700	IT	AIRP	0	Europe/Rome	CRV,LIBC
BRI	LIBD	6299535	Bari / Palese Macchie	41.1388600	16.7605900	IT	AIRP	0	Europe/Rome	BRI,LIBD
TAR	LIBG	6299537	Grottaglie	40.5175100	17.4032100	IT	AIRP	0	Europe/Rome	LIBG,TAR
LCC	LIBN	6299539	Lecce	40.2392300	18.1333200	IT	AIRP	0	Europe/Rome	LCC,LIBN
PSR	LIBP	6299540	Aeroporto d'Abruzzo	42.4328600	14.1867800	IT	AIRP	0	Europe/Rome	LIBP,PSR
BDS	LIBR	6299542	Brindisi	40.6576300	17.9470300	IT	AIRP	0	Europe/Rome	BDS,LIBR
SUF	LICA	6299550	Lamezia Terme Airport	38.9053900	16.2422700	IT	AIRP	0	Europe/Rome	LICA,Lamezia Terme,Lamezia Terme Airport,SUF
LMP	LICD	6299552	Lampedusa Airport	35.4979100	12.6180800	IT	AIRP	0	Europe/Rome	LICD,LMP,Lampedusa,Lampedusa Airport
PNL	LICG	6299555	Pantelleria Airport	36.8165200	11.9688600	IT	AIRP	0	Europe/Rome	Aeroporto di Pantelleria,Aeropuerto de Pantelleria,Flughafen Pantelleria,LICG,PNL,Pantelleria,Pantelleria Airport
PMO	LICJ	6299556	Palermo / Punta Raisi	38.1759600	13.0910200	IT	AIRP	0	Europe/Rome	Falcone-Borsellino Airport,LICJ,PMO,Palermo Airport
REG	LICR	6299561	Reggio Calabria Airport	38.0712100	15.6515600	IT	AIRP	0	Europe/Rome	LICR,REG,Reggio Calabria,Reggio Calabria Airport
TPS	LICT	6299562	Trapani / Birgi	37.9114000	12.4879600	IT	AIRP	0	Europe/Rome	LICT,TPS
NSY	LICZ	6299564	Catania / Sigonella	37.4016600	14.9223600	IT	AIRP	0	Europe/Rome	LICZ,NSY,Sigonella
AHO	LIEA	6299565	Alghero	40.6321300	8.2907700	IT	AIRP	0	Europe/Rome	AHO,LIEA
OLB	LIEO	6299573	Olbia / Costa Smeralda	40.8986600	9.5176300	IT	AIRP	0	Europe/Rome	LIEO,OLB
BGY	LIME	6299575	Bergamo / Orio Al Serio	45.6738900	9.7041700	IT	AIRP	0	Europe/Rome	Aeropuerto Bergamo,BGY,Bergamo Airport,LIME
TRN	LIMF	6299576	Torino / Caselle	45.2007600	7.6496300	IT	AIRP	0	Europe/Rome	LIMF,TRN
ALL	LIMG	6299577	Albenga	44.0506100	8.1274300	IT	AIRP	0	Europe/Rome	ALL,LIMG
LIN	LIML	6299580	Milano / Linate	45.4451000	9.2767400	IT	AIRP	0	Europe/Rome	LIML,LIN,airport Milan Linate
PMF	LIMP	6299582	Parma	44.8244800	10.2963700	IT	AIRP	0	Europe/Rome	LIMP,PMF
QPZ	LIMS	6299583	Piacenza	44.9130600	9.7233300	IT	AIRP	0	Europe/Rome	LIMS,QPZ
CUF	LIMZ	6299587	Cuneo / Levaldigi	44.5470200	7.6232200	IT	AIRP	0	Europe/Rome	CUF,LIMZ
BZO	LIPB	6299589	Bolzano	46.4601900	11.3263800	IT	AIRP	0	Europe/Rome	BZO,LIPB
UDN	LIPD	6299591	Udine / Campoformido	46.0333300	13.1833300	IT	AIRP	0	Europe/Rome	LIPD,UDN
TSF	LIPH	6299593	Treviso / S. Angelo	45.6484000	12.1944200	IT	AIRP	0	Europe/Rome	LIPH,TSF
RMI	LIPR	6299599	Federico Fellini Airport	44.0202900	12.6117500	IT	AIRP	0	Europe/Rome	Federico Fellini Airport,LIPR,RMI
VIC	LIPT	6299600	Vicenza	45.5734100	11.5295500	IT	AIRP	0	Europe/Rome	LIPT,VIC
VRN	LIPX	6299601	Verona / Villafranca	45.3957100	10.8885300	IT	AIRP	0	Europe/Rome	LIPX,VRN,Valerio Catullo Villafranca International Airport,Verona Airport,Verona-Villafranca Airport
AOI	LIPY	6299602	Falconara	43.6163400	13.3623200	IT	AIRP	0	Europe/Rome	AOI,LIPY
CIA	LIRA	6299616	Roma Ciampino Airport	41.7993600	12.5949400	IT	AIRP	0	Europe/Rome	CIA,LIRA
QLY	LIRE	6299618	Pratica Di Mare	41.6545200	12.4451800	IT	AIRP	0	Europe/Rome	LIRE,QLY
FCO	LIRF	6299619	Roma Fiumicino	41.7959500	12.2586800	IT	AIRP	0	Europe/Rome	Aeroporto internazionale Leonardo da Vinci,FCO,Fiumicino International Airport,Flughafen Rom-Fiumicino,LIRF,Leonardo da Vinci International Airport
QSR	LIRI	6299622	Pontecagnano Air Force Base	40.6204000	14.9112900	IT	AIRP	0	Europe/Rome	LIRI,QSR
EBA	LIRJ	6299623	Marina Di Campo	42.7602800	10.2394400	IT	AIRP	0	Europe/Rome	EBA,LIRJ
QLT	LIRL	6299625	Latina Airport	41.5424400	12.9090200	IT	AIRP	0	Europe/Rome	Aeroporto di Latina,LIRL,Latina,Latina Airport,QLT
NAP	LIRN	6299627	Napoli / Capodichino	40.8860300	14.2907800	IT	AIRP	0	Europe/Rome	LIRN,NAP
PSA	LIRP	6299628	Pisa / S. Giusto	43.6839200	10.3927500	IT	AIRP	0	Europe/Rome	Galileo Galilei International Airport,LIRP,PSA,Pisa Airport
FLR	LIRQ	6299629	Firenze / Peretola	43.8099500	11.2051000	IT	AIRP	0	Europe/Rome	FLR,LIRQ
GRS	LIRS	6299630	Grosseto Airport	42.7597500	11.0719000	IT	AIRP	0	Europe/Rome	Aeroporto di Grosseto,GRS,Grosseto,Grosseto Airport,LIRS
PEG	LIRZ	6299634	Perugia	43.0959100	12.5132200	IT	AIRP	0	Europe/Rome	LIRZ,PEG
MBX	LJMB	6299644	Maribor / Slivnica	46.4798600	15.6861300	SI	AIRP	0	Europe/Ljubljana	LJMB,MBX
GTW	LKHO	6299647	Holesov	49.3166700	17.5666700	CZ	AIRP	0	Europe/Prague	GTW,LKHO
UHE	LKKU	6299648	Kunovice Airport	49.0294400	17.4397200	CZ	AIRP	0	Europe/Prague	Kunovice,Kunovice Airport,LKKU,UHE
KLV	LKKV	6299649	Karlovy Vary	50.2029800	12.9149800	CZ	AIRP	0	Europe/Prague	KLV,LKKV
OSR	LKMT	6299652	Ostrava / Mosnov	49.6962900	18.1110500	CZ	AIRP	0	Europe/Prague	LKMT,OSR
PRG	LKPR	6299654	Praha - Ruzyně	50.1008300	14.2600000	CZ	AIRP	0	Europe/Prague	LKPR,PRG
BRQ	LKTB	6299656	Brno-Tuřany Airport	49.1512700	16.6944300	CZ	AIRP	0	Europe/Prague	BRQ,Brno / Turany,Brno-Turany Airport,Brno-Tuřany Airport,LKTB
BEV	LLBS	6299657	Beer-Sheva	31.2870000	34.7229500	IL	AIRP	0	Asia/Jerusalem	BEV,LLBS
ETH	LLET	6299658	Eilat Airport	29.5612800	34.9600800	IL	AIRP	0	Asia/Jerusalem	ETH,Eilat,Eilat Airport,LLET
HFA	LLHA	6299659	Sde-Haifa Haifa	32.8094400	35.0430600	IL	AIRP	0	Asia/Jerusalem	HFA,LLHA
RPN	LLIB	6299660	Galilee / Pina	32.9810500	35.5719100	IL	AIRP	0	Asia/Jerusalem	LLIB,RPN,Rosh Pina
VDA	LLOV	6299661	Ovda	29.9402500	34.9358500	IL	AIRP	0	Asia/Jerusalem	LLOV,VDA
GRZ	LOWG	6299668	Graz Airport	46.9910700	15.4396300	AT	AIRP	0	Europe/Vienna	GRZ,Graz Airport,Graz-Thalerhof-Flughafen,LOWG
INN	LOWI	6299669	Innsbruck Airport	47.2602200	11.3439600	AT	AIRP	0	Europe/Vienna	Aeroporto de Innsbruck,Aeroporto di Innsbruck,Aeropuerto de Innsbruck,Flughafen Innsbruck,INN,Innsbruck Airport,Innsbruck-Flughafen,Innsbruckin lentoasema,Insbruk,LOWI,Lapangan Terbang Innsbruck,Letalisce Innsbruck,Letališče Innsbruck,Luchthaven Innsbruck,Port lotniczy Innsbruck,San bay Innsbruck,Sân bay Innsbruck,Zracna luka Innsbruck,Zračna luka Innsbruck,airport Innsbruck,insuburukku kong gang,Инсбрук,インスブルック空港
LNZ	LOWL	6299670	Linz Airport	48.2332200	14.1875100	AT	AIRP	0	Europe/Vienna	LNZ,LOWL,Linz / Hoersching-Flughafen,Linz Airport
SZG	LOWS	6299671	Salzburg Airport	47.7933000	13.0043300	AT	AIRP	0	Europe/Vienna	LOWS,SZG,Salzburg Airport,Salzburg-Flughafen,airport Salzburg
BGC	LPBG	6299677	Braganca	41.8578000	-6.7071200	PT	AIRP	0	Europe/Lisbon	BGC,LPBG
FLW	LPFL	6299679	Flores Acores	39.4552700	-31.1313600	PT	AIRP	0	Atlantic/Azores	FLW,LPFL
FAO	LPFR	6299680	Faro / Aeroporto	37.0144200	-7.9659100	PT	AIRP	0	Europe/Lisbon	Aeroporto de Faro,FAO,LPFR
HOR	LPHR	6299682	Horta Airport	38.5198900	-28.7158700	PT	AIRP	0	Atlantic/Azores	HOR,Horta / Castelo Branco Acores,Horta Airport,LPHR
TER	LPLA	6299683	Lajes Acores	38.7618400	-27.0908000	PT	AIRP	0	Atlantic/Azores	LPLA,TER
PAF	LPMT	6299685	Montijo Mil.	38.7038900	-9.0358300	PT	AIRP	0	Europe/Lisbon	LPMT,PAF
PDL	LPPD	6299687	Ponta Delgada / Nordela Acores	37.7411800	-25.6978700	PT	AIRP	0	Atlantic/Azores	LPPD,PDL
OPO	LPPR	6299688	Porto / Pedras Rubras	41.2480600	-8.6813900	PT	AIRP	0	Europe/Lisbon	LPPR,OPO
