Export data from the tables of Geonames:
alternateName	alternateName	geonameid	name	latitude	longitude	country	fcode	population	timezone	alternatenames
SNS	KSNS	5391310	Salinas Municipal Airport	36.6630200	-121.6071700	US	AIRP	0	America/Los_Angeles	KSNS,SNS
SAS	KSAS	5391506	Salton Sea Airport	33.2414300	-115.9533300	US	AIRP	0	America/Los_Angeles	KSAS,SAS
SBD	KSBD	5391732	San Bernardino International Airport	34.0952900	-117.2353200	US	AIRP	0	America/Los_Angeles	Aeropuerto Internacional de San Bernardino,KSBD,SBD
SQL	KSQL	5391761	San Carlos Airport	37.5107700	-122.2505200	US	AIRP	0	America/Los_Angeles	KSQL,Lapangan Terbang San Carlos,SQL
SAN	KSAN	5391847	San Diego International Airport	32.7333800	-117.1883700	US	AIRP	0	America/Los_Angeles	Aeroport international de San Diego,Aeroporto Internazionale di San Diego,Aeropuerto Internacional de San Diego,Aéroport international de San Diego,Bandar Udara Internasional San Diego,Flughafen San Diego,KSAN,Port lotniczy San Diego,SAN,San-Diego,sandiego guo ji kong gang,sheng de ya ge guo ji ji chang,Сан-Диего,فرودگاه بین‌المللی سن دیه‌گو,サンディエゴ国際空港,聖地牙哥國際機場
SFO	KSFO	5391989	San Francisco International Airport	37.6188200	-122.3758000	US	AIRP	0	America/Los_Angeles	Aeroport international de San Francisco,Aeroporto Internacional de Sao Francisco,Aeroporto Internacional de São Francisco,Aeroporto Internazionale di San Francisco,Aeropuerto Internacional de San Francisco,Aéroport international de San Francisco,Bandar Udara Internasional San Francisco,Flughafe San Francisco,Flughafen San Francisco,Flughaveno San-Francisko,KSFO,Lapangan Terbang Antarabangsa San Francisco,Mezhdunarodno letishhe San Francisko,Mezhdunarodnyj aehroport San-Francisko,Port lotniczy San Francisco,SFO,San Francisco International Airport,San Francisco Uluslararasi Havalimani,San Francisco Uluslararası Havalimanı,San Francisco internasjonale lufthavn,San Francisco-i nemzetkoezi repueloter,San Franciscon kansainvaelinen lentoasema,San Franciscon kansainvälinen lentoasema,San Franciscó-i nemzetközi repülőtér,San bay quoc te San Francisco,Sân bay quốc tế San Francisco,jiu jin shan guo ji ji chang,mtar san fransyskw aldwly,saenpeulansiseuko gugjegonghang,sanfuranshisuko guo ji kong gang,tha xakasyan nana cha ti san f ran si s ko,Международно летище Сан Франциско,Международный аэропорт Сан-Франциско,فرودگاه بین‌المللی سانفرانسیسکو,مطار سان فرانسيسكو الدولي,ท่าอากาศยานนานาชาติซานฟรานซิสโก,サンフランシスコ国際空港,舊金山國際機場,샌프란시스코 국제공항
SJC	KSJC	5392196	San Jose International Airport	37.3618900	-121.9288500	US	AIRP	0	America/Los_Angeles	KSJC,SJC
SBP	KSBP	5392330	San Luis Obispo County Airport	35.2369200	-120.6432300	US	AIRP	0	America/Los_Angeles	KSBP,SBP
SBA	KSBA	5392988	Santa Barbara Municipal Airport	34.4261100	-119.8412500	US	AIRP	0	America/Los_Angeles	KSBA,SBA
SMX	KSMX	5393181	Santa Maria Airport	34.8988700	-120.4582200	US	AIRP	0	America/Los_Angeles	KSMX,SMX
SMO	KSMO	5393233	Santa Monica Municipal Airport	34.0155700	-118.4520200	US	AIRP	0	America/Los_Angeles	KSMO,SMO
SZP	KSZP	5393247	Santa Paula Airport	34.3469400	-119.0620500	US	AIRP	0	America/Los_Angeles	KSZP,SZP
SQA	KIZA	5393389	Santa Ynez Airport	34.6066500	-120.0765300	US	AIRP	0	America/Los_Angeles	IZA,KIZA,SQA
STS	KSTS	5397102	Sonoma County Airport	38.5088000	-122.8138800	US	AIRP	0	America/Los_Angeles	KSTS,STS
SCK	KSCK	5399047	Stockton Metropolitan Airport	37.8938100	-121.2391100	US	AIRP	0	America/Los_Angeles	Aeropuerto Metropolitano de Stockton,KSCK,SCK
NLC	KNLC	5399082	Stone Airstrip	36.3330100	-119.8259700	US	AIRP	0	America/Los_Angeles	KNLC,NLC
TSP	KTSP	5401308	Tehachapi Municipal Airport	35.1352400	-118.4406400	US	AIRP	0	America/Los_Angeles	KTSP,TSP
TRM	KTRM	5402153	Thermal Airport	33.6278000	-116.1605600	US	AIRP	0	America/Los_Angeles	KTRM,TRM
SUU	KSUU	5403310	Travis Air Force Base Aero Club Airport	38.2690800	-121.9760800	US	AIRP	0	America/Los_Angeles	KSUU,SUU
TKF	KTRK	5403683	Truckee Tahoe Airport	39.3199100	-120.1404700	US	AIRP	0	America/Los_Angeles	KTRK,TKF,TRK,Truckee Tahoe Airport,Truckee-Tahoe Airport
TNP	KTNP	5404199	Twentynine Palms Airport	34.1319500	-115.9463900	US	AIRP	0	America/Los_Angeles	KTNP,TNP
UKI	KUKI	5404481	Ukiah Municipal Airport	39.1257300	-123.2019500	US	AIRP	0	America/Los_Angeles	KUKI,UKI
VNY	KVNY	5405694	Van Nuys Airport	34.2097300	-118.4906400	US	AIRP	0	America/Los_Angeles	KVNY,VNY
VIS	KVIS	5406585	Visalia Municipal Airport	36.3185600	-119.3937300	US	AIRP	0	America/Los_Angeles	KVIS,VIS
WVI	KWVI	5407540	Watsonville Municipal Airport	36.9355100	-121.7905100	US	AIRP	0	America/Los_Angeles	KWVI,WVI
WHP	KWHP	5408955	Whiteman Airport	34.2597200	-118.4142500	US	AIRP	0	America/Los_Angeles	KWHP,WHP
WLW	KWLW	5409790	Willows-Glenn County Airport	39.5159900	-122.2185900	US	AIRP	0	America/Los_Angeles	KWLW,WLW
MYV	KMYV	5411027	Yuba County Airport	39.0973900	-121.5708000	US	AIRP	0	America/Los_Angeles	KMYV,MYV
TOA	KTOA	5411133	Zamperini Field	33.8033500	-118.3403500	US	AIRP	0	America/Los_Angeles	KTOA,TOA
APA	KAPA	5412057	Arapahoe County Airport	39.5652700	-104.8499800	US	AIRP	0	America/Denver	APA,KAPA
ASE	KASE	5412276	Aspen-Pitkin County Airport-Sardy Field	39.2230400	-106.8692100	US	AIRP	0	America/Denver	ASE,KASE
BKF	KBKF	5415293	Buckley Air National Guard Base	39.7097100	-104.7583100	US	AIRP	0	America/Denver	BKF,KBKF
FCS	KFCS	5415673	Butts Army Air Field	38.6850000	-104.7652500	US	AIRP	0	America/Denver	FCS,KFCS
COS	KCOS	5417096	City of Colorado Springs Municipal Airport	38.8058300	-104.7013600	US	AIRP	0	America/Denver	COS,KCOS
CEZ	KCEZ	5418118	Cortez-Montezuma County Airport	37.3027700	-108.6287100	US	AIRP	0	America/Denver	CEZ,KCEZ
DEN	KDEN	5419401	Denver International Airport	39.8517100	-104.6734400	US	AIRP	0	America/Denver	Aeroport Internacional de Denver,Aeroport international de Denver,Aeroporto Internacional de Denver,Aeroporto Internazionale di Denver,Aeroportul International Denver,Aeroportul Internațional Denver,Aeropuerto Internacional de Denver,Aéroport international de Denver,Bandar Udara Internasional Denver,DEN,Denver,Denveri nemzetkoezi repueloter,Denveri nemzetközi repülőtér,Denverin kansainvaelinen lentoasema,Denverin kansainvälinen lentoasema,Denverko nazioarteko aireportua,Flughafen Denver,KDEN,Port lotniczy Denver,San bay quoc te Denver,Sân bay quốc tế Denver,dan fu guo ji ji chang,denba guo ji kong gang,denbeo gugjegonghang,denvhara antararastriya vimanatala,mtar dnfr aldwly,tha xakasyan nanachati denwexr,Денвер,فرودگاه بین‌المللی دنور,مطار دنفر الدولي,डेन्व्हर आंतरराष्ट्रीय विमानतळ,ท่าอากาศยานนานาชาติเดนเวอร์,デンバー国際空港,丹佛國際機場,덴버 국제공항
DRO	KDRO	5420253	Durango-La Plata County Airport	37.1513900	-107.7542300	US	AIRP	0	America/Denver	DRO,KDRO
EGE	KEGE	5420334	Eagle County Regional Airport	39.6424900	-106.9181000	US	AIRP	0	America/Denver	EGE,KEGE,Vail Airport
FTG	KFTG	5422518	Front Range Airport	39.7852600	-104.5441300	US	AIRP	0	America/Denver	FTG,KFTG
RIL	KRIL	5422752	Garfield County Regional Airport	39.5260900	-107.7272800	US	AIRP	0	America/Denver	KRIL,RIL
GUC	KGUC	5424093	Gunnison County Airport	38.5338800	-106.9336500	US	AIRP	0	America/Denver	GUC,KGUC
SLT	KANK	5424417	Harriet Alexander Field	38.5379800	-106.0497000	US	AIRP	0	America/Denver	KANK,SLT
BJC	KBJC	5426497	Jeffco Airport	39.9130400	-105.1238700	US	AIRP	0	America/Denver	BJC,KBJC
ITR	KITR	5427527	Kit Carson County Airport	39.2425000	-102.2857500	US	AIRP	0	America/Denver	ITR,KITR
LHX	KLHX	5427708	La Junta Municipal Airport	38.0466700	-103.5196600	US	AIRP	0	America/Denver	KLHX,LHX
LXV	KLXV	5427800	Lake County Airport	39.2199900	-106.3172500	US	AIRP	0	America/Denver	KLXV,LXV
LAA	KLAA	5427960	Lamar Municipal Airport	38.0697300	-102.6888100	US	AIRP	0	America/Denver	KLAA,LAA
LIC	KLIC	5428507	Limon Municipal Airport	39.2724900	-103.6666200	US	AIRP	0	America/Denver	KLIC,LIC
MTJ	KMTJ	5431733	Montrose Regional Airport	38.5086000	-107.8942300	US	AIRP	0	America/Denver	KMTJ,MTJ
TAD	KTAD	5434364	Perry Stokes Airport	37.2597400	-104.3402600	US	AIRP	0	America/Denver	KTAD,TAD
PUB	KPUB	5435472	Pueblo Memorial Airport	38.2888900	-104.4969200	US	AIRP	0	America/Denver	KPUB,PUB
ALS	KALS	5437699	San Luis Valley Regional Airport	37.4347300	-105.8672400	US	AIRP	0	America/Denver	ALS,KALS
TEX	KTEX	5441213	Telluride Regional Airport	37.9536000	-107.9089500	US	AIRP	0	America/Denver	KTEX,TEX
AFF	KAFF	5442475	United States Air Force Academy Airstrip	38.9694400	-104.8133100	US	AIRP	0	America/Denver	AFF,KAFF
CBK	KCBK	5445199	Colby Municipal Airport	39.4305600	-101.0482100	US	AIRP	0	America/Chicago	CBK,KCBK
EHA	K1K5	5445343	Elkhart-Morton County Airport	37.0008600	-101.8821100	US	AIRP	0	America/Chicago	EHA,K1K5,KEHA
EHA	KEHA	5445343	Elkhart-Morton County Airport	37.0008600	-101.8821100	US	AIRP	0	America/Chicago	EHA,K1K5,KEHA
GCK	KGCK	5445445	Garden City Municipal Airport	37.9355800	-100.7412700	US	AIRP	0	America/Chicago	GCK,KGCK
GLD	KGLD	5445482	Goodland Municipal Airport	39.3644400	-101.6918400	US	AIRP	0	America/Denver	GLD,KGLD
LBL	KLBL	5445827	Liberal Municipal Airport	37.0491900	-100.9729400	US	AIRP	0	America/Chicago	KLBL,LBL
ALM	KALM	5454632	Alamogordo-White Sands Regional Airport	32.8398100	-105.9905400	US	AIRP	0	America/Denver	ALM,KALM
ABQ	KABQ	5454724	Albuquerque International Airport	35.0419900	-106.6069700	US	AIRP	0	America/Denver	ABQ,Aeropuerto Internacional de Albuquerque,KABQ
ATS	KATS	5455805	Artesia Municipal Airport	32.8523300	-104.4674600	US	AIRP	0	America/Denver	ATS,KATS
CNM	KCNM	5460834	Cavern City Air Terminal	32.3373400	-104.2630000	US	AIRP	0	America/Denver	CNM,KCNM
CAO	KCAO	5462285	Clayton Municipal Airport	36.4458600	-103.1546600	US	AIRP	0	America/Denver	CAO,KCAO
CVN	KCVN	5462403	Clovis Municipal Airport	34.4264600	-103.0782800	US	AIRP	0	America/Denver	CVN,KCVN
DMN	KDMN	5464773	Deming Municipal Airport	32.2623100	-107.7205800	US	AIRP	0	America/Denver	DMN,KDMN
FSU	KFSU	5468143	Fort Sumner Municipal Airport	34.4834000	-104.2172000	US	AIRP	0	America/Denver	FSU,KFSU
FMN	KFMN	5468218	Four Corners Regional Airport	36.7419500	-108.2298000	US	AIRP	0	America/Denver	FMN,KFMN
GUP	KGUP	5468786	Gallup Municipal Airport	35.5114100	-108.7875900	US	AIRP	0	America/Denver	GUP,KGUP
GNT	KGNT	5469855	Grants-Milan Municipal Airport	35.1667000	-107.9006100	US	AIRP	0	America/Denver	GNT,KGNT
HOB	KHOB	5471579	Hobbs Airport	32.6873400	-103.2168700	US	AIRP	0	America/Denver	HOB,KHOB
LRU	KLRU	5475361	Las Cruces International Airport	32.2892600	-106.9219500	US	AIRP	0	America/Denver	KLRU,LRU
LVS	KLVS	5475446	Las Vegas Municipal Airport	35.6542100	-105.1422300	US	AIRP	0	America/Denver	Flughafen Las Vegas,KLVS,LVS
LAM	KLAM	5476830	Los Alamos Airport	35.8797500	-106.2691900	US	AIRP	0	America/Denver	KLAM,LAM
RTN	KRTN	5486806	Raton Municipal Airport	36.7414200	-104.5019300	US	AIRP	0	America/Denver	KRTN,RTN
ROW	KROW	5488446	Roswell Industrial Air Center Airport	33.3014900	-104.5305200	US	AIRP	0	America/Denver	KROW,ROW
SAF	KSAF	5490274	Santa Fe Municipal Airport	35.6169800	-106.0891900	US	AIRP	0	America/Denver	KSAF,SAF,Santa Fe County Municipal Airport,Santa Fe Municipal Airport
SRR	KSRR	5491390	Sierra Blanca Regional Airport	33.4628600	-105.5347000	US	AIRP	0	America/Denver	KSRR,SRR
SVC	KSVC	5491488	Silver City Airport	32.6364700	-108.1564300	US	AIRP	0	America/Denver	KSVC,SVC
TCS	KTCS	5495296	Truth or Consequences Municipal Airport	33.2353500	-107.2692000	US	AIRP	0	America/Denver	KTCS,TCS
TCC	KTCC	5495373	Tucumcari Municipal Airport	35.1825600	-103.6030200	US	AIRP	0	America/Denver	KTCC,TCC
ASQ	KTMT	5499538	Austin Airport	39.4679800	-117.1953700	US	AIRP	0	America/Los_Angeles	ASQ,Aeroporto de Austin,KTMT
BTY	KBTY	5499839	Beatty Airport	36.8610600	-116.7870000	US	AIRP	0	America/Los_Angeles	BTY,KBTY
BLD	KBVU	5500543	Boulder City Municipal Airport	35.9669200	-114.8541500	US	AIRP	0	America/Los_Angeles	BLD,KBVU
CSN	KCXP	5501375	Carson Airport	39.1915800	-119.7357400	US	AIRP	0	America/Los_Angeles	CSN,KCXP
DRA	KDRA	5502925	Desert Rock Airport	36.6194000	-116.0328100	US	AIRP	0	America/Los_Angeles	DRA,Desert Rock Airport,Desert Rock Airstrip,KDRA
ELY	KELY	5503695	Ely Airport-Yelland Field	39.2993800	-114.8416800	US	AIRP	0	America/Los_Angeles	ELY,KELY
NFL	KNFL	5503921	Fallon Municipal Airport	39.4999200	-118.7509800	US	AIRP	0	America/Los_Angeles	KNFL,NFL
GAB	KGAB	5504395	Gabbs Airport	38.9240900	-117.9590100	US	AIRP	0	America/Los_Angeles	GAB,KGAB
HTH	KHTH	5505324	Hawthorne Municipal Airport	38.5443700	-118.6343000	US	AIRP	0	America/Los_Angeles	HTH,KHTH
LSV	KLSV	5506960	Las Vegas City Hall Helispot	36.1994200	-115.1013900	US	AIRP	0	America/Los_Angeles	KLSV,LSV
HSH	KHND	5506989	Las Vegas-Henderson Sky Harbor	35.9763600	-115.1327700	US	AIRP	0	America/Los_Angeles	HND,HSH,KHND
LAS	KLAS	5507974	McCarran International Airport	36.0827500	-115.1541600	US	AIRP	0	America/Los_Angeles	KLAS,LAS
VGT	KVGT	5509404	North Las Vegas Air Terminal	36.2124700	-115.1969500	US	AIRP	0	America/Los_Angeles	KVGT,VGT
TPH	KTPH	5513796	Tonopah Airport	38.0599300	-117.0864700	US	AIRP	0	America/Los_Angeles	KTPH,TPH
GUY	KGUY	5515744	Guymon Municipal Airport	36.6839200	-101.5073800	US	AIRP	0	America/Chicago	GUY,KGUY
ALE	KE38	5516210	Alpine-Casparis Municipal Airport	30.3840500	-103.6835100	US	AIRP	0	America/Chicago	ALE,KE38
AMA	KAMA	5516243	Rick Husband Amarillo International Airport	35.2192200	-101.7062900	US	AIRP	0	America/Chicago	AMA,Aeroporto Internacional de Amarillo,KAMA,リック・ハズバンド・アマリロ国際空港
BIF	KBIF	5517110	Biggs Army Air Field	31.8495500	-106.3802600	US	AIRP	0	America/Denver	BIF,KBIF
CDS	KCDS	5518765	Childress Municipal Airport	34.4336700	-100.2884500	US	AIRP	0	America/Chicago	CDS,KCDS
VHN	KVHN	5519785	Culberson County Airport	31.0595800	-104.7835500	US	AIRP	0	America/Chicago	KVHN,VHN
DHT	KDHT	5519866	Dalhart Municipal Airport	36.0222600	-102.5477000	US	AIRP	0	America/Chicago	DHT,KDHT
DRT	KDRT	5520078	Del Rio International Airport	29.3719000	-100.9234300	US	AIRP	0	America/Chicago	DRT,KDRT
ECU	KECU	5520941	Edwards County Airport	29.9468800	-100.1739700	US	AIRP	0	America/Chicago	ECU,KECU
ELP	KELP	5521012	El Paso International Airport	31.8067700	-106.3783200	US	AIRP	0	America/Denver	ELP,KELP
PVW	KPVW	5522718	Hale County Airport	34.1684100	-101.7171200	US	AIRP	0	America/Chicago	KPVW,PVW
BGD	KBGD	5523631	Hutchinson County Airport	35.7000400	-101.3943300	US	AIRP	0	America/Chicago	BGD,KBGD
LBB	KLBB	5525589	Lubbock International Airport	33.6637000	-101.8232200	US	AIRP	0	America/Chicago	KLBB,LBB
MRF	KMRF	5525778	Marfa Municipal Airport	30.3704400	-104.0171300	US	AIRP	0	America/Chicago	KMRF,MRF
SJT	KSJT	5525864	Mathis Field	31.3585000	-100.5028700	US	AIRP	0	America/Chicago	KSJT,SJT
MDD	KMDD	5526346	Midland Airpark	32.0356800	-102.1023600	US	AIRP	0	America/Chicago	KMDD,MDD
MAF	KMAF	5526351	Midland International Airport	31.9426200	-102.2020800	US	AIRP	0	America/Chicago	KMAF,MAF
DUX	KDUX	5526590	Moore County Airport	35.8578200	-102.0135100	US	AIRP	0	America/Chicago	DUX,KDUX
PEQ	KPEQ	5528191	Pecos Municipal Airport	31.3823600	-103.5110100	US	AIRP	0	America/Chicago	KPEQ,PEQ
INK	KINK	5534056	Winkler County Airport	31.7795700	-103.2015600	US	AIRP	0	America/Chicago	INK,KINK
BDG	KBDG	5535491	Blanding Municipal Airport	37.5830300	-109.4832900	US	AIRP	0	America/Denver	BDG,KBDG
BCE	KBCE	5535946	Bryce Canyon Airport	37.6999800	-112.1535300	US	AIRP	0	America/Denver	BCE,KBCE
CNY	KCNY	5536440	Canyonlands Field	38.7591400	-109.7470700	US	AIRP	0	America/Denver	CNY,KCNY
PUC	KPUC	5536455	Carbon County Airport	39.6096900	-110.7534900	US	AIRP	0	America/Denver	KPUC,PUC
CDC	KCDC	5536638	Cedar City Regional Airport	37.7013700	-113.0980100	US	AIRP	0	America/Denver	CDC,Cedar City Municipal Airport,Cedar City Regional Airport,KCDC
DTA	KDTA	5538086	Delta Municipal Airport	39.3854900	-112.5128600	US	AIRP	0	America/Denver	DTA,KDTA
KNB	KKNB	5541462	Kanab Municipal Airport	37.0094300	-112.5307600	US	AIRP	0	America/Denver	KKNB,KNB
MLF	KMLF	5543140	Milford Municipal Airport	38.4266300	-113.0124600	US	AIRP	0	America/Denver	KMLF,MLF
SGU	KSGU	5546225	Saint George Municipal Airport	37.0888700	-113.5966200	US	AIRP	0	America/Denver	KSGU,SGU
LUF	KLUF	5550174	Litchfield Airport	33.5014300	-112.3701600	US	AIRP	0	America/Phoenix	KLUF,LUF
DMA	KDMA	5551196	Allied Airstrip	32.1473000	-110.8525900	US	AIRP	0	America/Phoenix	DMA,KDMA
HYG	PAHY	5553662	Hydaburg Seaplane Base	55.2061100	-132.8280600	US	AIRP	0	America/Metlakatla	HYG,PAHY
JNU	PAJN	5554082	Juneau International Airport	58.3547200	-134.5761100	US	AIRP	0	America/Juneau	JNU,PAJN
KTN	PAKT	5554438	Ketchikan International Airport	55.3555600	-131.7136100	US	AIRP	0	America/Sitka	KTN,PAKT
KLW	PAKW	5554568	Klawock Airport	55.5788900	-133.0766700	US	AIRP	0	America/Juneau	AKW,Aeropuerto de Klawock,KLW,PAKW
MTM	PAMM	5555699	Metlakatla Seaplane Base	55.1308300	-131.5780600	US	AIRP	0	America/Metlakatla	MTM,PAMM
PSG	PAPG	5556350	Petersburg Seaplane Base	56.8111100	-132.9600000	US	AIRP	0	America/Juneau	PAPG,PSG
AHP	PAAP	5556494	Port Alexander Seaplane Base	56.2466700	-134.6480600	US	AIRP	0	America/Sitka	AHP,PAAP
SIT	PASI	5557294	Sitka Airport	57.0513900	-135.3597200	US	AIRP	0	America/Sitka	PASI,SIT
SGY	PAGY	5557318	Skagway Airport	59.4600000	-135.3155600	US	AIRP	0	America/Juneau	PAGY,SGY
ANN	PANT	5557843	Tamgas Harbor Seaplane Base	55.0677800	-131.5569400	US	AIRP	0	America/Metlakatla	ANN,PANT
WRG	PAWG	5558587	Wrangell Airport	56.4841700	-132.3697200	US	AIRP	0	America/Sitka	PAWG,WRG
YAK	PAYA	5558616	Yakutat Airport	59.5030600	-139.6602800	US	AIRP	0	America/Yakutat	PAYA,YAK
ACV	KACV	5558955	Arcata Airport	40.9779000	-124.1097900	US	AIRP	0	America/Los_Angeles	ACV,KACV
EKA	KEKA	5563400	Eureka City Airport	40.7801300	-124.2117300	US	AIRP	0	America/Los_Angeles	EKA,KEKA
CEC	KCEC	5565800	Jack McNamara Field	41.7798400	-124.2375800	US	AIRP	0	America/Los_Angeles	CEC,KCEC
RBL	KRBL	5570070	Red Bluff Municipal Airport	40.1507100	-122.2533300	US	AIRP	0	America/Los_Angeles	KRBL,RBL
RDD	KRDD	5570166	Redding Municipal Airport	40.5087600	-122.2944500	US	AIRP	0	America/Los_Angeles	Aeropuerto Municipal de Redding,KRDD,RDD
SIY	KSIY	5571370	Siskiyou County Airport	41.7812500	-122.4691900	US	AIRP	0	America/Los_Angeles	KSIY,SIY
SVE	KSVE	5572406	Susanville Municipal Airport	40.3765600	-120.5738400	US	AIRP	0	America/Los_Angeles	KSVE,SVE
AKO	KAKO	5574204	Akron-Washington County Airport	40.1752600	-103.2224400	US	AIRP	0	America/Denver	AKO,KAKO
WBU	KBDU	5575026	Boulder Municipal Airport	40.0391500	-105.2261000	US	AIRP	0	America/Denver	KBDU,WBU
FNL	KFNL	5577151	Fort Collins-Loveland Municipal Airport	40.4516500	-105.0116400	US	AIRP	0	America/Denver	FNL,KFNL
GXY	KGXY	5577600	Greeley-Weld County Airport	40.4277600	-104.6330200	US	AIRP	0	America/Denver	GXY,KGXY
EEO	KEEO	5579762	Meeker Airport	40.0485800	-107.8864600	US	AIRP	0	America/Denver	EEO,KEEO
SBS	KSBS	5582374	Steamboat Springs-Bob Adams Field Stolport	40.5158100	-106.8664400	US	AIRP	0	America/Denver	KSBS,SBS
HDN	KHDN	5583631	Yampa Valley Airport	40.4810900	-107.2181100	US	AIRP	0	America/Denver	HDN,KHDN
BOI	KBOI	5586438	Boise Air Terminal	43.5615600	-116.2398400	US	AIRP	0	America/Boise	BOI,KBOI
BYI	KBYI	5587380	Burley Municipal Airport	42.5424100	-113.7714000	US	AIRP	0	America/Boise	BYI,KBYI
EUL	KEUL	5587715	Caldwell Industrial Airport	43.6418300	-116.6354100	US	AIRP	0	America/Boise	EUL,KEUL
COE	KCOE	5589168	Coeur D'Alene Air Terminal	47.7740700	-116.8193600	US	AIRP	0	America/Los_Angeles	COE,KCOE
IDA	KIDA	5592825	Fanning Field	43.5129700	-112.0677500	US	AIRP	0	America/Boise	IDA,KIDA
SUN	KSUN	5593666	Friedman Memorial Airport	43.5065700	-114.2978200	US	AIRP	0	America/Boise	KSUN,SUN
SMN	KSMN	5598465	Lemhi County Airport	45.1215900	-113.8817300	US	AIRP	0	America/Boise	KSMN,SMN
LWS	KLWS	5598539	Lewiston Airport	46.3743300	-117.0151600	US	AIRP	0	America/Los_Angeles	KLWS,LWS
MYL	KMYL	5600364	McCall Airport	44.8943400	-116.1004000	US	AIRP	0	America/Boise	KMYL,MYL
PIH	KPIH	5604053	Pocatello Regional Airport	42.9129700	-112.5949800	US	AIRP	0	America/Boise	Aeropuerto Regional de Pocatello,Bandar Udara Regional Pocatello,KPIH,PIH
RXE	KRXE	5605243	Rexburg Airport	43.8324100	-111.8058000	US	AIRP	0	America/Boise	KRXE,RXE
TWF	KTWF	5610811	Twin Falls Airport	42.4815800	-114.4875400	US	AIRP	0	America/Boise	KTWF,TWF
MUO	KMUO	5613037	Young Landing Area	42.9546200	-115.8175900	US	AIRP	0	America/Boise	KMUO,MUO
BTM	KBTM	5639664	Bert Mooney Airport	45.9546500	-112.4980800	US	AIRP	0	America/Denver	Aeroport Bert Mooney,Aeropuerto Bert Mooney,Aéroport Bert Mooney,BTM,KBTM
CTB	KCTB	5647484	Cut Bank Municipal Airport	48.6083200	-112.3770000	US	AIRP	0	America/Denver	CTB,KCTB
GDV	KGDV	5647894	Dawson Community Airport	47.1386200	-104.8074600	US	AIRP	0	America/Denver	GDV,KGDV
DLN	KDLN	5648648	Dillon Airport	45.2552000	-112.5533500	US	AIRP	0	America/Denver	DLN,KDLN
MLS	KMLS	5653199	Frank Wiley Field	46.4277800	-105.8866700	US	AIRP	0	America/Denver	KMLS,MLS
BZN	KBZN	5653636	Gallatin Field Airport	45.7766000	-111.1535600	US	AIRP	0	America/Denver	BZN,KBZN
FCA	KGPI	5654296	Glacier Park International Airport	48.3113500	-114.2559600	US	AIRP	0	America/Denver	FCA,KGPI
GGW	KGGW	5654332	Glasgow International Airport	48.2122400	-106.6153200	US	AIRP	0	America/Denver	GGW,KGGW
GTF	KGTF	5655250	Great Falls International Airport	47.4819000	-111.3713600	US	AIRP	0	America/Denver	GTF,KGTF
HVR	KHVR	5656501	Havre City/County Airport	48.5427800	-109.7629800	US	AIRP	0	America/Denver	HVR,KHVR
HLN	KHLN	5656905	Helena Regional Airport	46.6066000	-111.9833300	US	AIRP	0	America/Denver	HLN,KHLN
JDN	KJDN	5659997	Jordan Airport	47.3333300	-106.9345100	US	AIRP	0	America/Denver	JDN,KJDN
LWT	KLWT	5662170	Lewistown Municipal Airport	47.0488600	-109.4671300	US	AIRP	0	America/Denver	KLWT,LWT
BIL	KBIL	5663220	Logan International Airport	45.8082900	-108.5443000	US	AIRP	0	America/Denver	BIL,KBIL
OLF	KOLF	5664154	Lyman Clayton Airport	48.0944600	-105.5755500	US	AIRP	0	America/Denver	KOLF,OLF
LVM	KLVM	5666608	Mission Field	45.6991000	-110.4488100	US	AIRP	0	America/Denver	KLVM,LVM
MSO	KMSO	5666675	Missoula International Airport	46.9160300	-114.0915000	US	AIRP	0	America/Denver	KMSO,MSO
SDY	KSDY	5677750	Sidney-Richland Municipal Airport	47.7066800	-104.1927200	US	AIRP	0	America/Denver	KSDY,SDY
WYS	KWYS	5687454	Yellowstone Airport	44.6882600	-111.1182800	US	AIRP	0	America/Denver	KWYS,WYS
BIS	KBIS	5688027	Bismarck Municipal Airport	46.7762200	-100.7576300	US	AIRP	0	America/Chicago	BIS,KBIS
BPP	KBPP	5688131	Bowman Municipal Airport	46.1875100	-103.4288000	US	AIRP	0	America/Denver	BPP,KBPP
DIK	KDIK	5688783	Dickinson Municipal Airport	46.7958400	-102.8004600	US	AIRP	0	America/Denver	DIK,KDIK
MOT	KMOT	5690534	Minot International Airport	48.2594500	-101.2810000	US	AIRP	0	America/Chicago	KMOT,MOT
ISN	KISN	5692149	Sloulin Field International Airport	48.1766900	-103.6385300	US	AIRP	0	America/Chicago	ISN,KISN
AIA	KAIA	5693178	Alliance Municipal Airport	42.0530300	-102.8040900	US	AIRP	0	America/Denver	AIA,KAIA
CDR	KCDR	5694177	Chadron Municipal Airport	42.8374700	-103.0957400	US	AIRP	0	America/Denver	CDR,KCDR
CZD	KCZD	5694563	Cozad Municipal Airport	40.8691700	-100.0037300	US	AIRP	0	America/Chicago	CZD,KCZD
GRN	KGRN	5695728	Gordon Municipal Airport	42.8058300	-102.1754400	US	AIRP	0	America/Denver	GRN,KGRN
MHN	KMHN	5696255	Hooker County Airport	42.0497200	-101.0673800	US	AIRP	0	America/Denver	KMHN,MHN
IML	KIML	5696366	Imperial Municipal Airport	40.5102700	-101.6204500	US	AIRP	0	America/Denver	IML,KIML
