code,ticketing_name,teleticketing_name,extended_name,rel_city_code,is_airport,state_code,rel_country_code,rel_region_code,rel_continent_code,rel_time_zone_grp,longitude,latitude,numeric_code,is_commercial,city_name,
qnz,nara city,nara city,nara city/jp:off-,qnz,n,,jp,asia,itc3,jp,,,,n,nara city,
qoa,mococa,mococa,mococa/sp/br:off-,qoa,n,sp,br,samer,itc1,br015,,,,n,mococa,
qob,ansbach rail,ansbach rail,ansbach/de:ansbach rail,qob,y,,de,europ,itc2,de040,10.57,49.28,,n,ansbach,
qoc,osasco,osasco,osasco/sp/br:off-,qoc,n,sp,br,samer,itc1,br015,,,,n,osasco,
qod,osvaldo cruz,osvaldo cruz,osvaldo cruz/sp/br:off-,qod,n,sp,br,samer,itc1,br015,,,,n,osvaldo cruz,
qof,darnista bus,darnista bus,darnista/ua:darnista bus,iev,y,,ua,euras,itc2,ua127,30.47,50.4,,n,darnista,
qog,homburg,homburg,homburg/de:off-,qog,n,,de,europ,itc2,de040,,,,n,homburg,
qoh,hotel rus,hotel rus,hotel rus/ua,iev,y,,ua,euras,itc2,ua127,30.47,50.4,,n,hotel rus,
qoi,cotia,cotia,cotia/sp/br:off-,qoi,n,sp,br,samer,itc1,br015,,,,n,cotia,
qoj,sao borja,sao borja,sao borja/rs/br:off-,qoj,n,rs,br,samer,itc1,br015,,,,n,sao borja,
qok,oeksfjord,oeksfjord,oeksfjord/no:oeksfjord,qok,y,,no,europ,itc2,no083,22.37,70.23,,n,oeksfjord,
qol,collo,collo,collo/dz:off-,qol,n,,dz,afric,itc2,dz,,,,n,collo,
qom,omiya,omiya,omiya/jp:off-,qom,n,,jp,asia,itc3,jp,,,,n,omiya,
qon,arlon,arlon,arlon/be:off-,qon,n,,be,europ,itc2,be012,,,,n,arlon,
qoo,otsu city,otsu city,otsu city/jp:off-,qoo,n,,jp,asia,itc3,jp,,,,n,otsu city,
qop,codroipo,codroipo,codroipo/it:off-,qop,n,,it,europ,itc2,it067,,,,n,codroipo,
qoq,saarloq,saarloq,saarloq/gl:saarloq,qoq,y,,gl,europ,itc1,gl055,-46,60.58,,n,saarloq,
qor,ordu,ordu,ordu/tr:ordu,qor,n,,tr,euras,itc2,tr101,,,,n,ordu,
qos,oristano,oristano,oristano/it:off-,qos,n,,it,europ,itc2,it067,,,,n,oristano,
qot,otaru,otaru,otaru/jp:off-,qot,n,,jp,asia,itc3,jp,,,,n,otaru,
qou,oued rhiou,oued rhiou,oued rhiou/dz:off-,qou,n,,dz,afric,itc2,dz,,,,n,oued rhiou,
qov,comuna providenci,comuna providen,comuna providenci/cl:off-,qov,n,,cl,samer,itc1,cl033,,,,n,comuna providenci,
qow,owerri,owerri,owerri/ng:sam mbakwe,qow,y,,ng,afric,itc2,ng,7.201,5.406,,y,owerri,
qox,memmingen,memmingen,memmingen/de:off-pt,qox,n,,de,europ,itc2,de040,,,,n,memmingen,
qoy,lomza,lomza,lomza/pl:lomza,qoy,y,,pl,eeuro,itc2,pl089,22.08,53.18,,n,lomza,
qoz,oued zenati,oued zenati,oued zenati/dz:off-,qoz,n,,dz,afric,itc2,dz,,,,n,oued zenati,
qpa,padova,padova,padova/it:off-,qpa,n,,it,europ,itc2,it067,,,,n,padova,
qpb,campobasso,campobasso,campobasso/it:off-,qpb,n,,it,europ,itc2,it067,,,,n,campobasso,
qpc,plock,plock,plock/pl:plock,qpc,n,,pl,eeuro,itc2,pl089,,,,n,plock,
qpd,pinar del rio,pinar del rio,pinar del rio/cu:off-,qpd,n,,cu,carib,itc1,cu038,,,,n,pinar del rio,
qpe,petropolis,petropolis,petropolis/rj/br:off-,qpe,n,rj,br,samer,itc1,br015,,,,n,petropolis,
qpf,pompeia,pompeia,pompeia/sp/br:off-,qpf,n,sp,br,samer,itc1,br015,,,,n,pompeia,
qpg,singapore paya le,singapore paya,singapore/sg:paya lebar,sin,y,,sg,seasi,itc3,sg,104,1.352,,n,singapore,
qph,palapye,palapye,palapye/bw:off-,qph,n,,bw,afric,itc2,bw,,,,n,palapye,
qpi,palmira,palmira,palmira/co:off-,qpi,n,,co,samer,itc1,co132,-49.25,25.42,,n,palmira,
qpj,pecs,pecs,pecs/hu:pecs,qpj,y,,hu,eeuro,itc2,hu060,18.25,46.07,,n,pecs,
qpk,strausberg,strausberg,strausberg/de,qpk,y,,de,europ,itc2,de040,-88.43,42.17,,n,strausberg,
qpl,ploiesti,ploiesti,ploiesti/ro:bus station,qpl,y,,ro,eeuro,itc2,ro094,26.03,44.94,,n,ploiesti,
qpm,opole,opole,opole/pl:opole,qpm,n,,pl,eeuro,itc2,pl089,,,,n,opole,
qpn,piatra neamt,piatra neamt,piatra neamt/ro:piatra neamt,qpn,n,,ro,eeuro,itc2,ro094,,,,n,piatra neamt,
qpo,potenza,potenza,potenza/it:off-,qpo,n,,it,europ,itc2,it067,,,,n,potenza,
qpp,berlin hbf rail,berlin hbf rail,berlin/de:berlin hbf rail,ber,y,,de,europ,itc2,de040,13.3,52.57,,y,berlin,
qpq,pinamar,pinamar,pinamar/ba/ar:pinamar,qpq,n,ba,ar,samer,itc1,ar003,,,,n,pinamar,
qpr,prato,prato,prato/it:off-,qpr,n,,it,europ,itc2,it067,,,,n,prato,
qps,pirassununga,pirassununga,pirassununga/sp/br:off-,qps,n,sp,br,samer,itc1,br015,,,,n,pirassununga,
qpu,porto uniao,porto uniao,porto uniao/sc/br:off-,qpu,n,sc,br,samer,itc1,br015,,,,n,porto uniao,
qpv,perisher valley,perisher valley,perisher valley/ns/au:bus stat,qpv,y,ns,au,austl,itc3,au007,148.4,-36.4,,n,perisher valley,
qpw,kangaatsiaq,kangaatsiaq,kangaatsiaq/gl:kangaatsiaq,qpw,y,,gl,europ,itc1,gl055,-53.5,68.25,,n,kangaatsiaq,
qpx,fictitious point,fictitious poin,fictitious point/zz,qpx,y,,zz,none,itc2,zz,-88.43,42.17,,y,fictitious point,
qpy,fictitious point,fictitious poin,fictitious point/zz,qpy,y,,zz,none,itc2,zz,-87.63,41.45,,y,fictitious point,
qpz,piacenza,piacenza,piacenza/it:off-,qpz,n,,it,europ,itc2,it067,,,,n,piacenza,
qqa,britrail zone a,britrail zone a,britra/gb:britrail rail zone a,qqa,n,,gb,europ,itc2,gb053,,,,n,britrail rail zone a,
qqb,britrail zone b,britrail zone b,britra/gb:britrail rail zone b,qqb,n,,gb,europ,itc2,gb053,,,,n,britrail rail zone b,
qqc,britrail zone c,britrail zone c,britra/gb:britrail rail zone c,qqc,n,,gb,europ,itc2,gb053,,,,n,britrail rail zone c,
qqd,dover rail,dover rail,dover/gb:railway station,qqd,y,,gb,europ,itc2,gb053,1.317,51.13,,y,dover,
qqe,britrail zone e,britrail zone e,britra/gb:britrail rail zone e,qqe,n,,gb,europ,itc2,gb053,,,,n,britrail rail zone e,
qqf,britrail zone f,britrail zone f,britra/gb:britrail rail zone f,qqf,n,,gb,europ,itc2,gb053,,,,n,britrail rail zone f,
qqg,britrail zone g,britrail zone g,britra/gb:britrail rail zone g,qqg,n,,gb,europ,itc2,gb053,,,,n,britrail rail zone g,
qqh,harwich rail,harwich rail,harwich/gb:railway station,qqh,y,,gb,europ,itc2,gb053,1.283,51.95,,y,harwich,
qqi,britrail zone i,britrail zone i,britrai/gb:britrail rail zon i,qqi,n,,gb,europ,itc2,gb053,,,,n,britrail rail zone i,
qqk,london kings x,london kings x,london/gb:kings cross rail stn,lon,y,,gb,europ,itc2,gb053,-0.45,51.47,,y,london,
qql,britrail zone l,britrail zone l,britra/gb:britrail rail zone l,qql,n,,gb,europ,itc2,gb053,,,,n,britrail rail zone l,
qqm,man/piccadilly,man/piccadilly,manchester/gb:piccadilly railw,man,y,,gb,europ,itc2,gb053,-2.25,53.5,,y,manchester,
qqn,birmingham new st,birmingham new,birming/gb:new street rail stn,bhx,y,,gb,europ,itc2,gb053,-1.883,52.5,,y,birmingham,
qqo,britrail zone o,britrail zone o,britra/gb:britrail rail zone o,qqo,n,,gb,europ,itc2,gb053,,,,n,britrail rail zone o,
qqp,london paddington,london paddingt,london/gb:paddington railway s,lon,y,,gb,europ,itc2,gb053,-0.45,51.47,,y,london,
qqr,ramsgate rail,ramsgate rail,ramsgate/gb:railway station,qqr,y,,gb,europ,itc2,gb053,1.4,51.35,,y,ramsgate,
qqs,london st pancras,london st pancr,london/gb:st pancras intl,lon,y,,gb,europ,itc2,gb053,0.1247,51.53,,y,london,
qqt,britrail zone t,britrail zone t,britra/gb:britrail rail zone t,qqt,n,,gb,europ,itc2,gb053,,,,n,britrail rail zone t,
qqu,london euston,london euston,london/gb:euston railway stn,lon,y,,gb,europ,itc2,gb053,-0.45,51.47,,y,london,
qqv,britrail zone v,britrail zone v,britra/gb:britrail rail zone v,qqv,n,,gb,europ,itc2,gb053,,,,n,britrail rail zone v,
qqw,london waterloo,london waterloo,london/gb:waterloo railway stn,lon,y,,gb,europ,itc2,gb053,-0.45,51.47,,y,london,
qqx,bath,bath,bath/gb:railway station,qqx,y,,gb,europ,itc2,gb053,-2.367,51.38,,y,bath,
qqy,york,york,york/gb:railway station,qqy,y,,gb,europ,itc2,gb053,-1.083,53.97,,y,york,
qqz,britrail zone z,britrail zone z,britra/gb:britrail rail zone z,qqz,n,,gb,europ,itc2,gb053,,,,n,britrail rail zone z,
qra,johannesburg qra,johannesburg qr,johannesburg/za:randgermiston,jnb,y,,za,afric,itc2,za,28.15,-26.27,4155,n,johannesburg,
qrb,ravensburg,ravensburg,ravensburg/de:off-,qrb,n,,de,europ,itc2,de040,,,,n,ravensburg,
qrc,rancagua,rancagua,rancagua/cl:off-,qrc,n,,cl,samer,itc1,cl033,-70.75,-34.17,,n,rancagua,
qrd,andradas,andradas,andradas/mg/br:off-,qrd,n,mg,br,samer,itc1,br015,,,,n,andradas,
qre,carazinho,carazinho,carazinho/rs/br:off-,qre,n,rs,br,samer,itc1,br015,,,,n,carazinho,
qrf,bragado,bragado,bragado/ba/ar:bragado,qrf,n,ba,ar,samer,itc1,ar003,,,,n,bragado,
qrg,ragusa,ragusa,ragusa/it:off-,qrg,n,,it,europ,itc2,it067,,,,n,ragusa,
qrh,rotterdam,rotterdam,rotterdam/nl:central station,rtm,y,,nl,europ,itc2,nl082,4.467,51.92,,y,rotterdam,
qri,rize,rize,rize/tr:rize,qri,n,,tr,euras,itc2,tr101,,,,n,rize,
qrj,cariacica,cariacica,cariacica/es/br:off-,qrj,n,es,br,samer,itc1,br015,,,,n,cariacica,
qrk,arcos,arcos,arcos/mg/br:off-,qrk,n,mg,br,samer,itc1,br015,,,,n,arcos,
qrl,marbella,marbella,marbella/es:off-,qrl,n,,es,europ,itc2,es045,,,,n,marbella,
qrm,narromine,narromine,narromine/ns/au:narromine,qrm,n,ns,au,austl,itc3,au007,,,,n,narromine,
qrn,muroran,muroran,muroran/jp:off-,qrn,n,,jp,asia,itc3,jp,,,,n,muroran,
qro,queretaro,queretaro,queretaro/mx,qro,y,,mx,namer,itc1,mx168,-100.4,20.6,,y,queretaro,
qrp,gramado,gramado,gramado/rs/br:off-,qrp,n,rs,br,samer,itc1,br015,,,,n,gramado,
qrq,marmaris,marmaris,marmaris/tr:marmaris,qrq,n,,tr,euras,itc2,tr101,,,,n,marmaris,
qrr,warren,warren,warren/ns/au:warren,qrr,n,ns,au,austl,itc3,au007,,,,n,warren,
qrs,resita,resita,resita/ro:resita,qrs,n,,ro,eeuro,itc2,ro094,,,,n,resita,
qrt,rieti,rieti,rieti/it:off-,qrt,n,,it,europ,itc2,it067,,,,n,rieti,
qru,rio do sul,rio do sul,rio do sul/sc/br:off-,qru,n,sc,br,samer,itc1,br015,,,,n,rio do sul,
qrv,arras,arras,arras/fr:off-,qrv,n,,fr,europ,itc2,fr052,,,,n,arras,
qrw,warri,warri,warri/ng:warri,qrw,y,,ng,afric,itc2,ng,3.333,6.583,,y,warri,
qrx,narooma,narooma,narooma/ns/au:narooma,qrx,n,ns,au,austl,itc3,au007,,,,n,narooma,
qry,ikerasaarsuk,ikerasaarsuk,ikerasaarsuk/gl:ikerasaarsuk,qry,y,,gl,europ,itc1,gl055,-51.5,70.47,,n,ikerasaarsuk,
qrz,resende,resende,resende/rj/br:off-,qrz,n,rj,br,samer,itc1,br015,,,,n,resende,
qsa,sabadell,sabadell,sabadell/es:off-,qsa,n,,es,europ,itc2,es045,,,,n,sabadell,
qsb,sao bernardo do c,sao bernardo do,sao bernardo do c/sp/br:off-,qsb,n,sp,br,samer,itc1,br015,,,,n,sao bernardo do c,
qsc,sao carlos,sao carlos,sao carlos/sp/br:off-,qsc,n,sp,br,samer,itc1,br015,,,,n,sao carlos,
qsd,sao goncalo,sao goncalo,sao goncalo/rj/br:off-,qsd,n,rj,br,samer,itc1,br015,,,,n,sao goncalo,
qse,santo andre,santo andre,santo andre/sp/br:off-,qse,n,sp,br,samer,itc1,br015,,,,n,santo andre,
qsf,setif,setif,setif/dz,qsf,y,,dz,afric,itc2,dz,5.4,36.18,,y,setif,
qsg,sonderborg rail,sonderborg rail,sonderborg/dk:sonderborg rail,sgd,y,,dk,europ,itc2,dk041,12.65,55.62,,n,sonderborg,
qsh,seeheim,seeheim,seeheim/de:off-,qsh,n,,de,europ,itc2,de040,,,,n,seeheim,
qsi,moshi,moshi,moshi/tz:off-,qsi,n,,tz,afric,itc2,tz,,,,n,moshi,
qsj,sao joao del rei,sao joao del re,sao joao del rei/mg/br:off-,qsj,n,mg,br,samer,itc1,br015,,,,n,sao joao del rei,
qsk,souk ahras,souk ahras,souk ahras/dz:off-,qsk,n,,dz,afric,itc2,dz,,,,n,souk ahras,
qsl,suru lere,suru lere,suru lere/ng:off-,qsl,n,,ng,afric,itc2,ng,,,,n,suru lere,
qsm,uetersen,uetersen,uetersen/de:off-pt,qsm,n,,de,europ,itc2,de040,,,,n,uetersen,
qsn,san nicolas bari,san nicolas bar,san nicolas bari/cu:off-,qsn,n,,cu,carib,itc1,cu038,,,,n,san nicolas bari,
qso,sousse,sousse,sousse/tn:off-,qso,n,,tn,afric,itc2,tn100,,,,n,sousse,
qsq,sidon,sidon,sidon/lb:off-,qsq,n,,lb,meast,itc2,lb072,,,,n,sidon,
qsr,salerno,salerno,salerno/it:off-,qsr,n,,it,europ,itc2,it067,,,,n,salerno,
qss,sassari,sassari,sassari/it:off-,qss,n,,it,europ,itc2,it067,,,,n,sassari,
qst,izmit,izmit,izmit/tr:izmit,qst,n,,tr,euras,itc2,tr101,,,,n,izmit,
qsu,mansoura,mansoura,mansoura/eg:off-,qsu,n,,eg,afric,itc2,eg044,,,,n,mansoura,
qsv,sovata,sovata,sovata/ro:sovata,qsv,n,,ro,eeuro,itc2,ro094,,,,n,sovata,
qsw,sweida,sweida,sweida/sy:off-,qsw,n,,sy,meast,itc2,sy098,,,,n,sweida,
qsx,new amsterdam,new amsterdam,new amsterdam/gy:off-,qsx,n,,gy,samer,itc1,gy,,,,n,new amsterdam,
qsy,ruedesheim,ruedesheim,ruedesheim/de:off-,qsy,n,,de,europ,itc2,de040,,,,n,ruedesheim,
qsz,shizuoka city,shizuoka city,shizuoka city/jp:off-,qsz,n,,jp,asia,itc3,jp,,,,n,shizuoka city,
qta,atibaia,atibaia,atibaia/rj/br,qta,y,rj,br,samer,itc1,br015,-43.27,-22.85,,n,atibaia,
qtc,caserta,caserta,caserta/it:off-,qtc,n,,it,europ,itc2,it067,,,,n,caserta,
qtd,timbauba,timbauba,timbauba/pe/br:timbauba,qtd,n,pe,br,samer,itc1,br016,,,,n,timbauba,
qte,sao goncalo amara,sao goncalo ama,sao go/rn/br:sao goncalo amara,qte,n,rn,br,samer,itc1,br016,,,,n,sao goncalo amara,
qtf,qatif,qatif,qatif/sa:off-,qtf,n,,sa,meast,itc2,sa,,,,n,qatif,
qtg,tupi paulista,tupi paulista,tupi paulista/sp/br:off-,qtg,n,sp,br,samer,itc1,br015,,,,n,tupi paulista,
qth,thredbo,thredbo,thredbo/ns/au:bus station,qth,y,ns,au,austl,itc3,au007,148.3,-36.5,,n,thredbo,
qti,termini imere,termini imere,termini imere/it:off-,qti,n,,it,europ,itc2,it067,,,,n,termini imere,
qtj,chartres,chartres,chartres/fr:off-,qtj,n,,fr,europ,itc2,fr052,,,,n,chartres,
qtk,rothenburg,rothenburg,rothenburg/de:off-,qtk,n,,de,europ,itc2,de040,,,,n,rothenburg,
qtl,caratinga,caratinga,caratinga/mg/br:off-,qtl,n,mg,br,samer,itc1,br015,,,,n,caratinga,
qtm,tomakomai,tomakomai,tomakomai/jp:off-,qtm,n,,jp,asia,itc3,jp,,,,n,tomakomai,
qtn,san antonio,san antonio,san antonio/cl:off-,qtn,n,,cl,samer,itc1,cl033,,,,n,san antonio,
qto,skitube,skitube,skitube/ns/au:bus station,qto,y,ns,au,austl,itc3,au007,148.5,-36.47,,n,skitube,
qtp,tana,tana,tana/no:tana,qtp,y,,no,europ,itc2,no083,28.3,70.47,,n,tana,
qtr,tartous,tartous,tartous/sy:off-,qtr,n,,sy,meast,itc2,sy098,,,,n,tartous,
qts,englewood,englewood,englewood/co/us:off-,qts,n,co,us,namer,itc1,us108,,,,n,englewood,
qtt,tanta,tanta,tanta/eg:off-,qtt,n,,eg,afric,itc2,eg044,,,,n,tanta,
qtu,itu,itu,itu/sp/br:off-,qtu,n,sp,br,samer,itc1,br015,,,,n,itu,
qtv,fictitious point,fictitious poin,fictitious/zz:fictitious point,qtv,y,,zz,none,itc2,zz,6.167,46,,y,fictitious point,
qtw,daejeon,daejeon,daejeon/kr:daejeon,qtw,n,,kr,asia,itc3,kr,,,,n,daejeon,
qtx,arbatax,arbatax,arbatax/it:off-,qtx,n,,it,europ,itc2,it067,,,,n,arbatax,
qty,tsu,tsu,tsu/jp:off-,qty,n,,jp,asia,itc3,jp,,,,n,tsu,
qtz,coatzacoalcos,coatzacoalcos,coatzacoalcos/mx:coatzacoalcos,qtz,n,,mx,namer,itc1,mx168,,,,n,coatzacoalcos,
qua,puttgarden,puttgarden,puttgarden/de:off-,qua,n,,de,europ,itc2,de040,,,,n,puttgarden,
qub,ubari,ubari,ubari/ly,qub,y,,ly,afric,itc2,ly122,12.77,26.6,,y,ubari,
quc,puerto la cruz,puerto la cruz,puerto la cruz/ve:off-,quc,n,,ve,samer,itc1,ve,,,,n,puerto la cruz,
qud,damanhour,damanhour,damanhour/eg:damanhour,qud,y,,eg,afric,itc2,eg044,31.05,30.47,,n,damanhour,
que,qullissat,qullissat,qullissat/gl:qullissat,que,y,,gl,europ,itc1,gl055,-37.83,65.33,,n,qullissat,
quf,pirita harbour,pirita harbour,tallinn/ee:pirita harbor,tll,y,,ee,eeuro,itc2,ee124,24.8,50.47,,n,tallinn,
qug,chichester,chichester,chichester goodwood/gb,qug,y,,gb,europ,itc2,gb053,-0.8,50.83,,n,chichester goodwood,
quh,shebeen el kom,shebeen el kom,shebeen el k/eg:shebeen el kom,quh,y,,eg,afric,itc2,eg044,31,30.93,,n,shebeen el kom,
qui,chuquicamata,chuquicamata,chuquicamata/cl:off-,qui,n,,cl,samer,itc1,cl033,,,,n,chuquicamata,
quj,uijeongbu,uijeongbu,uijeongbu/kr:uijeongbu,quj,y,,kr,asia,itc3,kr,127,37.73,,n,uijeongbu,
quk,fictitious point,fictitious poin,fictitious/zz:fictitious point,quk,y,,zz,none,itc2,zz,-2.167,51,,y,fictitious point,
qul,ulm rail,ulm rail,ulm/de:ulm rail,qul,y,,de,europ,itc2,de040,10,48.4,,y,ulm,
qum,qum,qum,qum/ir:off-,qum,n,,ir,meast,itc2,ir120,,,,n,qum,
qun,chuncheon,chuncheon,chuncheon/kr:chuncheon,qun,n,,kr,asia,itc3,kr,,,,n,chuncheon,
quo,uyo,uyo,uyo/ng:off-,quo,n,,ng,afric,itc2,ng,,,,n,uyo,
qup,saqqaq,saqqaq,saqqaq/gl:saqqaq,qup,y,,gl,europ,itc1,gl055,-52,70.05,,n,saqqaq,
quq,caceres,caceres,caceres/es:caceres,quq,n,,es,europ,itc2,es045,,,,n,caceres,
qur,muriae,muriae,muriae/mg/br:off-,qur,n,mg,br,samer,itc1,br015,,,,n,muriae,
qus,gusau,gusau,gusau/ng:off-,qus,n,,ng,afric,itc2,ng,,,,n,gusau,
qut,utsunomiya,utsunomiya,utsunomiya/jp:off-,qut,n,,jp,asia,itc3,jp,,,,n,utsunomiya,
quu,chung-mu city,chung-mu city,chung-mu city/kr:chung-mu city,quu,y,,kr,asia,itc3,kr,126.9,39.08,,n,chung-mu city,
quv,aappilattoq,aappilattoq,aappilattoq/gl:aappilattoq,quv,y,,gl,europ,itc1,gl055,-44.17,60.2,,n,aappilattoq,
quw,ammassivik,ammassivik,ammassivik/gl:ammassivik,quw,y,,gl,europ,itc1,gl055,-45.28,60.68,,n,ammassivik,
qux,caudebec en caux,caudebec en cau,caudebec e/fr:caudebec en caux,qux,y,,fr,europ,itc2,fr052,0.7333,49.53,,n,caudebec en caux,
quy,wyton,wyton,wyton/gb:off-,quy,n,,gb,europ,itc2,gb053,,,,n,wyton,
quz,puerto de la luz,puerto de la lu,puerto de la luz/es:off-,quz,n,,es,europ,itc2,es046,,,,n,puerto de la luz,
qva,varese,varese,varese/it:off-,qva,n,,it,europ,itc2,it067,,,,n,varese,
qvb,uniao da vitoria,uniao da vitori,uniao da vitoria/pr/br:off-,qvb,n,pr,br,samer,itc1,br015,,,,n,uniao da vitoria,
qvc,vicosa,vicosa,vicosa/mg/br:off-,qvc,n,mg,br,samer,itc1,br015,,,,n,vicosa,
qvd,salo,salo,salo/fi:salo,qvd,y,,fi,europ,itc2,fi047,23.17,60.38,,n,salo,
qve,forssa,forssa,forssa/fi:forssa,qve,y,,fi,europ,itc2,fi047,23.67,60.82,,n,forssa,
qvf,karkkila,karkkila,karkkila/fi:karkkila,qvf,y,,fi,europ,itc2,fi047,24.17,60.53,,n,karkkila,
qvg,vilgenis,vilgenis,vilgenis/fr:off-,qvg,n,,fr,europ,itc2,fr052,,,,n,vilgenis,
qvh,vila velha,vila velha,vila velha/es/br:off-,qvh,n,es,br,samer,itc1,br015,,,,n,vila velha,
qvi,valbonne,valbonne,valbonne/fr:off-,qvi,n,,fr,europ,itc2,fr052,,,,n,valbonne,
qvj,vrajdebna,vrajdebna,vrajdebna/bg:vrajdebna,qvj,n,,bg,eeuro,itc2,bg013,,,,n,vrajdebna,
qvk,valkeakoski,valkeakoski,valkeakoski/fi:valkeakoski,qvk,y,,fi,europ,itc2,fi047,24.08,61.28,,n,valkeakoski,
qvl,victoria island,victoria island,victoria island/ng:heliport,qvl,y,,ng,afric,itc2,ng,34.56,64.56,,n,victoria island,
qvm,hameenlinna,hameenlinna,hameenlinna/fi:hameenlinna,qvm,y,,fi,europ,itc2,fi047,24.42,61,,n,hameenlinna,
qvn,avellino,avellino,avellino/it:off-,qvn,n,,it,europ,itc2,it067,,,,n,avellino,
qvo,havoeysund,havoeysund,havoeysund/no:havoeysund,qvo,y,,no,europ,itc2,no083,24.67,71.05,,n,havoeysund,
qvp,avare,avare,avare/sp/br:off-,qvp,n,sp,br,samer,itc1,br015,,,,n,avare,
qvq,verden,verden,verden/de:off-,qvq,n,,de,europ,itc2,de040,,,,n,verden,
qvr,volta redonda,volta redonda,volta redonda/rj/br:off-,qvr,n,rj,br,samer,itc1,br015,,,,n,volta redonda,
qvs,tervakoski,tervakoski,tervakoski/fi:tervakoski,qvs,y,,fi,europ,itc2,fi047,24.62,60.82,,n,tervakoski,
qvt,riihimaki,riihimaki,riihimaki/fi:riihimaki,qvt,y,,fi,europ,itc2,fi047,24.75,60.75,,n,riihimaki,
qvu,vaduz,vaduz,vaduz/li:vaduz,qvu,n,,li,europ,itc2,li091,9.533,47.13,,n,vaduz,
qvv,heinola,heinola,heinola/fi:heinola,qvv,y,,fi,europ,itc2,fi047,26.08,61.22,,n,heinola,
qvw,kotka,kotka,kotka/fi:kotka,qvw,y,,fi,europ,itc2,fi047,26.92,60.43,,n,kotka,
qvx,ghazaouet,ghazaouet,ghazaouet/dz:off-,qvx,n,,dz,afric,itc2,dz,,,,n,ghazaouet,
qvy,kouvola,kouvola,kouvola/fi:kouvola bus,qvy,y,,fi,europ,itc2,fi047,26.75,60.9,,n,kouvola,
qvz,hamina,hamina,hamina/fi:hamina,qvz,y,,fi,europ,itc2,fi047,27.25,60.55,,n,hamina,
qwa,oshawa,oshawa,oshawa/on/ca:oshawa,qwa,n,on,ca,namer,itc1,ca025,,,,n,oshawa,
qwb,berlin ostbhf,berlin ostbhf,berlin/de:hbf railway station,ber,y,,de,europ,itc2,de040,13.3,52.57,,y,berlin,
qwc,berlin zoo,berlin zoo,berlin zoo/de:rail stn,ber,y,,de,europ,itc2,de040,13.3,52.57,,n,berlin zoo,
qwd,mittenwald,mittenwald,mittenwald/de:off-,qwd,n,,de,europ,itc2,de040,,,,n,mittenwald,
qwf,ft collins bus,ft collins bus,ft/co/us:fort collins bus stn,fnl,y,co,us,namer,itc1,us108,-105.1,40.58,,n,ft collins,
qwg,charlotte w air p,charlotte w air,charlotte/nc/us:wilgrove park,clt,y,nc,us,namer,itc1,us105,-80.67,35.21,,n,charlotte,
qwh,loveland bus,loveland bus,fort collins/loveland/co/us:lo,fnl,y,co,us,namer,itc1,us108,-105.1,40.4,,n,fort collins/loveland,
qwi,schleswig,schleswig,schleswig/de:off-,qwi,n,,de,europ,itc2,de040,,,,n,schleswig,
qwj,americana,americana,americana/sp/br:americana,qwj,n,sp,br,samer,itc1,br015,,,,n,americana,
qwk,wloclawek,wloclawek,wloclawek/pl:wloclawek,qwk,n,,pl,eeuro,itc2,pl089,,,,n,wloclawek,
qwl,crackenback vill,crackenback vil,crackenback/ns/au:bus station,qwl,y,ns,au,austl,itc3,au007,148.5,-36.47,,n,crackenback vill,
qwm,longmont bus stn,longmont bus st,longmont/co/us:bus station,qwm,y,co,us,namer,itc1,us108,-105.1,40.18,,n,longmont,
qwn,astorga,astorga,astorga/pr/br:astorga,qwn,n,pr,br,samer,itc1,br015,,,,n,astorga,
qwo,holstebro,holstebro,holstebro/dk:bus station,qwo,y,,dk,europ,itc2,dk041,-8.633,56.37,,n,holstebro,
qwp,winter park,winter park,winter park/co/us:bus station,qwp,y,co,us,namer,itc1,us108,-105.8,39.9,,n,winter park,
qwq,struer,struer,struer/dk:bus service,qwq,y,,dk,europ,itc2,dk041,8.6,56.48,,n,struer,
qwr,donauwoerth,donauwoerth,donauwoerth/de:off-,qwr,n,,de,europ,itc2,de040,,,,n,donauwoerth,
qws,nowy targ,nowy targ,nowy targ/pl:nowy targ,qws,y,,pl,eeuro,itc2,pl089,20,49.47,,n,nowy targ,
qwt,talavera de la re,talavera de la,talave/es:talavera de la reina,qwt,n,,es,europ,itc2,es045,,,,n,talavera de la reina,
qwu,wuerzburg rail,wuerzburg rail,wuerzburg/de:wuerzburg rail,qwu,y,,de,europ,itc2,de040,9.933,49.8,,y,wuerzburg,
qwv,valjevo,valjevo,valjevo/rs:valjevo,qwv,y,,rs,europ,itc2,rs189,19.93,44.27,,n,valjevo,
qww,navalmoral,navalmoral,naval/es:navalmoral de la mata,qww,n,,es,europ,itc2,es045,,,,n,navalmoral de la mata,
qwx,merida,merida,merida/es:merida,qwx,n,,es,europ,itc2,es045,,,,n,merida,
qwy,albany bus,albany bus,albany/or/us:albany bus,cvo,y,or,us,namer,itc1,us110,-123.3,44.5,,n,albany,
qwz,best,best,eindhoven/nl:bus station,ein,y,,nl,europ,itc2,nl082,5.4,51.5,,n,eindhoven,
qxb,aix en provence,aix en provence,aix en provence/fr:railway sta,qxb,y,,fr,europ,itc2,fr052,5.217,43.43,,y,aix en provence,
qxc,caxias,caxias,caxias/ma/br:caxias,qxc,n,ma,br,samer,itc1,br016,,,,n,caxias,
