aiy,,,y,y,n,n,nj,us,namer,itc1,us105,-74.45,39.37,39.37,-74.45,AIY,Atlantic City Bader Fiel,US
aiz,,,y,y,n,n,mo,us,namer,itc1,us107,-92.55,38.1,38.1,-92.55,AIZ,Kaiser Lake Ozark Lee C,US
aja,,,y,y,n,y,,fr,europ,itc2,fr052,8.8,41.92,41.923637,8.802917,AJA,Ajaccio Campo Dell Oro,FR
ajf,,,y,y,n,y,,sa,meast,itc2,sa,40.2,29.93,29.93,40.2,AJF,Jouf,SA
aji,,,y,y,n,y,,tr,euras,itc2,tr101,43.03,39.65,39.65,43.03,AJI,Agri,TR
ajj,,,y,y,n,n,,mr,afric,itc2,mr,-14.38,19.73,19.73,-14.38,AJJ,Akjoujt,MR
ajk,,,y,y,n,n,,ir,meast,itc2,ir120,49.68,34.09,34.09,49.68,AJK,Araak Araak,IR
ajl,,,y,y,n,y,,in,asia,itc3,in,92.72,23.73,23.746603,92.802767,AJL,Aizawl,IN
ajn,,,y,y,n,y,,km,iocea,itc2,km,44.43,-12.13,-12.131667,44.430279,AJN,Anjouan Ouani,KM
ajo,,,y,y,n,n,,ye,meast,itc2,ye,44.25,15.72,29.785133,40.100006,AJO,Aljouf,YE
ajr,,,y,y,n,y,,se,europ,itc2,se095,19.28,65.58,65.590278,19.281944,AJR,Arvidsjaur,SE
ajs,,,y,y,n,n,,mx,namer,itc1,mx080,-113.6,26.73,26.73,-113.6,AJS,Abreojos,MX
aju,,,y,y,n,y,se,br,samer,itc1,br016,-37.07,-10.9,-10.984,-37.070333,AJU,Aracaju Aracaju,BR
ajy,,,y,y,n,n,,ne,afric,itc2,ne,7.983,16.97,16.965997,8.000114,AJY,Agades,NE
aka,,,y,y,n,y,,cn,asia,itc3,cn035,109,32.5,32.5,109,AKA,Ankang,CN
akb,,,y,y,n,y,ak,us,namer,itc1,us112,-174.2,52.2,52.2,-174.2,AKB,Atka,US
akc,cak,,y,n,n,n,oh,us,namer,itc1,us105,-81.07,41.4,41.4,-81.07,CAK,Canton Akron Akron,US
akd,,,y,y,n,n,,in,asia,itc3,in,77.08,20.67,-26.871064,26.718003,AKD,Akola,IN
ake,,,y,y,n,n,,ga,afric,itc2,ga,13.92,-1.167,-1.167,13.92,AKE,Akieni,GA
akf,,,y,y,n,y,,ly,afric,itc2,ly122,23.32,24.2,24.178728,23.313958,AKF,Kufrah,LY
akg,,,y,y,n,n,,pg,austl,itc3,pg,142.3,-3.583,-3.583,142.3,AKG,Anguganak,PG
akh,,,y,y,n,n,,sa,meast,itc2,sa,47.58,24.06,24.06,47.58,AKH,Al K Prince Sultan Air Base,SA
aki,,,y,y,n,y,ak,us,namer,itc1,us111,-161.2,60.9,60.9,-161.2,AKI,Akiak,US
akj,,,y,y,n,y,,jp,asia,itc3,jp,142.5,43.5,43.670833,142.4475,AKJ,Asahikawa,JP
akk,,,y,y,n,y,ak,us,namer,itc1,us111,-154.2,56.95,56.95,-154.2,AKK,Akhiok Akhiok Spb,US
akl,,,y,y,n,y,,nz,austl,itc3,nz084,174.8,-37.02,-37.008056,174.791667,AKL,Auckland Auckland,NZ
akm,,,y,y,n,n,,td,afric,itc2,td,19.82,10.88,10.88,19.82,AKM,Zakouma,TD
akn,,,y,y,n,y,ak,us,namer,itc1,us111,-156.6,58.52,58.676778,-156.649278,AKN,King Salmon,US
ako,,,y,y,n,n,co,us,namer,itc1,us108,-103.2,40.17,40.17,-103.2,AKO,Akron Washington Co,US
akp,,,y,y,n,y,ak,us,namer,itc1,us111,-151.7,68.13,68.13,-151.7,AKP,Anaktuvuk,US
akq,,,y,y,n,n,,id,seasi,itc3,id061,105.2,-4.617,-4.617,105.2,AKQ,Astraksetra Gunung Batin,ID
akr,,,y,y,n,n,,ng,afric,itc2,ng,5.2,7.25,7.246739,5.301008,AKR,Akure,NG
aks,,,y,y,n,y,,sb,austl,itc3,sb,160.7,-8.667,-27.660617,27.315761,AKS,Auki Gwaunaru'u,SB
akt,,,y,y,n,n,,cy,europ,itc2,cy039,32.95,35.57,34.590416,32.987861,AKT,Akrotiri Akrotiri Raf,CY
aku,,,y,y,n,y,,cn,asia,itc3,cn035,75.67,38.67,38.67,75.67,AKU,Aksu,CN
