concat(code, ',,,', is_airport, ',y,n,', is_commercial, ',')	trim(state_code)	concat(',', rel_country_code, ',', rel_region_code, ',', rel_continent_code, ',', rel_time_zone_grp, ',')	longitude	,	latitude	,
pwo,,,y,y,n,n,		,cd,afric,itc2,cd167,	28.88	,	-8.467	,
pwq,,,y,y,n,y,		,kz,euras,itc3,kz164,	77.07	,	52.18	,
pwr,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-134.7	,	56.38	,
pwt,,,y,y,n,n,	wa	,us,namer,itc1,us110,	-122.8	,	47.48	,
pxh,,,y,y,n,n,	ns	,au,austl,itc3,au009,	135.5	,	-29.72	,
pxl,,,y,y,n,n,	az	,us,namer,itc1,us109,	-110.4	,	35.83	,
pxm,,,y,y,n,y,		,mx,namer,itc1,mx168,	-97.17	,	15.83	,
pxo,,,y,y,n,y,		,pt,europ,itc2,pt092,	-16.35	,	33.07	,
pxr,,,y,y,n,n,		,th,seasi,itc3,th,	103.5	,	14.87	,
pxs,,,y,y,n,n,		,es,europ,itc2,es045,	-6.217	,	36.6	,
pxu,,,y,y,n,y,		,vn,seasi,itc3,vn,	108	,	14	,
pya,,,y,y,n,n,		,co,samer,itc1,co132,	-74.4	,	5.75	,
pyb,,,y,y,n,n,		,in,asia,itc3,in,	82.58	,	18.85	,
pyc,,,y,y,n,n,		,pa,camer,itc1,pa,	-78.25	,	9.3	,
pye,,,y,y,n,n,		,ck,austl,itc3,ck,	-158	,	-9.017	,
pyh,,,y,y,n,y,		,ve,samer,itc1,ve194,	-67.5	,	5.6	,
pyj,,,y,y,n,y,		,ru,euras,itc2,ru145,	112.1	,	66.42	,
pyk,,,y,y,n,n,		,ir,meast,itc2,ir120,	50.82	,	35.78	,
pyl,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-147.9	,	60.69	,
pym,,,y,y,n,n,	ma	,us,namer,itc1,us105,	-70.68	,	41.97	,
pyn,,,y,y,n,n,		,co,samer,itc1,co132,	-78.17	,	1.8	,
pyo,,,y,y,n,n,		,ec,samer,itc1,ec042,	-75.87	,	0.06667	,
pyr,,,y,y,n,n,		,gr,europ,itc2,gr058,	21.75	,	37.75	,
pys,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-120.6	,	39.71	,
pyv,,,y,y,n,n,		,pa,camer,itc1,pa,	-77.7	,	8.133	,
pyx,,,y,y,n,n,		,th,seasi,itc3,th,	100.9	,	12.95	,
pyy,,,y,y,n,n,		,th,seasi,itc3,th,	98.44	,	19.37	,
pza,,,y,y,n,n,		,co,samer,itc1,co132,	-71.82	,	5.783	,
pzb,,,y,y,n,y,		,za,afric,itc2,za,	30.4	,	-29.65	,
pze,,,y,y,n,y,		,gb,europ,itc2,gb053,	-5.667	,	50.12	,
pzh,,,y,y,n,n,		,pk,asia,itc3,pk163,	69.83	,	32.07	,
pzi,,,y,y,n,y,		,cn,asia,itc3,cn035,	101.8	,	26.54	,
pzk,,,y,y,n,n,		,ck,austl,itc3,ck,	-165.8	,	-10.88	,
pzo,,,y,y,n,y,		,ve,samer,itc1,ve194,	-62.73	,	8.3	,
pzu,,,y,y,n,y,		,sd,afric,itc2,sd172,	37.22	,	19.58	,
pzy,,,y,y,n,n,		,sk,eeuro,itc2,sk156,	17.83	,	48.67	,
qac,,,n,y,n,n,	pr	,br,samer,itc1,br015,		,		,
qad,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qae,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qaf,,,y,y,n,y,		,fr,europ,itc2,fr052,	2.283	,	48.82	,
qag,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qah,,,n,y,n,n,	rj	,br,samer,itc1,br015,		,		,
qai,,,n,y,n,n,		,fr,europ,itc2,fr052,		,		,
qaj,,,n,y,n,n,		,ae,meast,itc2,ae,		,		,
qak,,,n,y,n,n,	mg	,br,samer,itc1,br015,		,		,
qal,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qam,,,n,y,n,n,		,fr,europ,itc2,fr052,		,		,
qan,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qao,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qap,,,n,y,n,n,		,ng,afric,itc2,ng,		,		,
qaq,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qar,,,y,y,n,n,		,nl,europ,itc2,nl082,	5.883	,	52	,
qas,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qat,,,n,y,n,n,		,ng,afric,itc2,ng,		,		,
qau,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qav,,,n,y,n,n,	am	,br,samer,itc1,br018,		,		,
qaw,,,y,y,n,n,	al	,us,namer,itc1,us107,	-85.86	,	33.59	,
qax,,,n,y,n,n,		,ng,afric,itc2,ng,		,		,
qay,,,n,y,n,n,		,ro,eeuro,itc2,ro094,		,		,
qaz,,,n,y,n,n,		,pl,eeuro,itc2,pl089,		,		,
qba,,,y,y,n,n,		,me,europ,itc2,me188,	18.83	,	42.28	,
qbb,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qbc,,,y,y,n,y,	bc	,ca,namer,itc1,ca031,	-126.8	,	52.38	,
qbd,,,n,y,n,n,	rj	,br,samer,itc1,br015,		,		,
qbe,,,n,y,n,n,	ns	,au,austl,itc3,au007,		,		,
qbf,ege,,y,n,n,n,	co	,us,namer,itc1,us108,	-106.9	,	39.63	,
qbg,,,n,y,n,n,		,rs,europ,itc2,rs189,		,		,
qbh,,,n,y,n,n,		,fr,europ,itc2,fr052,		,		,
qbi,,,n,y,n,n,		,mk,europ,itc2,mk159,		,		,
qbj,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qbk,,,n,y,n,n,	mg	,br,samer,itc1,br015,		,		,
qbl,,,n,y,n,n,		,ly,afric,itc2,ly122,		,		,
qbm,,,n,y,n,n,		,fr,europ,itc2,fr052,		,		,
qbn,,,n,y,n,n,	rj	,br,samer,itc1,br015,		,		,
qbo,,,y,y,n,y,		,de,europ,itc2,de040,	7.217	,	51.47	,
qbp,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qbq,,,n,y,n,n,		,fr,europ,itc2,fr052,		,		,
qbr,,,n,y,n,n,		,ir,meast,itc2,ir120,		,		,
qbs,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qbt,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qbu,,,n,y,n,n,		,ng,afric,itc2,ng,		,		,
qbv,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qbw,,,n,y,n,n,	ns	,au,austl,itc3,au007,		,		,
qbx,,,n,y,n,n,	ce	,br,samer,itc1,br016,		,		,
qby,,,n,y,n,n,		,ro,eeuro,itc2,ro094,		,		,
qbz,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qca,,,y,y,n,n,		,sa,meast,itc2,sa,	39.2	,	21.5	,
qcb,,,n,y,n,n,		,jp,asia,itc3,jp,		,		,
qcc,,,n,y,n,n,	ba	,br,samer,itc1,br016,		,		,
qcd,,,n,y,n,n,	rs	,br,samer,itc1,br015,		,		,
qce,,,y,y,n,n,	co	,us,namer,itc1,us108,	-106.1	,	39.6	,
qcf,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qcg,,,n,y,n,n,	mg	,br,samer,itc1,br015,		,		,
qch,,,n,y,n,n,	es	,br,samer,itc1,br015,		,		,
qci,,,y,y,n,n,		,es,europ,itc2,es046,	-16.58	,	28.07	,
qcj,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qck,,,n,y,n,n,	rj	,br,samer,itc1,br015,		,		,
qcl,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qcm,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qcn,,,n,y,n,n,	rs	,br,samer,itc1,br015,		,		,
qco,,,n,y,n,n,		,cu,carib,itc1,cu038,		,		,
qcp,,,n,y,n,n,	rn	,br,samer,itc1,br016,		,		,
qcq,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qcr,,,n,y,n,n,	sc	,br,samer,itc1,br015,		,		,
qcs,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qct,,,n,y,n,n,		,ng,afric,itc2,ng,		,		,
qcu,,,y,y,n,n,		,gl,europ,itc1,gl055,	-52.33	,	68.75	,
qcv,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qcw,,,y,y,n,n,	ct	,us,namer,itc1,us105,	-73.83	,	40.78	,
qcx,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qcy,,,n,y,n,n,		,gb,europ,itc2,gb053,		,		,
qcz,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qda,,,n,y,n,n,	go	,br,samer,itc1,br015,		,		,
qdb,,,n,y,n,n,	rs	,br,samer,itc1,br015,		,		,
qdc,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qdd,,,n,y,n,n,		,ro,eeuro,itc2,ro094,		,		,
qde,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qdf,,,n,y,n,n,	mg	,br,samer,itc1,br015,		,		,
qdg,,,n,y,n,n,		,pl,eeuro,itc2,pl089,		,		,
qdh,,,y,y,n,y,		,gb,europ,itc2,gb053,	0.8833	,	51.15	,
qdi,,,y,y,n,n,		,at,europ,itc2,at005,	9.733	,	47.42	,
qdj,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qdk,cha,,y,n,n,n,	tn	,us,namer,itc1,us105,	-85.2	,	35.03	,
qdm,,,y,y,n,n,		,hk,seasi,itc3,hk,	11.59	,	2.353	,
qdn,,,y,y,n,n,	ns	,au,austl,itc3,au007,	149.9	,	-37.07	,
qdo,,,n,y,n,n,	pa	,br,samer,itc1,br016,		,		,
qdp,,,n,y,n,n,	rs	,br,samer,itc1,br015,		,		,
qdq,,,n,y,n,n,	rj	,br,samer,itc1,br015,		,		,
qdr,,,n,y,n,n,		,sy,meast,itc2,sy098,		,		,
qds,,,n,y,n,n,	mg	,br,samer,itc1,br015,		,		,
qdt,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qdu,dus,,y,n,n,y,		,de,europ,itc2,de040,	6.833	,	51.32	,
qdv,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qdw,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qdx,,,n,y,n,n,		,eg,afric,itc2,eg044,		,		,
qdy,,,n,y,n,n,		,kr,asia,itc3,kr,		,		,
qdz,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qea,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qeb,,,n,y,n,n,		,jp,asia,itc3,jp,		,		,
qec,,,n,y,n,n,		,ly,afric,itc2,ly122,		,		,
qed,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qee,,,n,y,n,n,		,mh,pacif,itc3,mh076,		,		,
qef,,,y,y,n,y,		,de,europ,itc2,de040,	8.433	,	49.32	,
qeg,,,y,y,n,n,		,pt,europ,itc2,pt158,	-25.53	,	37.57	,
qeh,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qei,,,n,y,n,n,		,de,europ,itc2,de040,		,		,
qej,,,n,y,n,n,		,ly,afric,itc2,ly122,		,		,
qek,,,n,y,n,n,		,eg,afric,itc2,eg044,		,		,
qel,,,n,y,n,n,	ns	,au,austl,itc3,au007,		,		,
qem,,,n,y,n,n,		,eg,afric,itc2,eg044,		,		,
qeo,,,n,y,n,n,		,pl,eeuro,itc2,pl089,		,		,
qep,,,n,y,n,n,		,pl,eeuro,itc2,pl089,		,		,
qeq,,,n,y,n,n,		,ch,europ,itc2,ch032,		,		,
qer,,,n,y,n,n,		,ye,meast,itc2,ye,		,		,
qet,,,y,y,n,n,		,kr,asia,itc3,kr,	125.5	,	39.92	,
qeu,,,n,y,n,n,	rn	,br,samer,itc1,br016,		,		,
qev,,,n,y,n,n,		,fr,europ,itc2,fr052,		,		,
qew,,,n,y,n,n,		,gb,europ,itc2,gb053,	-1.083	,	52.63	,
qex,,,n,y,n,n,		,de,europ,itc2,de040,		,		,
qey,,,y,y,n,n,		,gl,europ,itc1,gl055,	-50.67	,	63.08	,
qez,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qfa,,,n,y,n,n,		,nl,europ,itc2,nl082,		,		,
qfb,,,y,y,n,y,		,de,europ,itc2,de040,	7.842	,	47.99	,
qfc,,,n,y,n,n,		,fr,europ,itc2,fr052,	2.467	,	48.78	,
qfd,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qfe,,,n,y,n,n,	ga	,us,namer,itc1,us105,	-84.83	,	32.37	,
qff,,,n,y,n,n,	ny	,us,namer,itc1,us105,		,		,
qfg,,,y,y,n,n,		,gl,europ,itc1,gl055,	-53.18	,	67.3	,
qfh,,,y,y,n,n,		,dk,europ,itc2,dk041,	10.53	,	57.43	,
qfi,,,y,y,n,n,		,gl,europ,itc1,gl055,	-53.25	,	68.17	,
qfj,,,y,y,n,n,		,gl,europ,itc1,gl055,	-45.58	,	60.5	,
qfk,,,y,y,n,n,		,no,europ,itc2,no083,	5.367	,	62.05	,
qfl,,,n,y,n,n,		,de,europ,itc2,de040,		,		,
qfm,,,y,y,n,n,		,eg,afric,itc2,eg044,	31.27	,	30.7	,
qfn,,,y,y,n,n,		,gl,europ,itc1,gl055,	-44.52	,	60.02	,
qfo,,,n,y,n,n,		,gb,europ,itc2,gb053,	0.06667	,	51.37	,
qfp,,,y,y,n,y,		,zz,none,itc2,zz,	-88.2	,	41.62	,
qfq,,,y,y,n,n,		,no,europ,itc2,no083,	5.1	,	61.95	,
qfr,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qfs,,,n,y,n,n,	sc	,br,samer,itc1,br015,		,		,
qft,,,y,y,n,n,		,gl,europ,itc1,gl055,	-45.53	,	61.15	,
qfu,,,n,y,n,n,		,es,europ,itc2,es046,		,		,
qfv,bgo,,y,n,n,n,		,no,europ,itc2,no083,	5.217	,	60.3	,
qfw,,,n,y,n,n,	pa	,us,namer,itc1,us105,		,		,
qfx,,,y,y,n,n,		,gl,europ,itc1,gl055,	-45.47	,	60.97	,
qfy,,,y,y,n,n,		,jp,asia,itc3,jp,	133.4	,	34.48	,
qfz,scn,,y,n,n,y,		,de,europ,itc2,de040,	7.117	,	49.22	,
qga,,,n,y,n,n,	pr	,br,samer,itc1,br015,		,		,
qgb,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qgc,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qgd,,,n,y,n,n,	pr	,br,samer,itc1,br015,		,		,
qge,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qgf,,,n,y,n,n,	rs	,br,samer,itc1,br015,		,		,
qgg,,,n,y,n,n,		,ly,afric,itc2,ly122,		,		,
qgh,,,n,y,n,n,		,ly,afric,itc2,ly122,		,		,
qgi,,,n,y,n,n,	rj	,br,samer,itc1,br015,		,		,
qgj,,,n,y,n,n,	rj	,br,samer,itc1,br015,		,		,
qgk,,,n,y,n,n,	pe	,br,samer,itc1,br016,		,		,
qgl,,,n,y,n,n,		,ch,europ,itc2,ch032,		,		,
qgm,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qgn,,,n,y,n,n,		,es,europ,itc2,es045,	1.25	,	41.12	,
qgo,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qgp,,,n,y,n,n,	pe	,br,samer,itc1,br016,		,		,
qgq,,,y,y,n,n,		,gl,europ,itc1,gl055,	-53.58	,	68	,
qgr,,,y,y,n,n,		,gl,europ,itc1,gl055,	-53.92	,	69.5	,
qgs,,,n,y,n,n,	ba	,br,samer,itc1,br016,		,		,
qgt,,,n,y,n,n,		,jp,asia,itc3,jp,		,		,
qgu,,,n,y,n,n,		,jp,asia,itc3,jp,		,		,
qgv,fra,,y,n,n,n,		,de,europ,itc2,de040,	8.567	,	50.03	,
qgx,,,n,y,n,n,		,eg,afric,itc2,eg044,		,		,
qgy,,,y,y,n,n,		,hu,eeuro,itc2,hu060,	17.67	,	47.68	,
qgz,,,n,y,n,n,		,jp,asia,itc3,jp,		,		,
qha,,,n,y,n,n,		,be,europ,itc2,be012,		,		,
qhb,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qhc,,,n,y,n,n,	pr	,br,samer,itc1,br015,		,		,
qhd,,,y,y,n,n,		,de,europ,itc2,de040,	8.717	,	49.42	,
qhe,,,n,y,n,n,	sc	,br,samer,itc1,br015,		,		,
qhf,,,n,y,n,n,	rs	,br,samer,itc1,br015,		,		,
qhg,,,n,y,n,n,	mg	,br,samer,itc1,br015,		,		,
qhh,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qhi,,,n,y,n,n,		,th,seasi,itc3,th,		,		,
qhj,,,y,y,n,n,		,dk,europ,itc2,dk041,	9.983	,	57.47	,
qhk,,,n,y,n,n,		,ir,meast,itc2,ir120,		,		,
qhl,,,n,y,n,n,	pa	,br,samer,itc1,br016,		,		,
qhm,,,n,y,n,n,		,sy,meast,itc2,sy098,		,		,
qhn,,,n,y,n,n,	go	,br,samer,itc1,br015,		,		,
qho,,,n,y,n,n,	il	,us,namer,itc1,us107,		,		,
qhp,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qhq,,,n,y,n,n,		,de,europ,itc2,de040,		,		,
qhr,,,n,y,n,n,		,et,afric,itc2,et,		,		,
qhs,,,n,y,n,n,		,sy,meast,itc2,sy098,		,		,
qht,,,n,y,n,n,	rj	,br,samer,itc1,br015,		,		,
qhu,,,y,y,n,n,		,de,europ,itc2,de040,	9.133	,	54.5	,
qhv,,,n,y,n,n,	rs	,br,samer,itc1,br015,		,		,
qhw,,,n,y,n,n,	ny	,us,namer,itc1,us105,		,		,
qhx,,,n,y,n,n,		,eg,afric,itc2,eg044,		,		,
qhy,,,n,y,n,n,		,jp,asia,itc3,jp,		,		,
qhz,,,n,y,n,n,		,nl,europ,itc2,nl082,		,		,
qia,,,n,y,n,n,	mg	,br,samer,itc1,br015,		,		,
qib,,,n,y,n,n,	rs	,br,samer,itc1,br015,		,		,
qic,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qid,,,n,y,n,n,	mg	,br,samer,itc1,br015,		,		,
qie,,,n,y,n,n,		,fr,europ,itc2,fr052,	4.983	,	43.52	,
qif,,,n,y,n,n,		,gb,europ,itc2,gb053,		,		,
qig,,,n,y,n,n,	ce	,br,samer,itc1,br016,		,		,
qih,,,n,y,n,n,	rj	,br,samer,itc1,br015,		,		,
qii,,,n,y,n,n,		,de,europ,itc2,de040,		,		,
qij,,,n,y,n,n,		,es,europ,itc2,es045,		,		,
qik,,,n,y,n,n,		,ng,afric,itc2,ng,		,		,
qil,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qim,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qin,,,n,y,n,n,		,tr,euras,itc2,tr101,		,		,
qio,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qip,,,n,y,n,n,		,de,europ,itc2,de040,		,		,
qiq,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qir,,,n,y,n,n,		,jo,meast,itc2,jo068,		,		,
qis,,,n,y,n,n,		,jp,asia,itc3,jp,		,		,
qit,,,n,y,n,n,	ba	,br,samer,itc1,br016,		,		,
qiu,,,n,y,n,n,		,es,europ,itc2,es045,		,		,
qiv,,,y,y,n,n,		,eg,afric,itc2,eg044,	32.25	,	30.6	,
qiw,,,y,y,n,n,		,ae,meast,itc2,ae,	55.5	,	25.27	,
qix,,,n,y,n,n,	ce	,br,samer,itc1,br016,		,		,
qiy,,,n,y,n,n,	ql	,au,austl,itc3,au131,		,		,
qiz,,,n,y,n,n,		,tn,afric,itc2,tn100,		,		,
qja,,,n,y,n,n,	sc	,br,samer,itc1,br015,		,		,
qjb,,,n,y,n,n,		,sa,meast,itc2,sa,		,		,
qjc,,,n,y,n,n,		,bt,asia,itc3,bt,		,		,
qjd,,,y,y,n,n,	ns	,au,austl,itc3,au007,	148.6	,	-36.37	,
qje,,,y,y,n,n,		,gl,europ,itc1,gl055,	-53.17	,	68.83	,
qjf,,,y,y,n,n,		,gl,europ,itc1,gl055,		,		,
qjg,,,y,y,n,n,		,gl,europ,itc1,gl055,	-53.42	,	66.58	,
qjh,,,y,y,n,n,		,gl,europ,itc1,gl055,	-47.25	,	60.58	,
qji,,,y,y,n,n,		,gl,europ,itc1,gl055,	-52	,	68.83	,
qjj,dnn,,y,n,n,n,	ga	,us,namer,itc1,us105,	-84.87	,	34.72	,
qjk,,,n,y,n,n,		,ng,afric,itc2,ng,		,		,
qjl,,,y,y,n,n,		,no,europ,itc2,no083,	27.45	,	70.93	,
qjm,,,n,y,n,n,	sc	,br,samer,itc1,br015,		,		,
qjn,,,n,y,n,n,		,lb,meast,itc2,lb072,		,		,
qjo,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qjp,,,n,y,n,n,		,kr,asia,itc3,kr,		,		,
qjq,,,n,y,n,n,		,lb,meast,itc2,lb072,		,		,
qjr,,,n,y,n,n,		,es,europ,itc2,es045,		,		,
qjs,,,y,y,n,n,		,dk,europ,itc2,dk041,	10.53	,	57.33	,
qjt,,,y,y,n,n,		,gl,europ,itc1,gl055,		,		,
qju,,,n,y,n,n,		,in,asia,itc3,in,		,		,
qjv,,,y,y,n,n,		,dk,europ,itc2,dk041,	10.58	,	57.72	,
qjw,,,y,y,n,n,		,dk,europ,itc2,dk041,	9.726	,	56.48	,
qjx,,,y,y,n,n,		,th,seasi,itc3,th,	102.7	,	17.87	,
qjy,,,y,y,n,y,		,pl,eeuro,itc2,pl089,	15.58	,	54.17	,
qjz,nte,,y,n,n,y,		,fr,europ,itc2,fr052,	-1.6	,	47.15	,
qka,,,n,y,n,n,	rs	,br,samer,itc1,br015,		,		,
qkb,,,y,y,n,n,	co	,us,namer,itc1,us108,	-106.1	,	39.48	,
qkc,,,n,y,n,n,		,ir,meast,itc2,ir120,		,		,
qkd,,,n,y,n,n,		,pl,eeuro,itc2,pl089,		,		,
qke,,,n,y,n,n,		,zm,afric,itc2,zm,		,		,
qkf,,,n,y,n,n,		,de,europ,itc2,de040,		,		,
qkg,,,n,y,n,n,		,gr,europ,itc2,gr058,	21.75	,	37.75	,
qkh,,,n,y,n,n,		,pk,asia,itc3,pk163,		,		,
qki,,,n,y,n,n,		,pl,eeuro,itc2,pl089,		,		,
qkj,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qkk,,,y,y,n,n,		,no,europ,itc2,no083,	25.5	,	69.45	,
qkl,cgn,,y,n,n,y,		,de,europ,itc2,de040,	6.95	,	50.93	,
qkm,,,n,y,n,n,		,kr,asia,itc3,kr,		,		,
qkn,,,n,y,n,n,		,tn,afric,itc2,tn100,		,		,
qko,,,n,y,n,n,		,ly,afric,itc2,ly122,		,		,
qkp,,,n,y,n,n,		,za,afric,itc2,za,		,		,
qkq,,,n,y,n,n,		,de,europ,itc2,de040,		,		,
qkr,,,n,y,n,n,		,gf,samer,itc1,gf,		,		,
qks,,,y,y,n,n,	co	,us,namer,itc1,us108,	-106	,	39.83	,
qkt,,,y,y,n,n,		,gl,europ,itc1,gl055,	-53	,	65.92	,
qku,cgn,,y,n,n,n,		,de,europ,itc2,de040,	6.95	,	50.93	,
qkv,,,y,y,n,n,		,jp,asia,itc3,jp,	135.5	,	34.8	,
qkw,,,n,y,n,n,		,jp,asia,itc3,jp,		,		,
qkx,,,y,y,n,n,		,no,europ,itc2,no083,	23.7	,	63.98	,
qky,,,n,y,n,n,		,jp,asia,itc3,jp,		,		,
qkz,,,n,y,n,n,		,de,europ,itc2,de040,		,		,
qla,,,n,y,n,n,		,gb,europ,itc2,gb053,		,		,
qlb,,,n,y,n,n,	rs	,br,samer,itc1,br015,		,		,
qlc,,,n,y,n,n,		,pl,eeuro,itc2,pl089,		,		,
qld,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qle,,,y,y,n,n,	ns	,au,austl,itc3,au007,	146.4	,	-34.55	,
qlf,,,n,y,n,n,		,fi,europ,itc2,fi047,		,		,
qlg,,,n,y,n,n,		,de,europ,itc2,de040,	12.15	,	48.53	,
qlh,,,n,y,n,n,		,de,europ,itc2,de040,		,		,
qli,,,n,y,n,n,		,cy,europ,itc2,cy039,		,		,
qlj,,,y,y,n,n,		,ch,europ,itc2,ch032,	8.3	,	47.03	,
qlk,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qll,,,y,y,n,n,	rs	,br,samer,itc1,br015,	-51.18	,	-29.75	,
qlm,,,n,y,n,n,		,es,europ,itc2,es045,		,		,
qln,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qlp,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qlq,,,n,y,n,n,		,es,europ,itc2,es045,	0.6333	,	41.62	,
qlr,,,n,y,n,n,		,pt,europ,itc2,pt092,		,		,
qls,,,y,y,n,n,		,ch,europ,itc2,ch032,	6.65	,	46.53	,
qlt,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qlu,,,n,y,n,n,		,pl,eeuro,itc2,pl089,		,		,
qlv,,,n,y,n,n,	ba	,ar,samer,itc1,ar003,		,		,
qlw,,,n,y,n,n,	mg	,br,samer,itc1,br015,		,		,
qlx,,,y,y,n,n,		,at,europ,itc2,at005,	15.1	,	47.38	,
qly,,,n,y,n,n,		,es,europ,itc2,es046,		,		,
qlz,,,y,y,n,n,		,dk,europ,itc2,dk041,	9.167	,	56.13	,
qma,,,n,y,n,n,		,cu,carib,itc1,cu038,		,		,
qmb,,,n,y,n,n,	rs	,br,samer,itc1,br015,		,		,
qmc,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qmd,,,n,y,n,n,		,jo,meast,itc2,jo068,		,		,
qme,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qmf,,,n,y,n,n,	sc	,br,samer,itc1,br015,		,		,
qmg,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qmh,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qmi,,,n,y,n,n,	sp	,br,samer,itc1,br015,		,		,
qmj,,,n,y,n,n,		,ir,meast,itc2,ir120,		,		,
qmk,,,y,y,n,n,		,gl,europ,itc1,gl055,	-52.83	,	68.25	,
qml,,,n,y,n,n,		,pk,asia,itc3,pk163,		,		,
qmm,,,y,y,n,n,		,it,europ,itc2,it067,	10.23	,	42.77	,
qmn,,,n,y,n,n,		,sz,afric,itc2,sz,		,		,
qmo,,,y,y,n,n,		,be,europ,itc2,be012,	0.06611	,	0.8411	,
qmp,mcn,,y,n,n,n,	ga	,us,namer,itc1,us105,	-83.65	,	32.68	,
qmq,,,y,y,n,n,		,ly,afric,itc2,ly122,	13.92	,	25.92	,
qmr,,,n,y,n,n,		,it,europ,itc2,it067,		,		,
qms,,,n,y,n,n,		,kr,asia,itc3,kr,		,		,
qmt,,,y,y,n,n,		,dz,afric,itc2,dz,	3.233	,	36.7	,
qmu,,,n,y,n,n,		,fr,europ,itc2,fr052,		,		,
qmv,,,y,y,n,n,	nj	,us,namer,itc1,us105,	-113	,	38.4	,
qmw,,,n,y,n,n,		,dz,afric,itc2,dz,		,		,
qmx,,,y,y,n,y,		,zz,none,itc2,zz,	-88.15	,	41.78	,
qmy,,,y,y,n,y,		,zz,none,itc2,zz,	-88.05	,	42.35	,
qmz,,,y,y,n,y,		,de,europ,itc2,de040,	8.267	,	50	,
qnb,,,n,y,n,n,		,in,asia,itc3,in,		,		,
qnc,,,n,y,n,n,		,ch,europ,itc2,ch032,		,		,
qnd,,,y,y,n,n,		,rs,europ,itc2,rs189,	19.98	,	45.25	,
qne,,,n,y,n,n,	sc	,br,samer,itc1,br015,		,		,
