dep_city^distance^page_rank^dist_weighted_by_page_rank
XFU-CR^   951^0.00000000000000000000^       0
PPY- A^   949^0.00000000000000000000^       0
AMF-CA^   923^0.00000000000000000000^       0
KLI-CA^   920^0.00000000000000000000^       0
HAT-CA^   908^0.00000000000000000000^       0
XLO-CA^   897^0.00000000000000000000^       0
NDG- A^   893^0.00000000000000000000^       0
RZS-CA^   881^0.00000000000000000000^       0
SUO-CA^   881^0.00000000000000000000^       0
ZPM-CR^   870^0.00000000000000000000^       0
RUG-CA^   866^0.00000000000000000000^       0
ENO-CA^   851^0.00000000000000000000^       0
QLZ-CB^   833^0.00000000000000000000^       0
QUE-CA^   833^0.00000000000000000000^       0
TBQ-CA^   823^0.00000000000000000000^       0
MRH-CA^   818^0.00000000000000000000^       0
ZSP-CA^   815^0.00000000000000000000^       0
PMU-CA^   805^0.00000000000000000000^       0
DZI-CA^   781^0.00000000000000000000^       0
AYI-CA^   757^0.00000000000000000000^       0
MNA-CA^   749^0.00000000000000000000^       0
HIL-CA^   736^0.00000000000000000000^       0
BOT-CA^   707^0.00000000000000000000^       0
SNQ-CA^   695^0.00000000000000000000^       0
AAG-CA^   685^0.00000000000000000000^       0
BCC-CA^   664^0.00000000000000000000^       0
XDO-CR^   651^0.00000000000000000000^       0
NGX-CA^   643^0.00000000000000000000^       0
NGL-CA^   636^0.00000000000000000000^       0
PUH-CA^   627^0.00000000000000000000^       0
NCR- A^   605^0.00000000000000000000^       0
HTW-CA^   582^0.00000000000000000000^       0
TWT-CA^   582^0.00000000000000000000^       0
OMM-CA^   581^0.00000000000000000000^       0
NAH-CA^   571^0.00000000000000000000^       0
QKX- O^   562^0.00000000000000000000^       0
AIR-CA^   561^0.00000000000000000000^       0
SHP- A^   561^0.00000000000000000000^       0
BLP- A^   552^0.00000000000000000000^       0
BJG- A^   550^0.00000000000000000000^       0
ZXQ- O^   547^0.00000000000000000000^       0
XWB-CR^   545^0.00000000000000000000^       0
DSG-CA^   544^0.00000000000000000000^       0
ZAN- O^   540^0.00000000000000000000^       0
SSL-CA^   522^0.00000000000000000000^       0
XQW-CR^   516^0.00000000000000000000^       0
POV-CA^   512^0.00000000000000000000^       0
SWL-CA^   510^0.00000000000000000000^       0
YCE- A^   509^0.00000000000000000000^       0
CFF- A^   507^0.00000000000000000000^       0
DRA- A^   504^0.00000000000000000000^       0
WKI- A^   496^0.00000000000000000000^       0
AWB-CA^   492^0.00000000000000000000^       0
IAQ-CA^   492^0.00000000000000000000^       0
AKU- A^   489^0.00000000000000000000^       0
ENI- A^   489^0.00000000000000000000^       0
TJH- A^   486^0.00000000000000000000^       0
MQM- A^   479^0.00000000000000000000^       0
RSX-CA^   478^0.00000000000000000000^       0
MON- C^   469^0.00000000000000000000^       0
BEK-CA^   468^0.00000000000000000000^       0
BOL- A^   468^0.00000000000000000000^       0
TJB-CA^   451^0.00000000000000000000^       0
BVU- A^   448^0.00000000000000000000^       0
NFO-CA^   447^0.00000000000000000000^       0
PCH-CA^   445^0.00000000000000000000^       0
GLX-CA^   442^0.00000000000000000000^       0
AAT- A^   439^0.00000000000000000000^       0
HTL-CA^   430^0.00000000000000000000^       0
MPU-CA^   430^0.00000000000000000000^       0
CQP-CA^   427^0.00000000000000000000^       0
NTC-CA^   426^0.00000000000000000000^       0
YAE-CA^   425^0.00000000000000000000^       0
NKL- A^   424^0.00000000000000000000^       0
GOQ- A^   419^0.00000000000000000000^       0
BXJ-CA^   418^0.00000000000000000000^       0
MVC- A^   416^0.00000000000000000000^       0
OKU-CA^   416^0.00000000000000000000^       0
CXY-CA^   411^0.00000000000000000000^       0
LOW-CA^   408^0.00000000000000000000^       0
QLX- O^   405^0.00000000000000000000^       0
BGJ-CA^   403^0.00000000000000000000^       0
SBF-CA^   402^0.00000000000000000000^       0
XOW-CB^   402^0.00000000000000000000^       0
ZNW-CR^   399^0.00000000000000000000^       0
OKL-CA^   379^0.00000000000000000000^       0
XHI-CB^   374^0.00000000000000000000^       0
XPF-CR^   369^0.00000000000000000000^       0
ENJ-CA^   367^0.00000000000000000000^       0
YJD- R^   366^0.00000000000000000000^       0
YXQ- A^   360^0.00000000000000000000^       0
GVP- A^   359^0.00000000000000000000^       0
RIM-CA^   347^0.00000000000000000000^       0
QTA-CA^   338^0.00000000000000000000^       0
OTK-CA^   337^0.00000000000000000000^       0
LTB- A^   336^0.00000000000000000000^       0
WOR-CA^   335^0.00000000000000000000^       0
KNP- A^   334^0.00000000000000000000^       0
XLA- O^   334^0.00000000000000000000^       0
JPR-CA^   332^0.00000000000000000000^       0
LOB- A^   326^0.00000000000000000000^       0
COW-CA^   323^0.00000000000000000000^       0
XQL-CR^   319^0.00000000000000000000^       0
HBD- C^   317^0.00000000000000000000^       0
CQS- A^   304^0.00000000000000000000^       0
BMJ- A^   303^0.00000000000000000000^       0
TPJ-CA^   300^0.00000000000000000000^       0
KRV- A^   299^0.00000000000000000000^       0
LTI- A^   298^0.00000000000000000000^       0
SST- A^   298^0.00000000000000000000^       0
RBK-CA^   297^0.00000000000000000000^       0
QRW- A^   296^0.00000000000000000000^       0
XNO-CR^   295^0.00000000000000000000^       0
ILH-CA^   294^0.00000000000000000000^       0
FRF-CA^   290^0.00000000000000000000^       0
QXQ- O^   289^0.00000000000000000000^       0
OEM-CA^   282^0.00000000000000000000^       0
XTK-CR^   282^0.00000000000000000000^       0
SYF-CA^   280^0.00000000000000000000^       0
TIL-CA^   278^0.00000000000000000000^       0
LYI- A^   273^0.00000000000000000000^       0
JAB- A^   272^0.00000000000000000000^       0
UKR-CA^   270^0.00000000000000000000^       0
XWI-CR^   266^0.00000000000000000000^       0
ZHO-CB^   266^0.00000000000000000000^       0
XAZ-CR^   259^0.00000000000000000000^       0
XRC-CR^   258^0.00000000000000000000^       0
YAJ-CA^   251^0.00000000000000000000^       0
BXM-CA^   250^0.00000000000000000000^       0
GSY-CA^   249^0.00000000000000000000^       0
OUZ-CA^   248^0.00000000000000000000^       0
GUZ-CA^   241^0.00000000000000000000^       0
ZJS-CR^   237^0.00000000000000000000^       0
XRS- O^   236^0.00000000000000000000^       0
XWD-CR^   232^0.00000000000000000000^       0
MNH- A^   225^0.00000000000000000000^       0
RVD- A^   225^0.00000000000000000000^       0
NRN- A^   223^0.00000000000000000000^       0
ZGX-CR^   223^0.00000000000000000000^       0
XMZ-CR^   222^0.00000000000000000000^       0
AYG-CA^   216^0.00000000000000000000^       0
ELX-CA^   215^0.00000000000000000000^       0
BFQ-CA^   214^0.00000000000000000000^       0
PUM-CA^   209^0.00000000000000000000^       0
XWH-CR^   207^0.00000000000000000000^       0
GGC-CA^   206^0.00000000000000000000^       0
LII- A^   206^0.00000000000000000000^       0
TGV-CA^   205^0.00000000000000000000^       0
ZBT-CR^   201^0.00000000000000000000^       0
BYR-CA^   200^0.00000000000000000000^       0
DGP-CA^   197^0.00000000000000000000^       0
AFF- A^   196^0.00000000000000000000^       0
GSA-CA^   194^0.00000000000000000000^       0
LKC-CA^   193^0.00000000000000000000^       0
ALV- H^   191^0.00000000000000000000^       0
UAL- A^   189^0.00000000000000000000^       0
ZIR-CR^   187^0.00000000000000000000^       0
OLP-CA^   182^0.00000000000000000000^       0
NKY-CA^   180^0.00000000000000000000^       0
ADP- C^   177^0.00000000000000000000^       0
XRG-CR^   177^0.00000000000000000000^       0
CGU-CA^   176^0.00000000000000000000^       0
ZDL-CR^   176^0.00000000000000000000^       0
PEL-CA^   168^0.00000000000000000000^       0
DRJ- A^   167^0.00000000000000000000^       0
JEE-CA^   167^0.00000000000000000000^       0
XSR-CR^   167^0.00000000000000000000^       0
XQT-CR^   166^0.00000000000000000000^       0
RTY-CA^   164^0.00000000000000000000^       0
PVN-CA^   161^0.00000000000000000000^       0
XIF-CR^   160^0.00000000000000000000^       0
LMK- O^   159^0.00000000000000000000^       0
PAL-CA^   159^0.00000000000000000000^       0
SCZ-CA^   157^0.00000000000000000000^       0
MZJ- A^   156^0.00000000000000000000^       0
XAU-CA^   156^0.00000000000000000000^       0
ISQ-CA^   155^0.00000000000000000000^       0
RIK- A^   155^0.00000000000000000000^       0
SHZ-CA^   155^0.00000000000000000000^       0
LWI-CA^   154^0.00000000000000000000^       0
SIM-CA^   153^0.00000000000000000000^       0
OHA- A^   152^0.00000000000000000000^       0
SWN-CA^   151^0.00000000000000000000^       0
FGU-CA^   150^0.00000000000000000000^       0
SBE-CA^   144^0.00000000000000000000^       0
LPM- A^   141^0.00000000000000000000^       0
BVZ-CA^   138^0.00000000000000000000^       0
DSV- A^   138^0.00000000000000000000^       0
SXS-CA^   138^0.00000000000000000000^       0
SYH-CA^   138^0.00000000000000000000^       0
GKT- A^   135^0.00000000000000000000^       0
MKS-CA^   135^0.00000000000000000000^       0
QMM- O^   135^0.00000000000000000000^       0
AGL-CA^   134^0.00000000000000000000^       0
GAN-CA^   133^0.00000000000000000000^       0
APK-CA^   132^0.00000000000000000000^       0
VAZ-CA^   131^0.00000000000000000000^       0
XGM-CR^   129^0.00000000000000000000^       0
GIY- A^   122^0.00000000000000000000^       0
JVI-CA^   122^0.00000000000000000000^       0
XXT-CR^   120^0.00000000000000000000^       0
TWN-CA^   119^0.00000000000000000000^       0
SZY-CA^   117^0.00000000000000000000^       0
XRU-CR^   116^0.00000000000000000000^       0
EAL-CA^   115^0.00000000000000000000^       0
ICI-CA^   115^0.00000000000000000000^       0
XQB-CR^   114^0.00000000000000000000^       0
ZSQ-CR^   114^0.00000000000000000000^       0
PUX- A^   113^0.00000000000000000000^       0
GAV-CA^   112^0.00000000000000000000^       0
PKN- A^   111^0.00000000000000000000^       0
UVO-CA^   111^0.00000000000000000000^       0
MYL-CA^   110^0.00000000000000000000^       0
OYP-CA^   109^0.00000000000000000000^       0
PUK-CA^   109^0.00000000000000000000^       0
GSN-CA^   107^0.00000000000000000000^       0
MNK-CA^   107^0.00000000000000000000^       0
XPW-CR^   106^0.00000000000000000000^       0
DAF-CA^   105^0.00000000000000000000^       0
HZV-CA^   105^0.00000000000000000000^       0
LPJ-CA^   105^0.00000000000000000000^       0
MBU- A^   105^0.00000000000000000000^       0
GAS- A^   104^0.00000000000000000000^       0
JDR-CA^   104^0.00000000000000000000^       0
BLU-CA^   103^0.00000000000000000000^       0
XQM-CR^   103^0.00000000000000000000^       0
MHU-CA^   102^0.00000000000000000000^       0
SMZ-CA^   102^0.00000000000000000000^       0
ZHF-CR^   102^0.00000000000000000000^       0
YOY-CA^   101^0.00000000000000000000^       0
CHN- A^    99^0.00000000000000000000^       0
DLK-CA^    99^0.00000000000000000000^       0
KLT-CR^    98^0.00000000000000000000^       0
TOT-CA^    98^0.00000000000000000000^       0
XNV-CR^    98^0.00000000000000000000^       0
HYN-CA^    97^0.00000000000000000000^       0
KGW-CA^    96^0.00000000000000000000^       0
XRE-CR^    96^0.00000000000000000000^       0
TTQ-CA^    95^0.00000000000000000000^       0
YES-CA^    95^0.00000000000000000000^       0
YKI-CA^    95^0.00000000000000000000^       0
LTW-CA^    94^0.00000000000000000000^       0
MPT-CA^    94^0.00000000000000000000^       0
ZLP- R^    94^0.00000000000000000000^       0
RHP-CA^    93^0.00000000000000000000^       0
THH-CA^    93^0.00000000000000000000^       0
KGE-CA^    90^0.00000000000000000000^       0
TKV-CA^    90^0.00000000000000000000^       0
ZYO-CR^    90^0.00000000000000000000^       0
JRB- H^    88^0.00000000000000000000^       0
KUB-CA^    88^0.00000000000000000000^       0
SXH-CA^    88^0.00000000000000000000^       0
ZBE-CA^    87^0.00000000000000000000^       0
GLM-CA^    86^0.00000000000000000000^       0
PSY-CA^    85^0.00000000000000000000^       0
SWG-CA^    85^0.00000000000000000000^       0
VIH-CA^    85^0.00000000000000000000^       0
XOE- O^    85^0.00000000000000000000^       0
ATJ- A^    83^0.00000000000000000000^       0
JAT-CA^    83^0.00000000000000000000^       0
OXD- A^    83^0.00000000000000000000^       0
XWO-CR^    83^0.00000000000000000000^       0
LCO-CA^    81^0.00000000000000000000^       0
MQV-CA^    81^0.00000000000000000000^       0
XJM- A^    81^0.00000000000000000000^       0
UTU-CA^    80^0.00000000000000000000^       0
XWE-CR^    79^0.00000000000000000000^       0
RHA-CA^    77^0.00000000000000000000^       0
PMK-CA^    76^0.00000000000000000000^       0
DNX-CA^    75^0.00000000000000000000^       0
UPV-CA^    75^0.00000000000000000000^       0
XSL- O^    75^0.00000000000000000000^       0
SAM-CA^    74^0.00000000000000000000^       0
ABB-CA^    73^0.00000000000000000000^       0
GUB- A^    73^0.00000000000000000000^       0
HPE-CA^    73^0.00000000000000000000^       0
QEF-CA^    73^0.00000000000000000000^       0
RBE-CA^    73^0.00000000000000000000^       0
BVW-CA^    72^0.00000000000000000000^       0
GRM- A^    72^0.00000000000000000000^       0
PKM-CA^    72^0.00000000000000000000^       0
XMY-CA^    71^0.00000000000000000000^       0
NOO-CA^    70^0.00000000000000000000^       0
NOK- A^    69^0.00000000000000000000^       0
SZE-CA^    69^0.00000000000000000000^       0
TEP-CA^    69^0.00000000000000000000^       0
GSS-CA^    68^0.00000000000000000000^       0
GDE- A^    67^0.00000000000000000000^       0
PBP-CA^    66^0.00000000000000000000^       0
ADO- A^    65^0.00000000000000000000^       0
SLX-CA^    65^0.00000000000000000000^       0
CQT-CA^    63^0.00000000000000000000^       0
DRD-CA^    63^0.00000000000000000000^       0
SNT-CA^    63^0.00000000000000000000^       0
LEL-CA^    62^0.00000000000000000000^       0
MKI- A^    62^0.00000000000000000000^       0
MRP-CA^    62^0.00000000000000000000^       0
SQR- A^    62^0.00000000000000000000^       0
BXD-CA^    61^0.00000000000000000000^       0
GZI-CA^    61^0.00000000000000000000^       0
MSK-CA^    61^0.00000000000000000000^       0
NBB-CA^    61^0.00000000000000000000^       0
NRR-CA^    61^0.00000000000000000000^       0
ZKA-CR^    61^0.00000000000000000000^       0
HWN-CA^    60^0.00000000000000000000^       0
OTD-CA^    60^0.00000000000000000000^       0
NTT-CA^    59^0.00000000000000000000^       0
CTR-CA^    58^0.00000000000000000000^       0
MBT- A^    58^0.00000000000000000000^       0
SYU-CA^    58^0.00000000000000000000^       0
THB- A^    58^0.00000000000000000000^       0
XHU-CR^    58^0.00000000000000000000^       0
CSR-CA^    57^0.00000000000000000000^       0
DHI- A^    56^0.00000000000000000000^       0
ICR-CA^    56^0.00000000000000000000^       0
SMP-CA^    56^0.00000000000000000000^       0
TGS-CA^    56^0.00000000000000000000^       0
XQD-CR^    56^0.00000000000000000000^       0
FWH- A^    55^0.00000000000000000000^       0
GBJ-CA^    55^0.00000000000000000000^       0
OAL-CA^    55^0.00000000000000000000^       0
SGA-CA^    55^0.00000000000000000000^       0
LUT-CA^    54^0.00000000000000000000^       0
SHK- A^    54^0.00000000000000000000^       0
BKR- A^    53^0.00000000000000000000^       0
DWA- A^    53^0.00000000000000000000^       0
IPG- A^    53^0.00000000000000000000^       0
SGK-CA^    53^0.00000000000000000000^       0
AKC- A^    52^0.00000000000000000000^       0
OHB-CA^    52^0.00000000000000000000^       0
ZRI-CA^    52^0.00000000000000000000^       0
AWP-CA^    51^0.00000000000000000000^       0
LQN-CA^    51^0.00000000000000000000^       0
MZQ- A^    51^0.00000000000000000000^       0
SHY- A^    51^0.00000000000000000000^       0
STZ- A^    51^0.00000000000000000000^       0
XGQ-CB^    51^0.00000000000000000000^       0
XJQ-CR^    51^0.00000000000000000000^       0
ABF-CA^    50^0.00000000000000000000^       0
FOA-CA^    50^0.00000000000000000000^       0
MUJ-CA^    50^0.00000000000000000000^       0
IVW-CA^    48^0.00000000000000000000^       0
MZK-CA^    48^0.00000000000000000000^       0
APX- A^    47^0.00000000000000000000^       0
MAS-CA^    47^0.00000000000000000000^       0
MGD-CA^    47^0.00000000000000000000^       0
MHI-CA^    47^0.00000000000000000000^       0
MHV- A^    47^0.00000000000000000000^       0
SIU- A^    47^0.00000000000000000000^       0
TFC-CP^    47^0.00000000000000000000^       0
IVG- A^    46^0.00000000000000000000^       0
LGR- A^    46^0.00000000000000000000^       0
LNQ-CA^    46^0.00000000000000000000^       0
PBM- C^    46^0.00000000000000000000^       0
RDB-CA^    46^0.00000000000000000000^       0
SWK- O^    46^0.00000000000000000000^       0
BZG- A^    45^0.00000000000000000000^       0
DLV-CA^    44^0.00000000000000000000^       0
NDV-CH^    43^0.00000000000000000000^       0
TKT- A^    43^0.00000000000000000000^       0
DSC- A^    42^0.00000000000000000000^       0
