#
# PageRank values (http://en.wikipedia.org/wiki/PageRank)
# for the 6715 most important travel-related POR (points of reference).
#
# [PR] Project reference: Open Travel Data (http://github.com/opentraveldata/optd)
# [PR] Generation date: 2014-01-03
# [PR] License: CC-BY-SA (http://creativecommons.org/licenses/by-sa/3.0/deed.en_US)
# [PR] Validity period:
# [PR]   From: 2014-01-02
# [PR]   To: 2014-01-08
#
# pk^iata_code^PageRank
PAR-C^PAR^1.0
SLC-C^SLC^0.210613122523
IAD-A^IAD^0.209501673667
OSA-C^OSA^0.208733391807
LED-A^LED^0.207223411547
LED-C^LED^0.207223411547
LIM-A^LIM^0.206402311318
LIM-C^LIM^0.206402311318
YMQ-C^YMQ^0.205835733849
PPT-A^PPT^0.199965441295
PPT-C^PPT^0.199965441295
PER-A^PER^0.199653478178
PER-C^PER^0.199653478178
PTY-C^PTY^0.197508905446
YUL-A^YUL^0.197297248134
BRU-A^BRU^0.196747160929
HEL-A^HEL^0.19609904455
HEL-C^HEL^0.19609904455
DCA-A^DCA^0.193561908179
LGW-A^LGW^0.193185639245
CTU-A^CTU^0.192220759332
CTU-C^CTU^0.192220759332
DUS-C^DUS^0.190546227762
DOH-A^DOH^0.188084149474
DOH-C^DOH^0.188084149474
YYC-A^YYC^0.185203898758
YYC-C^YYC^0.185203898758
KMG-A^KMG^0.184833615295
KMG-C^KMG^0.184833615295
DUS-A^DUS^0.183455860872
DMK-A^DMK^0.18308637698
LAS-C^LAS^0.181562146492
POM-A^POM^0.178496273084
POM-C^POM^0.178496273084
LAS-A^LAS^0.177085947902
NRT-A^NRT^0.176013267077
NBO-A^NBO^0.173824075323
CGH-A^CGH^0.169531196844
BSB-A^BSB^0.165991936447
BSB-C^BSB^0.165991936447
FAI-A^FAI^0.1658782413
FAI-C^FAI^0.1658782413
TPE-C^TPE^0.165432088019
TXL-A^TXL^0.164600757913
ORL-C^ORL^0.163058509901
MCO-A^MCO^0.162594703562
SZX-C^SZX^0.162272057914
AUH-C^AUH^0.161670162624
SZX-A^SZX^0.159660977265
SAW-A^SAW^0.15741353017
SCL-A^SCL^0.156786568947
SCL-C^SCL^0.156786568947
SGN-A^SGN^0.156479270361
SGN-C^SGN^0.156479270361
LIS-A^LIS^0.156018154711
LIS-C^LIS^0.156018154711
CCS-A^CCS^0.154881994551
CCS-C^CCS^0.154881994551
THR-C^THR^0.153295793174
JED-A^JED^0.151708427538
JED-C^JED^0.151708427538
AUH-A^AUH^0.147816266385
SIA-C^SIA^0.147535145409
XIY-A^XIY^0.147535145409
CAI-A^CAI^0.147212657342
CAI-C^CAI^0.147212657342
TPE-A^TPE^0.143971249843
RUH-A^RUH^0.141382245508
RUH-C^RUH^0.141382245508
FLL-A^FLL^0.141108707057
FLL-C^FLL^0.141108707057
PDX-A^PDX^0.13937186246
PDX-C^PDX^0.13937186246
VCP-A^VCP^0.138434048885
SUB-A^SUB^0.138319076177
SUB-C^SUB^0.138319076177
DPS-A^DPS^0.138289328173
DPS-C^DPS^0.138289328173
ATH-A^ATH^0.137803407756
ATH-C^ATH^0.137803407756
GIG-A^GIG^0.1346295639
PTY-A^PTY^0.132397663763
URC-A^URC^0.13191128885
URC-C^URC^0.13191128885
HNL-A^HNL^0.131702293064
HNL-C^HNL^0.131702293064
NCE-A^NCE^0.131608339681
NCE-C^NCE^0.131608339681
MXP-A^MXP^0.130717345104
VKO-A^VKO^0.128785301955
ADL-A^ADL^0.127677559715
ADL-C^ADL^0.127677559715
ADD-A^ADD^0.127327748534
ADD-C^ADD^0.127327748534
BHZ-C^BHZ^0.12720238067
THR-A^THR^0.126581591879
MAA-A^MAA^0.125787701673
MAA-C^MAA^0.125787701673
GVA-A^GVA^0.125674100569
GVA-C^GVA^0.125674100569
HAM-C^HAM^0.125309926528
HAM-A^HAM^0.124725790733
UPG-A^UPG^0.122562289351
UPG-C^UPG^0.122562289351
IEV-C^IEV^0.122542274571
CLE-A^CLE^0.122221776692
CLE-C^CLE^0.122221776692
LYS-C^LYS^0.122213671008
PMI-A^PMI^0.121961241062
PMI-C^PMI^0.121961241062
CPT-A^CPT^0.121497577525
CPT-C^CPT^0.121497577525
CKG-A^CKG^0.121358805715
CKG-C^CKG^0.121358805715
FUK-A^FUK^0.120532399684
FUK-C^FUK^0.120532399684
WLG-A^WLG^0.120394033516
WLG-C^WLG^0.120394033516
BLR-A^BLR^0.118610807509
BLR-C^BLR^0.118610807509
MAN-A^MAN^0.118322647073
MAN-C^MAN^0.118322647073
YEA-C^YEA^0.118069476086
YEG-A^YEG^0.118069476086
HGH-A^HGH^0.115904674491
HGH-C^HGH^0.115904674491
ALG-A^ALG^0.113187333786
ALG-C^ALG^0.113187333786
HIR-A^HIR^0.112095075131
HIR-C^HIR^0.112095075131
LOS-A^LOS^0.111009200281
LOS-C^LOS^0.111009200281
WAW-A^WAW^0.110464735871
WAW-C^WAW^0.110464735871
SFJ-A^SFJ^0.110444560792
SFJ-C^SFJ^0.110444560792
SJO-A^SJO^0.109870937377
SJO-C^SJO^0.109870937377
UIO-A^UIO^0.108798912712
UIO-C^UIO^0.108798912712
VLI-A^VLI^0.107638212988
VLI-C^VLI^0.107638212988
PRG-A^PRG^0.107192494714
PRG-C^PRG^0.107192494714
SDU-A^SDU^0.107128216346
JNU-A^JNU^0.106662527317
JNU-C^JNU^0.106662527317
CHC-A^CHC^0.106547779467
CHC-C^CHC^0.106547779467
CCU-A^CCU^0.106254112427
CCU-C^CCU^0.106254112427
STL-A^STL^0.106204038107
STL-C^STL^0.106204038107
ESB-CA^ESB^0.105805284632
CNF-A^CNF^0.105550426701
SAN-C^SAN^0.104667720816
GMP-A^GMP^0.104239793917
CTS-A^CTS^0.102907937801
SPK-C^SPK^0.102907937801
KIX-A^KIX^0.102420863697
KTN-A^KTN^0.101577604659
KTN-C^KTN^0.101577604659
DUB-A^DUB^0.101305418918
DUB-C^DUB^0.101305418918
SAN-A^SAN^0.101179246335
LYS-A^LYS^0.100656454775
TLV-C^TLV^0.0989156259302
BWI-A^BWI^0.0969377058573
BWI-C^BWI^0.0969377058573
JJU-A^JJU^0.0965261042154
JJU-C^JJU^0.0965261042154
CAS-C^CAS^0.0960126799943
CMN-A^CMN^0.0960126799943
HAN-A^HAN^0.0956288902663
HAN-C^HAN^0.0956288902663
KBP-A^KBP^0.0954692127221
CNS-A^CNS^0.0953269812469
CNS-C^CNS^0.0953269812469
YKS-A^YKS^0.0951755788673
YKS-C^YKS^0.0951755788673
SJU-A^SJU^0.0940169312069
SJU-C^SJU^0.0940169312069
CJU-A^CJU^0.093863169756
CJU-C^CJU^0.093863169756
ITM-A^ITM^0.0929282689184
BAH-A^BAH^0.0925885303434
BAH-C^BAH^0.0925885303434
OTZ-A^OTZ^0.0925738446661
OTZ-C^OTZ^0.0925738446661
MDE-C^MDE^0.0923297080442
NAS-A^NAS^0.0922433887321
NAS-C^NAS^0.0922433887321
CUN-A^CUN^0.0922339825225
CUN-C^CUN^0.0922339825225
TLV-A^TLV^0.0913342518048
MRS-C^MRS^0.0907240113742
ADQ-A^ADQ^0.0906425091629
ADQ-C^ADQ^0.0906425091629
POA-A^POA^0.090311800536
POA-C^POA^0.090311800536
CEB-A^CEB^0.0901824952194
CEB-C^CEB^0.0901824952194
OME-A^OME^0.0900019873029
OME-C^OME^0.0900019873029
STR-C^STR^0.0892466235178
EZE-A^EZE^0.0874497220296
HYD-C^HYD^0.0872540004883
CGN-C^CGN^0.087128128807
TPA-C^TPA^0.0870269023717
TPA-A^TPA^0.0869421381717
SSA-A^SSA^0.0865181834301
SSA-C^SSA^0.0865181834301
HYD-A^HYD^0.0863940080484
YOW-C^YOW^0.085958922655
XMN-A^XMN^0.0856987496359
XMN-C^XMN^0.0856987496359
YWG-A^YWG^0.0855571324729
YWG-C^YWG^0.0855571324729
STR-A^STR^0.0854871938224
LIN-A^LIN^0.0847113264455
YOW-A^YOW^0.0841928360987
NKG-A^NKG^0.0840240678894
NKG-C^NKG^0.0840240678894
BUH-C^BUH^0.0834696870536
OTP-A^OTP^0.0834696870536
WUH-A^WUH^0.0833808544739
WUH-C^WUH^0.0833808544739
JAV-A^JAV^0.0831847970655
JAV-C^JAV^0.0831847970655
BZE-C^BZE^0.0829693968454
MCT-A^MCT^0.0828720757273
MCT-C^MCT^0.0828720757273
YXL-A^YXL^0.0825174042641
YXL-C^YXL^0.0825174042641
ABV-A^ABV^0.0822908084367
ABV-C^ABV^0.0822908084367
YZF-A^YZF^0.0822824589974
YZF-C^YZF^0.0822824589974
TLS-A^TLS^0.0814652384515
TLS-C^TLS^0.0814652384515
RDU-A^RDU^0.0809116117188
RDU-C^RDU^0.0809116117188
GDL-A^GDL^0.0804450289191
GDL-C^GDL^0.0804450289191
MRS-A^MRS^0.0802065283197
CWB-A^CWB^0.0801477626481
CWB-C^CWB^0.0801477626481
KWI-A^KWI^0.0798002633295
KWI-C^KWI^0.0798002633295
DAR-A^DAR^0.079714872589
DAR-C^DAR^0.079714872589
CVG-C^CVG^0.0787270661439
DUR-C^DUR^0.0786583052346
OKA-C^OKA^0.0786373727589
BNA-A^BNA^0.0783957597753
BNA-C^BNA^0.0783957597753
GYE-A^GYE^0.0782849716492
GYE-C^GYE^0.0782849716492
KTM-A^KTM^0.0778338680704
KTM-C^KTM^0.0778338680704
OKA-A^OKA^0.0778154949208
MDW-A^MDW^0.0775761355967
UAK-A^UAK^0.0772855471772
UAK-C^UAK^0.0772855471772
EAP-C^EAP^0.0772361206086
CVG-A^CVG^0.0770483979655
SHJ-A^SHJ^0.0768554894928
SHJ-C^SHJ^0.0768554894928
MES-C^MES^0.0767145610206
DUR-A^DUR^0.076705572601
NGO-C^NGO^0.0765825748511
EDI-A^EDI^0.07648196645
EDI-C^EDI^0.07648196645
CMB-A^CMB^0.0764575413165
CMB-C^CMB^0.0764575413165
KHI-A^KHI^0.0761207383025
KHI-C^KHI^0.0761207383025
UMD-A^UMD^0.0761180808954
UMD-C^UMD^0.0761180808954
BGO-A^BGO^0.0758662280298
BGO-C^BGO^0.0758662280298
XJY-A^XJY^0.0757167960258
DMM-C^DMM^0.0752420936786
NAN-A^NAN^0.0749025350848
NAN-C^NAN^0.0749025350848
SRZ-C^SRZ^0.074343004703
AYT-A^AYT^0.0740896939589
AYT-C^AYT^0.0740896939589
GOH-A^GOH^0.0739947394073
GOH-C^GOH^0.0739947394073
BKI-A^BKI^0.0739242058145
BKI-C^BKI^0.0739242058145
BPN-A^BPN^0.0738490212473
BPN-C^BPN^0.0738490212473
CGN-A^CGN^0.0738138452703
CSX-A^CSX^0.0730155683233
CSX-C^CSX^0.0730155683233
NOU-C^NOU^0.0729472079382
ACC-A^ACC^0.0728107778555
ACC-C^ACC^0.0728107778555
YHZ-A^YHZ^0.0724375907695
YHZ-C^YHZ^0.0724375907695
KNO-A^KNO^0.0720299457818
MAO-A^MAO^0.0719006931247
MAO-C^MAO^0.0719006931247
MCI-A^MCI^0.071747575611
MKC-C^MKC^0.071747575611
CGO-A^CGO^0.0716904381662
CGO-C^CGO^0.0716904381662
AGP-C^AGP^0.071087740853
AMM-A^AMM^0.0709849450537
AMM-C^AMM^0.0709849450537
AGP-A^AGP^0.0703609122706
DAC-A^DAC^0.0703262962516
DAC-C^DAC^0.0703262962516
RIX-A^RIX^0.0696860905094
RIX-C^RIX^0.0696860905094
MDE-A^MDE^0.0691372934376
NGO-A^NGO^0.0689141749821
BZE-A^BZE^0.0686243379365
PIT-A^PIT^0.0685063324533
PIT-C^PIT^0.0685063324533
PAC-A^PAC^0.0684859549095
VCE-C^VCE^0.0684660065023
LCY-A^LCY^0.068421326954
REK-C^REK^0.0679368940284
JUV-A^JUV^0.0677273543811
JUV-C^JUV^0.0677273543811
MTY-A^MTY^0.067719764216
MTY-C^MTY^0.067719764216
SXM-A^SXM^0.0676534301433
SXM-C^SXM^0.0676534301433
GLA-A^GLA^0.0675602923249
GLA-C^GLA^0.0675602923249
TCI-C^TCI^0.0667891157777
LPB-A^LPB^0.0667829272654
LPB-C^LPB^0.0667829272654
DLG-A^DLG^0.0664482492363
DLG-C^DLG^0.0664482492363
VCE-A^VCE^0.0664448172932
BHX-A^BHX^0.0660995451058
BHX-C^BHX^0.0660995451058
DLC-A^DLC^0.0649377441643
DLC-C^DLC^0.0649377441643
ALA-A^ALA^0.0647163982302
ALA-C^ALA^0.0647163982302
PUS-A^PUS^0.0646528338099
PUS-C^PUS^0.0646528338099
CLO-A^CLO^0.0645176557694
CLO-C^CLO^0.0645176557694
SHE-A^SHE^0.0645099297149
SHE-C^SHE^0.0645099297149
ABZ-A^ABZ^0.0643905544959
ABZ-C^ABZ^0.0643905544959
MFM-C^MFM^0.0641693202107
YTZ-A^YTZ^0.0640542133854
MYY-A^MYY^0.0640014857079
MYY-C^MYY^0.0640014857079
IND-A^IND^0.0638594063244
IND-C^IND^0.0638594063244
DMM-A^DMM^0.0636815393548
BOB-A^BOB^0.0635998604728
BOB-C^BOB^0.0635998604728
KBL-A^KBL^0.0634167602418
KBL-C^KBL^0.0634167602418
REC-A^REC^0.0633908594993
REC-C^REC^0.0633908594993
TAO-A^TAO^0.0627159385194
TAO-C^TAO^0.0627159385194
BUD-A^BUD^0.0625231725105
BUD-C^BUD^0.0625231725105
MLE-A^MLE^0.0624089002452
MLE-C^MLE^0.0624089002452
HRB-A^HRB^0.0623902748735
HRB-C^HRB^0.0623902748735
SVX-A^SVX^0.062313281966
SVX-C^SVX^0.062313281966
TOS-A^TOS^0.0622459378795
TOS-C^TOS^0.0622459378795
LPA-A^LPA^0.0621992773997
LPA-C^LPA^0.0621992773997
JQA-A^JQA^0.0619479762582
JQA-C^JQA^0.0619479762582
HKT-A^HKT^0.0618524635287
HKT-C^HKT^0.0618524635287
CMH-A^CMH^0.0615266726914
CMH-C^CMH^0.0615266726914
MHD-A^MHD^0.0614938300004
MHD-C^MHD^0.0614938300004
AUS-A^AUS^0.0613081577327
AUS-C^AUS^0.0613081577327
SON-A^SON^0.0611849963819
SON-C^SON^0.0611849963819
YQB-A^YQB^0.0605774299543
YQB-C^YQB^0.0605774299543
CBR-A^CBR^0.0603889515265
CBR-C^CBR^0.0603889515265
RGN-A^RGN^0.0603062090283
RGN-C^RGN^0.0603062090283
LAD-A^LAD^0.0602885359384
LAD-C^LAD^0.0602885359384
GEA-A^GEA^0.0602484814447
ENA-A^ENA^0.0597554610917
ENA-C^ENA^0.0597554610917
TRD-A^TRD^0.0595506467639
TRD-C^TRD^0.0595506467639
YFB-A^YFB^0.0590866754881
YFB-C^YFB^0.0590866754881
WIL-A^WIL^0.0590614313032
KWE-A^KWE^0.0590422292337
KWE-C^KWE^0.0590422292337
TUN-A^TUN^0.058174573828
TUN-C^TUN^0.058174573828
GOT-C^GOT^0.0579574009879
MSY-A^MSY^0.0576649927281
MSY-C^MSY^0.0576649927281
BEY-A^BEY^0.056571821086
BEY-C^BEY^0.056571821086
GOT-A^GOT^0.0563676540444
RFP-A^RFP^0.0562695940673
RFP-C^RFP^0.0562695940673
LIL-C^LIL^0.0560036573904
EBB-A^EBB^0.0556840301375
EBB-C^EBB^0.0556840301375
CGB-A^CGB^0.0556400449512
CGB-C^CGB^0.0556400449512
SJC-A^SJC^0.0555458136418
SJC-C^SJC^0.0555458136418
ANI-A^ANI^0.0553520608031
ANI-C^ANI^0.0553520608031
OVB-A^OVB^0.0553001935119
OVB-C^OVB^0.0553001935119
SVG-A^SVG^0.0552656056858
SVG-C^SVG^0.0552656056858
ADB-A^ADB^0.0551091956278
IZM-C^IZM^0.0551091956278
HAK-A^HAK^0.0549566537974
HAK-C^HAK^0.0549566537974
BOO-A^BOO^0.054902940287
BOO-C^BOO^0.054902940287
KCH-A^KCH^0.0546763773328
KCH-C^KCH^0.0546763773328
FOR-A^FOR^0.0545674439068
FOR-C^FOR^0.0545674439068
OGG-A^OGG^0.0545376691266
OGG-C^OGG^0.0545376691266
CNX-A^CNX^0.0544276605864
CNX-C^CNX^0.0544276605864
TNR-A^TNR^0.0543231011448
TNR-C^TNR^0.0543231011448
NTE-C^NTE^0.0542907600356
YQT-A^YQT^0.0536153892238
YQT-C^YQT^0.0536153892238
JEG-A^JEG^0.0535501798747
JEG-C^JEG^0.0535501798747
BEL-A^BEL^0.0535493722881
BEL-C^BEL^0.0535493722881
BSL-A^BSL^0.0532939236625
SAT-A^SAT^0.0531587395743
SAT-C^SAT^0.0531587395743
AGM-A^AGM^0.0530862186857
AGM-C^AGM^0.0530862186857
BEG-A^BEG^0.0530252870511
BEG-C^BEG^0.0530252870511
LAE-A^LAE^0.0524717711448
LAE-C^LAE^0.0524717711448
FIH-A^FIH^0.0524276583152
FIH-C^FIH^0.0524276583152
KRT-A^KRT^0.0523014243676
KRT-C^KRT^0.0523014243676
SAC-C^SAC^0.0522516761851
SMF-A^SMF^0.0520348863477
BOD-C^BOD^0.0519929449634
XJH-A^XJH^0.051992865501
OOL-A^OOL^0.0517351504333
OOL-C^OOL^0.0517351504333
ALC-C^ALC^0.0515459181399
PEN-A^PEN^0.0513559703155
PEN-C^PEN^0.0513559703155
BFS-C^BFS^0.0509965843292
HAJ-A^HAJ^0.0508910318223
HAJ-C^HAJ^0.0508910318223
SYX-A^SYX^0.0508809937499
SYX-C^SYX^0.0508809937499
MPM-A^MPM^0.0506868504245
MPM-C^MPM^0.0506868504245
DRW-A^DRW^0.0506752421742
DRW-C^DRW^0.0506752421742
AKN-A^AKN^0.0498527025522
AKN-C^AKN^0.0498527025522
COK-A^COK^0.0495152912515
COK-C^COK^0.0495152912515
SNA-A^SNA^0.0492865710168
SNA-C^SNA^0.0492865710168
HOU-A^HOU^0.0492717605768
VVI-A^VVI^0.049249774414
MKE-A^MKE^0.0492294538951
MKE-C^MKE^0.0492294538951
TAS-A^TAS^0.0490149752084
TAS-C^TAS^0.0490149752084
MEM-A^MEM^0.0487729955026
MEM-C^MEM^0.0487729955026
TSV-A^TSV^0.0487725858028
TSV-C^TSV^0.0487725858028
ISB-A^ISB^0.0487375987325
ISB-C^ISB^0.0487375987325
GZO-A^GZO^0.0486094242366
GZO-C^GZO^0.0486094242366
TSE-A^TSE^0.0483373460645
TSE-C^TSE^0.0483373460645
QQP-A^QQP^0.0480519177931
LUN-A^LUN^0.0479408765235
LUN-C^LUN^0.0479408765235
ALC-A^ALC^0.0479318971311
SAL-A^SAL^0.0479309307717
SAL-C^SAL^0.0479309307717
YEV-A^YEV^0.0476021392302
YEV-C^YEV^0.0476021392302
WDH-C^WDH^0.0475725224027
KHV-A^KHV^0.047378994591
KHV-C^KHV^0.047378994591
GYG-A^GYG^0.0463944005199
GYG-C^GYG^0.0463944005199
DJJ-A^DJJ^0.0460177351318
DJJ-C^DJJ^0.0460177351318
SBH-A^SBH^0.0458688994011
SBH-C^SBH^0.0458688994011
SZB-A^SZB^0.0458651893279
BDL-CA^BDL^0.0458103549775
HAV-A^HAV^0.0455571269094
HAV-C^HAV^0.0455571269094
OAK-A^OAK^0.0455461956976
OAK-C^OAK^0.0455461956976
SXF-A^SXF^0.0455026832184
YRT-A^YRT^0.0454280527724
YRT-C^YRT^0.0454280527724
TIJ-A^TIJ^0.0452910608746
TIJ-C^TIJ^0.0452910608746
LTN-A^LTN^0.0450932023543
NNG-A^NNG^0.0450660098222
NNG-C^NNG^0.0450660098222
LHE-A^LHE^0.0445975507449
LHE-C^LHE^0.0445975507449
JAX-C^JAX^0.0445624656067
TYN-A^TYN^0.0443006953806
TYN-C^TYN^0.0443006953806
YYR-A^YYR^0.0438100751607
YYR-C^YYR^0.0438100751607
TSN-A^TSN^0.0434113478008
TSN-C^TSN^0.0434113478008
MED-A^MED^0.0433947707266
MED-C^MED^0.0433947707266
TIP-A^TIP^0.043363638488
TIP-C^TIP^0.043363638488
DKR-A^DKR^0.0433094984887
DKR-C^DKR^0.0433094984887
YZV-A^YZV^0.0431472538463
YZV-C^YZV^0.0431472538463
TFN-A^TFN^0.0431141510565
DAL-A^DAL^0.0429806933153
OPO-A^OPO^0.0429509868933
OPO-C^OPO^0.0429509868933
YYJ-C^YYJ^0.0428892490421
AMD-A^AMD^0.0428657801447
AMD-C^AMD^0.0428657801447
YVP-A^YVP^0.0427771482662
YVP-C^YVP^0.0427771482662
YWK-A^YWK^0.0427580711107
YWK-C^YWK^0.0427580711107
YRL-A^YRL^0.0426123781237
YRL-C^YRL^0.0426123781237
BOD-A^BOD^0.0424801934634
CTA-A^CTA^0.0423933300871
CTA-C^CTA^0.0423933300871
IKT-A^IKT^0.0423654115733
IKT-C^IKT^0.0423654115733
YYT-A^YYT^0.0419259069311
YYT-C^YYT^0.0419259069311
JOG-A^JOG^0.0418375565222
JOG-C^JOG^0.0418375565222
KUS-A^KUS^0.0418199550095
KUS-C^KUS^0.0418199550095
MFM-A^MFM^0.0415300337488
JAX-A^JAX^0.04129458531
ABQ-A^ABQ^0.0411692095247
ABQ-C^ABQ^0.0411692095247
YVQ-A^YVQ^0.041075440307
YVQ-C^YVQ^0.041075440307
XDB-A^XDB^0.0410166760038
RKV-A^RKV^0.040789693903
FLN-A^FLN^0.0407277212446
FLN-C^FLN^0.0407277212446
CUZ-A^CUZ^0.0406260664615
CUZ-C^CUZ^0.0406260664615
HET-A^HET^0.040580636774
HET-C^HET^0.040580636774
BIL-A^BIL^0.0405736259653
BIL-C^BIL^0.0405736259653
FMY-C^FMY^0.0401301147948
RSW-A^RSW^0.0401301147948
BUF-A^BUF^0.0399835467375
BUF-C^BUF^0.0399835467375
BIO-C^BIO^0.0399525846703
JNS-A^JNS^0.0399479873366
JNS-C^JNS^0.0399479873366
NUE-A^NUE^0.0398300550302
NUE-C^NUE^0.0398300550302
SOU-A^SOU^0.039550087742
SOU-C^SOU^0.039550087742
ZYR-A^ZYR^0.0395212881045
BRW-A^BRW^0.0393976927764
BRW-C^BRW^0.0393976927764
NTE-A^NTE^0.0393388099804
KGL-A^KGL^0.0393233886281
KGL-C^KGL^0.0393233886281
CUK-A^CUK^0.039218180725
CUK-C^CUK^0.039218180725
SDJ-A^SDJ^0.0392118391501
SDJ-C^SDJ^0.0392118391501
SUV-A^SUV^0.0392092118796
SUV-C^SUV^0.0392092118796
FOC-A^FOC^0.0391819587821
FOC-C^FOC^0.0391819587821
STT-C^STT^0.0391747122694
FYU-A^FYU^0.0391356058675
FYU-C^FYU^0.0391356058675
NAP-A^NAP^0.0389581089037
NAP-C^NAP^0.0389581089037
BLQ-A^BLQ^0.0384896613662
BLQ-C^BLQ^0.0384896613662
WNZ-A^WNZ^0.0384179318267
WNZ-C^WNZ^0.0384179318267
SOF-A^SOF^0.0383070574863
SOF-C^SOF^0.0383070574863
JER-A^JER^0.038215774649
JER-C^JER^0.038215774649
RIC-A^RIC^0.0381809875243
RIC-C^RIC^0.0381809875243
BIO-A^BIO^0.0380449686714
PLJ-A^PLJ^0.0380215363947
PLJ-C^PLJ^0.0380215363947
KLW-A^KLW^0.0379469805879
KLW-C^KLW^0.0379469805879
JRO-A^JRO^0.037943192048
