AAA^ANAA^ANAA^ANAA/PF^AAA^Y^^PF^PACIF^ITC3^PF087^-145.51229^-17.34908^1^Y^CA
AAB^ARRABURY^ARRABURY^ARRABURY/QL/AU^AAB^Y^QL^AU^AUSTL^ITC3^AU131^141.05^-26.7^2^Y^CA
AAC^EL ARISH^EL ARISH^EL ARISH/EG:INTERNATIONAL^AAC^Y^^EG^AFRIC^ITC2^EG044^33.83583^31.07333^^N^CA
AAD^AD DABBAH^AD DABBAH^AD DABBAH/SD^AAD^Y^^SD^AFRIC^ITC2^SD172^30.95^18.05^^N^CA
AAE^ANNABA^ANNABA^ANNABA/DZ:RABAH BITAT^AAE^Y^^DZ^AFRIC^ITC2^DZ^7.81278^36.82889^3^Y^CA
AAF^APALACHICOLA^APALACHICOLA^APALACHICOLA/FL/US:MUNICIPAL^AAF^Y^FL^US^NAMER^ITC1^US105^-85.0288^29.72938^^N^CA
AAG^ARAPOTI^ARAPOTI^ARAPOTI/PR/BR^AAG^Y^PR^BR^SAMER^ITC1^BR015^-43.26667^-22.86667^^N^CA
AAH^AACHEN^AACHEN^AACHEN/DE:MERZBRUECK^AAH^Y^^DE^EUROP^ITC2^DE040^6.16667^50.81667^^N^CA
AAI^ARRAIAS^ARRAIAS^ARRAIAS/TO/BR^AAI^Y^TO^BR^SAMER^ITC1^BR016^-46.88556^-13.02389^5^N^CA
AAJ^AWARADAM^AWARADAM^AWARADAM/SR:CAYANA AIRSTRIP^AAJ^Y^^SR^SAMER^ITC1^SR^-55.367^3.9^^N^CA
AAK^ARANUKA^ARANUKA^ARANUKA/KI^AAK^Y^^KI^AUSTL^ITC3^KI069^173.63536^0.18544^^N^CA
AAL^AALBORG^AALBORG^AALBORG/DK^AAL^Y^^DK^EUROP^ITC2^DK041^9.84916^57.09279^6^Y^CA
AAM^MALA MALA^MALA MALA^MALA MALA/ZA^AAM^Y^^ZA^AFRIC^ITC2^ZA^31.5446^-24.8181^^N^CA
AAN^AL AIN^AL AIN^AL AIN/AE:INTERNATIONAL^AAN^Y^^AE^MEAST^ITC2^AE^55.60917^24.26167^7^Y^CA
AAO^ANACO^ANACO^ANACO/VE^AAO^Y^^VE^SAMER^ITC1^VE194^-64.46667^9.43333^8^N^CA
